acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.56,0.35,0.71,-1.82,2.99,2.2
-0.55,0.36,0.7,-1.74,3.37,2.12
-0.55,0.35,0.71,-1.36,1.76,1.11
-0.56,0.35,0.71,-0.67,-0.38,-0.18
-0.55,0.36,0.71,0.2,-0.92,-0.32
-0.56,0.36,0.71,0.26,0.21,0.38
-0.56,0.36,0.7,-0.11,2.06,1.51
-0.57,0.36,0.71,-0.53,3.33,2.24
-0.56,0.35,0.72,-0.23,3.22,2.6
-0.57,0.35,0.71,-0.08,2.31,2.64
-0.56,0.35,0.71,0.21,2.15,2.29
-0.56,0.35,0.71,0.37,1.94,1.8
-0.56,0.35,0.72,0.46,1.91,1.33
-0.56,0.36,0.7,0.27,1.63,1.01
-0.56,0.36,0.7,0.23,1.65,1.07
-0.56,0.36,0.71,0.09,1.82,1.34
-0.56,0.36,0.71,-0.06,2.17,1.25
-0.56,0.36,0.7,0.09,2.43,1.3
-0.55,0.36,0.71,0.0,2.37,1.34
-0.56,0.36,0.71,-0.09,2.34,1.11
-0.56,0.36,0.71,0.15,2.26,0.96
-0.56,0.36,0.71,0.06,2.2,0.98
-0.56,0.36,0.71,0.12,1.98,0.79
-0.56,0.36,0.71,0.27,2.02,0.75
-0.56,0.36,0.71,0.21,2.02,0.85
-0.56,0.36,0.71,0.23,2.21,0.95
-0.56,0.36,0.7,0.32,2.05,0.98
-0.56,0.36,0.71,0.49,1.95,1.01
-0.57,0.35,0.7,0.85,1.6,1.34
-0.56,0.36,0.71,0.99,1.94,1.39
-0.56,0.36,0.7,0.67,1.95,1.31
-0.56,0.36,0.71,0.82,2.35,1.51
-0.57,0.35,0.7,0.64,2.53,1.76
-0.56,0.35,0.72,0.69,2.56,1.54
-0.56,0.35,0.71,0.7,2.12,1.47
-0.56,0.35,0.7,0.76,2.02,1.45
-0.56,0.36,0.71,0.79,2.26,1.34
-0.57,0.36,0.7,0.92,2.43,0.92
