acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.51,0.43,0.71,1.62,-1.33,0.79
-0.51,0.43,0.7,0.66,-0.5,1.6
-0.51,0.42,0.71,-0.09,2.06,2.29
-0.51,0.42,0.7,-1.19,3.19,2.09
-0.51,0.42,0.7,-0.7,2.96,2.02
-0.5,0.42,0.71,-0.63,1.47,1.47
-0.51,0.42,0.7,-0.82,-0.11,0.47
-0.5,0.42,0.71,0.17,-0.76,-0.14
-0.5,0.43,0.71,0.32,0.15,0.35
-0.51,0.42,0.7,-0.09,1.79,1.18
-0.51,0.41,0.71,-0.49,3.1,1.83
-0.51,0.41,0.71,-0.47,3.1,1.88
-0.52,0.41,0.71,0.32,2.9,2.12
-0.52,0.41,0.71,0.4,2.37,2.4
-0.52,0.41,0.7,0.49,1.94,2.2
-0.52,0.41,0.71,0.52,1.34,1.63
-0.52,0.42,0.72,0.89,1.07,1.6
-0.52,0.42,0.71,1.01,1.07,1.62
-0.51,0.42,0.71,0.87,1.48,1.76
-0.51,0.42,0.7,0.76,2.14,1.71
-0.51,0.42,0.7,0.78,2.06,1.69
-0.51,0.42,0.71,0.81,2.17,1.8
-0.5,0.42,0.71,0.5,2.46,1.42
-0.52,0.42,0.71,0.21,2.27,0.98
-0.51,0.42,0.71,0.53,1.8,0.73
-0.51,0.43,0.72,0.79,1.62,0.75
-0.51,0.42,0.71,0.41,1.71,0.29
-0.51,0.41,0.71,0.27,1.57,0.24
-0.51,0.42,0.71,0.5,1.62,0.66
-0.52,0.42,0.71,0.66,1.94,1.18
-0.52,0.42,0.7,0.55,2.37,1.68
-0.52,0.42,0.71,0.29,2.55,1.28
-0.52,0.42,0.7,0.85,2.37,1.18
-0.52,0.42,0.71,1.13,1.85,1.27
-0.51,0.42,0.71,1.33,1.83,1.4
-0.52,0.41,0.71,1.31,2.32,1.79
-0.52,0.42,0.7,0.84,2.47,1.8
-0.51,0.42,0.7,1.1,2.72,1.97
-0.52,0.42,0.7,1.11,2.32,1.65
-0.52,0.43,0.71,1.01,2.05,1.57
-0.51,0.43,0.7,1.11,2.09,1.57
-0.52,0.42,0.7,0.98,2.53,1.45
-0.52,0.42,0.7,0.73,2.49,1.47
-0.52,0.42,0.7,0.82,2.34,1.16
-0.52,0.42,0.71,0.55,2.15,1.07
-0.51,0.42,0.7,0.56,1.86,0.93
-0.52,0.42,0.7,0.63,1.88,0.75
-0.51,0.42,0.7,0.79,2.11,0.76
-0.52,0.43,0.71,0.81,2.53,1.16
-0.51,0.42,0.7,0.73,2.78,1.25
-0.52,0.42,0.71,0.63,2.72,1.07
-0.51,0.42,0.7,0.82,2.2,1.16
-0.52,0.42,0.71,0.9,2.06,1.22
-0.52,0.41,0.7,0.84,2.02,1.11
-0.52,0.42,0.7,1.1,2.08,1.6
-0.52,0.42,0.71,0.72,2.14,1.44
-0.52,0.42,0.7,0.67,1.98,1.08
-0.52,0.42,0.7,0.85,1.68,1.07
-0.52,0.42,0.69,0.9,1.63,1.36
-0.52,0.42,0.7,0.76,2.38,1.68
-0.53,0.42,0.7,0.49,2.9,1.65
-0.52,0.42,0.7,0.37,2.72,1.42
-0.52,0.43,0.7,1.28,2.18,1.04
-0.52,0.43,0.7,1.74,2.31,0.87
-0.52,0.43,0.7,1.44,3.42,1.56
-0.52,0.43,0.69,0.72,4.35,2.08
-0.53,0.41,0.7,0.72,5.27,2.03
-0.52,0.42,0.7,0.14,2.73,1.24
-0.53,0.43,0.69,1.27,-1.39,-0.05
-0.53,0.43,0.69,3.53,-2.02,-0.31
-0.54,0.44,0.68,1.24,0.9,2.53
-0.52,0.42,0.7,-2.06,7.68,6.92
-0.5,0.41,0.71,-3.45,12.89,8.35
-0.5,0.4,0.7,-2.6,12.84,6.5
-0.5,0.41,0.7,-0.76,6.99,3.56
-0.5,0.43,0.71,0.63,0.78,0.85
-0.52,0.43,0.7,1.77,-1.59,0.61
-0.52,0.45,0.69,1.83,0.66,2.11
-0.52,0.44,0.69,0.7,4.95,4.61
-0.53,0.44,0.69,0.66,9.3,6.98
-0.53,0.42,0.7,0.55,10.02,6.96
-0.53,0.41,0.7,1.22,8.11,5.77
-0.54,0.4,0.69,2.08,4.6,3.94
-0.53,0.41,0.69,2.38,2.46,2.69
-0.54,0.42,0.69,2.12,2.32,1.91
-0.54,0.42,0.7,1.68,2.37,1.24
-0.54,0.44,0.69,1.71,2.23,0.72
-0.55,0.44,0.69,2.05,2.43,2.02
-0.54,0.43,0.69,1.86,3.88,3.48
-0.53,0.43,0.69,1.15,6.06,4.63
-0.53,0.43,0.67,1.01,7.97,5.53
-0.52,0.43,0.69,0.37,7.04,4.27
-0.53,0.42,0.68,2.08,4.24,2.5
-0.53,0.44,0.68,3.28,2.58,2.95
-0.52,0.44,0.69,1.91,2.81,3.53
-0.53,0.44,0.69,0.79,4.95,4.08
-0.52,0.43,0.68,1.13,6.46,4.14
-0.53,0.43,0.69,0.93,6.06,3.18
-0.53,0.43,0.68,0.9,3.73,1.6
-0.53,0.43,0.67,1.6,2.89,1.44
-0.53,0.42,0.7,1.4,2.78,1.33
-0.52,0.42,0.69,1.33,3.82,1.79
-0.52,0.43,0.69,1.15,4.99,1.91
-0.53,0.44,0.69,1.51,3.54,0.61
-0.54,0.43,0.68,1.01,0.89,-1.47
-0.55,0.43,0.7,-0.02,-1.45,-3.05
-0.56,0.42,0.69,-0.35,-2.41,-4.02
-0.55,0.43,0.7,-0.18,-2.2,-4.35
-0.54,0.43,0.68,0.05,-2.47,-4.81
-0.53,0.42,0.67,0.43,-2.72,-3.53
-0.54,0.43,0.67,1.54,-1.3,-2.09
-0.52,0.43,0.68,1.5,2.11,0.98
-0.51,0.43,0.67,2.87,5.86,2.64
-0.53,0.44,0.67,3.86,6.96,2.44
-0.54,0.44,0.66,3.5,5.77,1.63
-0.54,0.43,0.66,3.34,5.02,2.43
-0.54,0.42,0.68,3.15,7.42,4.82
-0.55,0.42,0.71,3.34,12.5,8.98
-0.55,0.44,0.71,5.36,20.37,14.44
-0.55,0.44,0.7,7.08,24.31,16.56
-0.55,0.45,0.66,3.69,22.24,12.32
-0.55,0.44,0.66,-1.85,13.27,6.17
-0.55,0.43,0.65,-2.79,3.69,0.44
-0.54,0.46,0.66,-4.6,-2.24,-2.98
-0.54,0.45,0.67,-6.53,-4.58,-4.29
-0.55,0.44,0.67,-6.02,-4.63,-4.4
-0.54,0.44,0.67,-8.03,-6.4,-4.78
-0.55,0.44,0.68,-9.59,-11.18,-6.87
-0.54,0.44,0.67,-7.31,-15.1,-4.75
-0.52,0.44,0.7,-7.39,-19.79,-5.57
-0.49,0.44,0.67,-4.47,-23.07,-1.8
-0.45,0.46,0.68,-0.67,-23.33,5.44
-0.44,0.44,0.68,5.95,-20.87,12.27
-0.41,0.43,0.67,12.75,-8.53,26.43
-0.43,0.45,0.68,11.54,4.12,39.16
-0.4,0.46,0.79,4.29,2.87,31.71
-0.45,0.46,0.62,12.79,9.02,28.02
-0.58,0.46,0.65,3.71,-5.62,22.63
-0.57,0.47,0.63,5.54,-4.0,24.75
-0.64,0.49,0.56,-1.27,1.76,26.69
-0.56,0.48,0.57,-8.46,9.97,33.56
-0.48,0.48,0.58,-8.98,7.1,43.34
-0.45,0.45,0.62,-2.67,-6.4,52.9
-0.46,0.35,0.74,19.44,-19.57,60.66
-0.48,0.38,0.71,22.69,-23.02,61.71
-0.58,0.36,0.62,41.37,-25.07,75.6
-0.44,0.43,0.56,54.0,-15.04,100.67
-0.52,0.4,0.74,54.98,-6.06,111.48
-0.59,0.45,0.82,55.54,20.47,123.5
-0.61,0.44,0.7,46.44,34.67,121.73
-0.58,0.6,0.59,33.47,31.82,103.28
-0.45,0.58,0.6,29.25,27.33,103.47
-0.39,0.6,0.73,12.98,14.0,94.58
-0.45,0.67,0.65,9.21,-3.59,69.47
-0.52,0.74,0.58,10.23,-12.38,53.37
-0.58,0.68,0.65,0.82,-11.37,44.17
-0.51,0.67,0.59,-8.87,-3.4,24.34
-0.43,0.63,0.64,-5.66,3.95,11.24
-0.4,0.57,0.78,-8.84,2.87,1.27
-0.36,0.56,0.66,-12.78,-5.5,-8.08
-0.38,0.59,0.68,-13.27,-16.61,-21.36
-0.39,0.61,0.7,-15.86,-26.29,-34.41
-0.38,0.62,0.67,-14.11,-33.97,-50.66
-0.44,0.61,0.71,-18.29,-39.18,-67.28
-0.41,0.65,0.7,-22.08,-41.6,-77.45
-0.37,0.63,0.72,-31.18,-40.56,-85.25
-0.29,0.61,0.84,-33.39,-30.85,-84.49
-0.28,0.59,0.83,-35.53,-20.84,-87.71
-0.29,0.55,0.82,-34.6,-9.22,-86.18
-0.33,0.48,0.89,-26.44,4.93,-77.34
-0.39,0.47,0.82,-16.46,17.18,-68.78
-0.39,0.45,0.73,-1.07,22.6,-52.87
-0.4,0.45,0.64,9.56,20.78,-37.66
-0.38,0.48,0.59,7.25,16.49,-30.78
-0.42,0.55,0.59,-6.23,2.79,-37.94
-0.46,0.56,0.63,-12.06,-8.92,-45.94
-0.47,0.53,0.71,-9.85,-8.23,-42.75
-0.49,0.5,0.76,-5.89,4.09,-36.69
-0.44,0.49,0.73,0.37,22.18,-26.67
-0.42,0.49,0.7,1.1,28.95,-22.41
-0.46,0.47,0.68,3.24,22.9,-21.28
-0.5,0.43,0.66,4.4,8.73,-28.08
-0.52,0.44,0.64,5.13,0.64,-30.32
-0.53,0.46,0.63,3.71,1.15,-26.96
-0.54,0.49,0.59,3.5,8.06,-22.7
-0.53,0.45,0.67,-1.24,12.09,-21.44
-0.54,0.45,0.67,-3.79,7.19,-23.24
-0.55,0.46,0.63,-4.89,-2.4,-26.44
-0.56,0.47,0.65,-7.1,-10.58,-27.02
-0.57,0.48,0.64,-10.9,-13.1,-25.91
-0.54,0.47,0.66,-12.23,-7.92,-18.02
-0.51,0.47,0.67,-13.5,-0.69,-11.76
-0.49,0.46,0.69,-14.23,3.69,-11.3
-0.47,0.46,0.68,-13.31,2.61,-11.45
-0.47,0.44,0.68,-9.15,-1.15,-10.08
-0.48,0.43,0.69,-6.66,-3.76,-10.81
-0.52,0.42,0.69,-3.88,-2.44,-9.13
-0.51,0.42,0.69,-2.02,-0.05,-8.15
-0.52,0.41,0.67,-0.43,1.89,-6.32
-0.49,0.42,0.68,-0.2,2.46,-4.23
-0.49,0.43,0.68,-1.22,1.95,-4.89
-0.51,0.42,0.69,0.05,2.7,-4.55
-0.52,0.41,0.69,1.01,3.16,-4.58
-0.53,0.41,0.69,0.82,2.41,-2.78
-0.52,0.42,0.68,0.02,1.36,-1.82
-0.52,0.42,0.69,0.23,-0.03,-2.29
-0.52,0.42,0.69,0.29,-1.25,-1.36
-0.53,0.41,0.69,0.92,-1.53,-1.63
-0.52,0.41,0.69,1.54,0.55,-0.84
-0.51,0.43,0.69,1.19,1.25,0.09
-0.53,0.43,0.7,0.92,-1.08,-2.08
-0.51,0.44,0.69,2.53,-3.28,-0.26
-0.53,0.43,0.69,-0.31,-4.98,-1.53
-0.51,0.44,0.69,-1.02,-2.67,0.12
-0.51,0.44,0.7,-1.37,-0.89,1.59
-0.52,0.44,0.7,-3.15,-2.79,-0.17
-0.54,0.42,0.7,-2.05,-5.02,-2.18
-0.53,0.43,0.69,-1.91,-4.4,0.34
-0.52,0.43,0.71,-3.31,-2.73,0.26
-0.53,0.42,0.71,-3.01,-0.72,0.2
-0.52,0.42,0.71,-3.59,0.34,1.25
-0.5,0.43,0.72,-3.34,1.65,2.87
-0.5,0.42,0.72,-1.3,2.53,3.07
-0.5,0.42,0.72,-0.08,1.98,0.53
-0.51,0.41,0.7,0.56,0.9,-0.73
-0.5,0.42,0.7,1.07,0.53,0.23
