acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.51,0.4,0.72,0.41,-0.08,0.53
-0.51,0.4,0.72,0.09,-0.2,0.76
-0.51,0.41,0.72,0.0,0.02,0.53
-0.51,0.4,0.72,0.06,0.05,0.37
-0.51,0.41,0.71,0.14,-0.08,0.99
-0.51,0.4,0.72,0.49,-0.27,1.1
-0.51,0.4,0.72,0.35,-0.49,1.16
-0.5,0.4,0.72,0.49,-0.26,1.04
-0.51,0.4,0.71,0.46,-0.12,1.04
-0.51,0.39,0.72,0.61,-0.18,1.1
-0.51,0.4,0.73,0.6,-0.12,0.99
-0.51,0.39,0.72,1.07,-0.08,0.96
-0.51,0.39,0.72,1.1,-0.79,0.84
-0.52,0.4,0.72,1.07,-1.01,1.19
-0.51,0.4,0.72,1.02,-0.84,1.31
-0.51,0.41,0.72,0.95,-0.05,1.74
-0.5,0.4,0.72,0.73,0.99,2.24
-0.5,0.4,0.72,0.44,1.3,2.55
-0.51,0.4,0.72,0.34,1.19,2.23
-0.51,0.39,0.72,0.55,0.92,1.73
-0.51,0.4,0.72,0.58,0.21,1.19
-0.51,0.41,0.72,0.58,-0.21,0.95
-0.51,0.4,0.72,0.92,-0.46,0.78
-0.51,0.41,0.72,1.05,-0.66,0.84
-0.51,0.4,0.72,1.1,-0.31,0.87
-0.5,0.4,0.72,1.3,0.93,1.21
-0.51,0.4,0.72,0.75,2.24,1.79
-0.51,0.4,0.72,0.9,2.84,2.02
-0.51,0.39,0.71,1.5,2.89,2.32
-0.5,0.4,0.72,1.48,1.28,1.63
-0.5,0.41,0.72,1.71,-1.42,0.67
-0.51,0.41,0.73,3.39,-3.04,0.08
-0.52,0.4,0.7,1.98,-2.82,1.42
-0.52,0.41,0.71,-0.31,1.33,4.64
-0.5,0.4,0.72,-2.29,6.89,6.53
-0.5,0.38,0.73,-2.82,8.05,5.18
-0.5,0.37,0.73,-0.76,4.38,2.38
-0.5,0.39,0.72,1.21,-1.33,-0.34
-0.5,0.41,0.71,1.79,-4.58,-1.68
-0.5,0.43,0.72,1.73,-3.83,-1.15
-0.5,0.43,0.72,0.82,-0.24,1.19
-0.5,0.43,0.72,-0.23,3.54,3.5
-0.5,0.42,0.72,-0.6,4.87,4.18
-0.5,0.41,0.72,0.37,3.83,3.42
-0.49,0.39,0.72,1.44,1.36,1.8
-0.51,0.39,0.72,1.95,-0.87,0.47
-0.51,0.39,0.72,1.86,-2.2,-0.17
-0.52,0.4,0.71,1.77,-1.73,0.41
-0.52,0.4,0.71,1.08,-0.49,1.25
-0.51,0.4,0.71,0.38,0.66,2.34
-0.51,0.4,0.71,-0.2,1.71,2.92
-0.5,0.39,0.72,-0.43,2.08,3.04
-0.49,0.39,0.72,-0.52,2.49,2.9
-0.5,0.4,0.73,-0.15,1.74,1.73
-0.5,0.4,0.71,1.21,0.35,0.73
-0.51,0.41,0.72,0.89,-1.04,0.79
-0.51,0.42,0.72,0.35,-1.24,1.18
-0.5,0.42,0.71,0.02,1.48,2.14
-0.5,0.4,0.71,-1.24,3.6,2.73
-0.51,0.4,0.71,-0.92,3.79,2.44
-0.5,0.39,0.71,-0.75,1.83,1.51
-0.5,0.4,0.71,-0.44,-0.85,0.38
-0.5,0.41,0.72,0.03,-1.68,-0.23
-0.5,0.41,0.72,0.09,-1.04,-0.05
-0.5,0.41,0.72,-0.35,0.41,0.49
-0.51,0.41,0.72,-0.66,1.71,1.37
-0.5,0.4,0.72,-0.44,2.24,1.57
-0.51,0.4,0.71,-0.34,1.97,1.83
-0.51,0.39,0.72,-0.06,1.76,1.74
-0.51,0.4,0.72,0.17,1.18,1.34
-0.51,0.4,0.72,0.34,1.08,1.13
-0.51,0.4,0.72,0.52,1.19,1.21
-0.51,0.41,0.71,0.27,1.5,1.68
-0.51,0.4,0.71,0.17,2.06,1.88
-0.51,0.4,0.72,0.05,2.63,2.14
-0.51,0.4,0.72,0.14,2.55,2.17
-0.5,0.41,0.71,0.46,2.03,1.77
-0.5,0.41,0.71,0.2,1.39,1.33
-0.49,0.41,0.71,0.35,1.47,1.3
-0.5,0.41,0.72,0.05,1.71,1.28
-0.5,0.4,0.73,0.08,2.53,1.48
-0.5,0.41,0.72,0.47,2.72,1.3
-0.51,0.4,0.71,0.6,2.18,1.08
-0.51,0.4,0.72,0.76,1.71,1.15
-0.51,0.41,0.71,1.13,1.66,1.3
-0.5,0.4,0.72,1.33,2.18,1.65
-0.51,0.4,0.72,1.51,3.16,1.95
-0.51,0.4,0.72,1.37,3.33,1.91
-0.51,0.41,0.71,1.42,2.85,2.21
-0.51,0.41,0.72,1.74,2.6,2.38
-0.51,0.4,0.71,1.6,3.63,3.15
-0.51,0.4,0.72,1.89,5.04,3.82
-0.51,0.4,0.72,2.05,5.94,4.15
-0.52,0.4,0.71,2.61,6.11,4.32
-0.52,0.41,0.71,2.46,6.23,4.95
-0.52,0.41,0.72,1.85,6.24,4.47
-0.51,0.42,0.71,1.95,5.82,3.94
-0.52,0.41,0.71,2.21,5.4,4.06
-0.51,0.42,0.71,3.19,5.76,4.52
-0.51,0.42,0.71,2.38,6.37,4.9
-0.51,0.42,0.71,1.94,6.67,4.56
-0.52,0.42,0.72,2.2,6.56,4.21
-0.52,0.41,0.71,2.14,5.47,3.77
-0.51,0.41,0.71,2.63,4.82,3.04
-0.52,0.41,0.71,2.14,3.82,1.89
-0.52,0.42,0.71,1.86,2.99,1.24
-0.51,0.41,0.71,2.7,2.6,0.82
-0.51,0.41,0.71,2.89,2.32,-0.31
-0.51,0.42,0.71,2.64,3.08,-1.63
-0.52,0.43,0.69,3.65,4.99,-1.27
-0.53,0.43,0.7,2.2,5.92,-2.02
-0.53,0.42,0.7,1.48,7.07,-0.37
-0.51,0.42,0.73,-0.05,8.58,1.47
-0.53,0.43,0.71,2.09,9.5,0.4
-0.53,0.43,0.7,3.16,9.57,1.16
