acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.6,0.34,0.67,-0.75,0.73,-0.03
-0.59,0.33,0.68,-0.53,0.61,-0.09
-0.6,0.34,0.68,-0.15,1.24,0.08
-0.6,0.34,0.68,-0.46,1.3,0.23
-0.61,0.34,0.68,-0.43,1.53,0.35
-0.61,0.34,0.67,-0.18,1.69,0.67
-0.61,0.33,0.67,-0.11,1.74,1.02
-0.61,0.34,0.67,-0.03,1.65,1.13
-0.6,0.34,0.68,0.08,1.56,1.08
-0.6,0.34,0.67,0.21,1.19,1.05
-0.6,0.34,0.67,0.18,1.11,0.87
-0.6,0.34,0.67,0.24,1.02,0.92
-0.61,0.34,0.66,0.46,1.54,1.02
-0.6,0.34,0.67,0.5,1.56,1.13
-0.6,0.34,0.67,0.17,1.82,1.13
-0.6,0.34,0.68,0.26,2.02,1.42
-0.6,0.34,0.68,0.96,2.35,1.3
-0.61,0.34,0.68,1.24,2.84,0.69
-0.6,0.34,0.67,0.75,2.85,0.81
-0.61,0.34,0.67,0.18,2.95,0.82
-0.6,0.33,0.67,-0.02,2.75,1.01
-0.6,0.33,0.66,-0.23,-0.31,-0.03
-0.61,0.35,0.66,2.52,-1.48,-0.7
-0.62,0.36,0.66,3.39,0.14,0.06
-0.63,0.35,0.67,-0.99,3.31,3.13
-0.6,0.33,0.67,-3.28,8.7,6.73
-0.58,0.31,0.69,-3.3,11.04,6.76
-0.58,0.31,0.68,-1.65,7.15,3.21
-0.59,0.32,0.67,0.69,-0.18,-0.76
-0.6,0.34,0.68,2.08,-4.38,-2.53
-0.6,0.35,0.67,2.12,-2.93,-1.37
-0.61,0.37,0.67,1.11,1.76,0.76
-0.6,0.36,0.66,-0.75,4.49,2.12
-0.62,0.34,0.67,-1.08,4.08,2.72
-0.61,0.33,0.66,0.12,2.58,2.15
-0.62,0.33,0.67,1.24,1.05,0.99
-0.61,0.34,0.67,1.4,0.26,-0.03
-0.61,0.34,0.67,1.13,0.06,-0.46
-0.62,0.33,0.67,0.76,0.31,-0.14
-0.61,0.34,0.67,0.61,0.63,0.12
-0.62,0.34,0.66,0.58,0.5,0.35
-0.61,0.34,0.66,0.81,0.69,0.56
-0.62,0.34,0.67,1.07,0.96,1.19
-0.61,0.34,0.67,0.63,1.68,1.8
-0.61,0.33,0.66,-0.09,2.44,2.03
-0.6,0.33,0.67,-0.41,2.32,1.71
-0.61,0.33,0.66,1.08,0.81,0.05
-0.61,0.33,0.66,1.94,-1.56,-0.64
-0.61,0.35,0.66,0.66,-2.89,-0.09
-0.61,0.34,0.67,0.12,-0.56,1.69
-0.6,0.34,0.66,-1.37,1.47,2.0
-0.59,0.34,0.67,-1.21,1.8,1.8
-0.6,0.34,0.66,-0.5,-0.03,0.85
-0.6,0.33,0.67,0.05,-2.18,0.52
-0.6,0.33,0.67,0.4,-2.23,0.61
-0.6,0.34,0.67,0.09,-1.28,0.82
-0.6,0.34,0.67,-0.44,-0.87,1.1
-0.61,0.34,0.66,-0.64,-1.07,1.3
-0.6,0.34,0.68,-0.09,-1.11,1.02
-0.61,0.33,0.67,0.05,-0.89,1.04
-0.61,0.33,0.68,0.21,-0.37,0.81
-0.62,0.34,0.67,0.4,-0.43,0.55
-0.62,0.33,0.66,0.15,-0.64,0.69
-0.62,0.34,0.68,-0.2,-1.11,0.49
-0.61,0.34,0.67,-0.18,-1.24,0.55
-0.61,0.34,0.67,0.03,-1.11,0.53
-0.6,0.34,0.67,0.26,-0.93,0.47
-0.6,0.34,0.67,0.05,-0.81,0.76
-0.59,0.33,0.68,0.02,-0.35,0.92
-0.6,0.34,0.68,-0.05,-0.23,0.87
-0.59,0.34,0.67,0.27,-0.47,0.78
-0.6,0.34,0.67,0.53,-0.46,1.11
-0.59,0.34,0.67,0.64,-0.67,0.95
-0.6,0.34,0.66,0.47,-0.67,0.67
-0.61,0.33,0.67,0.67,-0.81,1.18
-0.6,0.34,0.67,0.38,-0.5,1.19
-0.6,0.33,0.68,0.5,-0.27,1.36
-0.61,0.33,0.67,0.58,-0.53,1.25
-0.61,0.33,0.68,1.02,-0.38,1.59
-0.61,0.33,0.67,0.95,-0.44,1.59
-0.61,0.33,0.67,0.95,-0.44,1.79
-0.61,0.33,0.68,1.05,-0.31,1.83
-0.6,0.34,0.67,1.16,-0.05,1.89
-0.61,0.34,0.67,1.16,-0.02,2.14
-0.61,0.33,0.68,0.67,0.21,2.29
-0.6,0.33,0.68,1.01,0.67,2.17
-0.6,0.34,0.67,1.11,0.84,2.46
-0.6,0.34,0.67,0.98,0.89,2.44
-0.59,0.35,0.68,0.75,0.82,2.38
-0.59,0.34,0.68,0.55,0.95,2.49
-0.6,0.35,0.67,0.76,0.7,2.82
-0.6,0.35,0.67,0.85,1.34,2.99
-0.59,0.34,0.68,0.52,1.5,2.82
-0.6,0.34,0.67,0.55,1.1,2.66
-0.6,0.33,0.67,1.13,1.16,3.01
-0.6,0.34,0.67,1.44,1.79,3.27
-0.6,0.34,0.67,1.42,2.11,3.27
-0.6,0.34,0.67,1.28,2.69,3.51
-0.61,0.34,0.67,1.54,2.75,3.62
-0.61,0.33,0.68,1.34,2.08,2.73
-0.61,0.33,0.67,2.02,1.8,2.95
-0.6,0.34,0.67,2.05,2.49,3.51
-0.61,0.34,0.67,1.53,1.97,2.55
-0.61,0.35,0.67,2.47,1.91,2.6
-0.6,0.34,0.66,4.05,3.37,4.31
-0.6,0.35,0.67,3.62,4.41,4.09
-0.6,0.35,0.67,3.47,5.18,3.24
-0.61,0.35,0.68,3.18,4.93,2.72
-0.61,0.33,0.65,4.78,4.89,2.7
-0.62,0.33,0.66,4.72,4.02,2.4
-0.6,0.35,0.68,1.45,1.71,2.5
-0.61,0.36,0.66,3.24,2.06,2.08
-0.61,0.36,0.66,4.75,0.99,-0.02
-0.61,0.35,0.64,2.15,-0.12,0.14
-0.61,0.35,0.67,-1.22,4.32,4.52
-0.59,0.34,0.7,-4.41,11.27,9.15
-0.59,0.34,0.68,-2.49,16.53,9.11
-0.6,0.32,0.68,1.22,12.85,7.21
-0.61,0.34,0.65,3.63,6.44,5.33
-0.6,0.35,0.66,4.85,5.91,7.5
-0.6,0.37,0.65,3.19,9.91,8.64
-0.61,0.37,0.66,2.24,14.09,8.92
-0.6,0.38,0.64,3.59,14.87,10.98
-0.59,0.38,0.67,2.24,11.31,10.99
-0.59,0.36,0.66,3.19,5.31,6.38
-0.61,0.35,0.64,5.88,0.09,2.92
-0.62,0.36,0.64,7.86,-1.15,3.82
-0.62,0.37,0.64,8.12,0.9,6.53
-0.62,0.38,0.65,7.6,3.66,7.57
-0.62,0.38,0.66,6.96,2.15,7.89
-0.61,0.37,0.66,9.39,0.58,11.39
-0.63,0.37,0.63,9.39,-3.24,7.16
-0.61,0.39,0.61,7.6,-6.14,14.02
-0.57,0.39,0.63,7.6,4.38,31.48
-0.56,0.41,0.68,1.54,17.94,39.92
-0.54,0.35,0.86,-0.52,19.89,42.27
-0.47,0.4,0.55,12.99,22.49,36.7
-0.52,0.4,0.56,6.29,-4.82,28.02
-0.59,0.45,0.58,10.95,-28.49,12.75
-0.6,0.4,0.56,18.15,-24.09,26.12
-0.58,0.37,0.55,12.47,-8.84,42.05
-0.51,0.37,0.53,21.54,8.23,69.05
-0.43,0.43,0.62,28.64,23.07,100.37
-0.4,0.37,0.76,39.69,34.4,119.48
-0.47,0.34,0.78,54.12,46.6,122.24
-0.66,0.37,0.71,46.92,29.98,94.85
-0.74,0.44,0.58,53.07,9.8,74.72
-0.75,0.45,0.5,42.12,3.4,73.01
-0.67,0.54,0.58,29.79,11.13,71.42
-0.68,0.55,0.55,19.04,30.27,56.31
-0.69,0.57,0.67,6.95,31.13,43.36
-0.64,0.55,0.58,3.05,16.34,24.37
-0.65,0.54,0.53,-5.88,-4.61,3.28
-0.69,0.55,0.65,-7.95,-8.37,-13.08
-0.61,0.52,0.54,-11.85,1.08,-17.37
-0.59,0.52,0.57,-17.65,5.34,-22.89
-0.65,0.54,0.71,-19.59,-4.27,-39.97
-0.63,0.51,0.6,-10.32,-18.75,-60.18
-0.62,0.53,0.6,-9.45,-20.75,-71.85
-0.61,0.54,0.61,-12.9,-14.66,-77.44
-0.59,0.54,0.73,-13.44,-2.29,-72.05
-0.51,0.52,0.67,-20.52,-3.92,-66.14
-0.48,0.51,0.72,-24.98,-3.88,-58.67
-0.5,0.48,0.73,-24.14,-6.26,-46.92
-0.53,0.45,0.62,-17.1,-7.76,-46.75
-0.57,0.44,0.63,-11.89,-8.84,-49.07
-0.59,0.4,0.59,-13.19,-14.52,-47.53
-0.61,0.36,0.58,-8.29,-18.47,-42.66
-0.59,0.41,0.58,-9.08,-24.11,-38.46
-0.58,0.38,0.63,-10.32,-24.41,-35.5
