acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.55,0.38,0.71,2.26,-5.02,-1.45
-0.56,0.39,0.72,1.22,-1.04,0.93
-0.55,0.38,0.7,-0.49,3.5,3.24
-0.56,0.37,0.71,-1.19,5.3,3.94
-0.55,0.35,0.71,-0.58,3.62,2.99
-0.55,0.35,0.71,0.38,0.7,1.63
-0.55,0.35,0.71,1.13,-1.4,0.76
-0.57,0.35,0.72,1.4,-2.23,0.06
-0.56,0.35,0.71,1.05,-2.37,0.11
-0.56,0.36,0.71,0.75,-1.51,0.67
-0.57,0.35,0.7,0.12,-0.23,1.62
-0.56,0.35,0.71,-0.4,1.31,2.41
-0.55,0.34,0.72,-0.18,1.91,2.87
-0.55,0.35,0.73,0.0,1.47,2.35
-0.54,0.35,0.71,-0.02,0.05,1.57
-0.55,0.35,0.71,0.44,0.64,1.19
-0.54,0.36,0.72,0.24,0.93,0.53
-0.56,0.37,0.72,1.47,0.61,0.26
-0.56,0.37,0.71,0.75,-0.93,0.43
-0.56,0.36,0.71,0.18,-0.82,1.21
-0.56,0.36,0.71,-0.87,0.95,2.29
-0.55,0.35,0.71,-1.47,3.05,2.58
-0.55,0.36,0.71,-1.22,3.36,2.37
-0.55,0.35,0.72,-0.92,1.37,1.22
-0.54,0.36,0.71,-0.02,-0.38,-0.29
-0.55,0.36,0.72,1.16,-0.69,-0.34
-0.56,0.36,0.71,0.87,0.46,0.17
-0.56,0.36,0.71,0.2,1.68,0.78
-0.56,0.36,0.71,-0.32,2.95,1.82
-0.56,0.35,0.71,-0.55,3.28,2.61
-0.56,0.35,0.72,-0.12,3.48,2.96
-0.54,0.35,0.72,0.29,3.82,2.49
-0.55,0.35,0.7,0.56,3.27,1.82
-0.56,0.34,0.71,1.16,2.35,1.11
-0.56,0.35,0.72,1.68,2.03,1.1
-0.56,0.36,0.72,1.15,2.66,1.65
-0.56,0.36,0.71,0.78,4.46,2.0
-0.56,0.35,0.71,0.44,4.52,2.12
-0.56,0.36,0.71,0.27,4.0,2.05
-0.55,0.37,0.71,0.41,3.59,1.66
-0.56,0.35,0.71,0.55,3.44,1.33
-0.55,0.36,0.71,0.14,3.13,0.99
-0.56,0.36,0.71,0.09,3.13,0.75
-0.56,0.37,0.71,0.31,2.55,0.89
-0.56,0.36,0.72,0.52,2.89,0.76
-0.56,0.36,0.7,0.27,2.84,0.76
-0.56,0.35,0.7,0.46,2.72,0.93
-0.56,0.36,0.71,0.58,2.84,1.36
-0.56,0.36,0.7,0.64,3.01,1.39
-0.56,0.35,0.71,0.53,3.21,1.44
-0.56,0.36,0.71,0.72,3.25,1.54
-0.56,0.36,0.7,0.75,3.08,1.54
-0.56,0.35,0.71,1.07,2.98,1.6
-0.56,0.35,0.7,0.56,3.28,1.83
-0.56,0.36,0.7,0.67,3.59,1.91
-0.56,0.36,0.7,0.85,3.69,2.17
-0.56,0.36,0.7,0.6,3.94,1.97
-0.56,0.36,0.71,0.31,3.53,1.65
-0.57,0.36,0.71,0.43,3.13,1.39
-0.57,0.36,0.7,0.43,2.96,1.5
-0.56,0.36,0.7,0.49,2.9,1.4
-0.57,0.36,0.71,0.23,3.31,1.45
-0.56,0.36,0.71,0.08,3.57,1.37
-0.56,0.35,0.69,0.37,3.95,1.89
-0.56,0.36,0.7,0.34,4.27,1.98
-0.57,0.35,0.7,0.12,3.97,1.39
-0.56,0.35,0.71,0.26,3.21,1.39
-0.56,0.36,0.7,0.58,2.89,1.25
-0.57,0.36,0.7,0.47,2.75,0.93
-0.57,0.36,0.71,0.27,2.84,1.16
-0.57,0.36,0.7,0.31,3.28,1.11
-0.57,0.36,0.7,0.5,3.69,1.85
-0.57,0.35,0.69,0.52,3.8,1.85
-0.56,0.36,0.69,0.56,3.86,2.08
-0.56,0.36,0.7,0.58,3.98,2.37
-0.57,0.35,0.71,0.6,3.53,1.92
-0.58,0.36,0.7,0.58,2.79,1.4
-0.57,0.36,0.7,0.58,2.26,1.07
-0.57,0.36,0.7,0.61,2.18,1.39
-0.57,0.36,0.7,0.61,2.31,1.34
-0.57,0.36,0.69,0.75,2.73,1.57
-0.57,0.36,0.69,0.99,3.74,2.7
-0.57,0.36,0.69,0.67,5.05,3.8
-0.58,0.36,0.69,0.92,6.06,3.86
-0.57,0.36,0.69,2.11,7.25,5.15
-0.57,0.36,0.68,2.03,9.66,7.6
-0.56,0.36,0.7,1.19,10.73,7.76
-0.57,0.36,0.7,0.2,9.1,6.96
-0.57,0.36,0.7,1.21,6.44,6.95
-0.56,0.36,0.69,2.53,6.44,9.51
-0.56,0.37,0.72,2.32,7.54,10.11
-0.57,0.36,0.7,2.9,9.42,10.35
-0.57,0.37,0.7,4.4,10.75,12.53
-0.57,0.37,0.68,5.51,12.96,15.31
-0.57,0.36,0.67,3.98,12.32,15.88
-0.58,0.38,0.67,5.11,9.21,14.69
-0.6,0.4,0.65,7.28,5.21,12.35
-0.61,0.41,0.65,5.01,2.24,12.35
-0.6,0.4,0.65,-0.06,6.66,16.84
-0.59,0.37,0.69,-2.9,14.76,18.37
-0.58,0.34,0.67,-1.25,19.47,16.35
-0.56,0.34,0.68,-0.4,15.39,12.99
-0.56,0.36,0.67,1.95,4.52,7.48
-0.56,0.37,0.68,5.3,-2.41,7.47
-0.58,0.4,0.7,4.56,-0.98,9.3
