acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.57,0.37,0.68,0.26,1.73,0.79
-0.57,0.37,0.69,0.14,2.31,1.42
-0.56,0.37,0.69,0.18,2.87,1.91
-0.57,0.37,0.7,0.56,2.82,1.95
-0.57,0.37,0.69,0.78,2.24,1.88
-0.57,0.37,0.68,0.82,1.97,1.89
-0.56,0.36,0.69,0.79,2.31,1.98
-0.56,0.36,0.69,0.82,2.63,2.24
-0.57,0.37,0.69,0.84,2.85,2.35
-0.57,0.37,0.7,0.81,2.56,2.08
-0.57,0.37,0.69,1.11,2.06,1.92
-0.56,0.37,0.69,1.28,1.95,2.11
-0.56,0.38,0.68,0.73,2.34,1.97
-0.56,0.37,0.7,0.34,2.38,1.57
-0.56,0.37,0.68,0.5,2.32,1.82
-0.56,0.38,0.69,0.84,2.17,1.77
-0.57,0.38,0.68,1.04,2.47,1.83
-0.56,0.38,0.69,0.2,2.66,1.66
-0.57,0.37,0.69,0.15,2.49,1.36
-0.56,0.37,0.68,0.78,2.03,1.16
-0.56,0.37,0.69,0.75,1.62,1.02
-0.57,0.37,0.69,0.37,1.8,1.27
-0.56,0.37,0.69,0.23,2.14,1.24
-0.57,0.37,0.69,0.27,2.17,1.16
-0.58,0.38,0.7,0.73,2.0,1.28
-0.57,0.38,0.68,0.82,1.92,1.51
-0.57,0.38,0.69,0.84,2.08,1.76
-0.57,0.38,0.69,0.6,2.31,1.74
-0.57,0.38,0.69,0.73,2.53,1.83
-0.57,0.37,0.69,0.98,2.47,1.98
-0.57,0.38,0.68,0.89,2.14,1.79
-0.57,0.37,0.68,0.85,1.88,1.54
-0.56,0.37,0.69,0.7,2.14,1.68
-0.57,0.37,0.68,0.55,2.47,1.91
-0.57,0.37,0.69,0.32,2.55,1.51
-0.57,0.37,0.68,0.46,2.06,1.16
-0.57,0.37,0.68,0.58,1.54,1.01
-0.57,0.38,0.69,0.81,1.36,1.01
-0.57,0.38,0.68,0.96,1.91,0.96
-0.57,0.38,0.69,0.89,3.13,1.25
-0.57,0.38,0.69,0.29,3.39,1.53
-0.56,0.37,0.69,0.32,3.48,1.27
-0.57,0.37,0.68,0.4,2.92,1.37
-0.57,0.38,0.68,0.26,0.08,0.09
-0.58,0.39,0.67,2.61,-1.57,-0.5
-0.59,0.4,0.68,2.06,-0.55,0.82
-0.58,0.39,0.67,-1.24,4.26,4.72
-0.56,0.36,0.69,-3.42,9.63,6.95
-0.55,0.34,0.7,-2.41,10.5,5.19
-0.55,0.34,0.7,-0.53,4.99,1.59
-0.56,0.36,0.69,1.21,-2.24,-0.9
-0.57,0.38,0.68,1.97,-4.11,-1.19
-0.57,0.4,0.67,1.39,-0.69,0.27
-0.57,0.4,0.68,0.09,3.6,2.09
-0.57,0.4,0.68,-0.87,5.02,3.21
-0.57,0.38,0.69,-0.64,3.74,3.22
-0.57,0.37,0.68,1.04,1.88,2.26
-0.57,0.37,0.68,1.94,0.78,1.1
-0.58,0.37,0.69,2.58,0.87,0.87
-0.58,0.38,0.68,1.8,1.45,1.19
-0.58,0.37,0.68,1.48,1.98,1.33
-0.58,0.38,0.68,1.79,1.73,1.25
-0.58,0.38,0.68,2.23,1.22,1.53
-0.58,0.38,0.68,2.26,0.84,1.97
-0.57,0.38,0.69,1.95,2.21,2.43
-0.57,0.38,0.68,1.24,3.39,3.02
-0.57,0.37,0.68,1.05,4.32,3.36
-0.57,0.37,0.69,1.04,3.15,2.44
-0.57,0.37,0.68,2.89,1.57,1.13
-0.57,0.38,0.68,2.96,-0.29,0.73
-0.58,0.39,0.67,1.92,-0.27,1.73
-0.57,0.38,0.67,1.05,2.29,3.44
-0.56,0.38,0.67,0.27,3.92,3.48
-0.57,0.38,0.67,1.05,3.97,2.99
-0.56,0.37,0.68,1.33,2.06,2.34
-0.57,0.37,0.67,1.65,0.79,1.65
-0.57,0.38,0.68,1.89,0.53,1.65
-0.57,0.39,0.68,2.12,1.59,1.83
-0.57,0.38,0.67,1.71,2.38,2.29
-0.58,0.39,0.67,1.69,2.47,2.29
-0.58,0.38,0.67,1.74,2.4,1.74
-0.58,0.38,0.67,2.02,2.47,1.66
-0.59,0.38,0.68,2.05,2.85,1.53
-0.59,0.38,0.67,1.79,3.21,1.63
-0.59,0.38,0.67,1.34,2.72,1.57
-0.58,0.38,0.67,1.3,2.24,0.92
-0.58,0.39,0.67,1.66,1.89,0.78
-0.58,0.39,0.68,1.56,2.46,0.95
-0.58,0.39,0.67,1.33,3.28,1.05
