acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.56,0.38,0.69,0.9,0.14,1.79
-0.57,0.38,0.68,0.92,0.11,1.42
-0.56,0.38,0.69,0.79,0.5,1.22
-0.57,0.38,0.69,0.66,0.55,1.24
-0.56,0.39,0.69,0.55,0.82,1.33
-0.56,0.39,0.7,0.31,0.46,1.04
-0.57,0.39,0.7,0.43,0.21,0.78
-0.57,0.4,0.69,0.72,0.37,0.75
-0.57,0.39,0.69,0.29,0.79,1.19
-0.57,0.38,0.69,-0.06,1.3,1.18
-0.57,0.38,0.69,0.15,1.53,1.22
-0.56,0.38,0.69,0.27,1.02,1.04
-0.57,0.39,0.7,0.58,0.41,0.79
-0.57,0.38,0.69,0.49,0.49,0.95
-0.57,0.38,0.69,0.53,0.55,1.22
-0.57,0.39,0.68,0.72,1.63,1.73
-0.57,0.38,0.7,0.63,2.12,1.97
-0.57,0.39,0.69,0.61,2.15,1.89
-0.57,0.39,0.69,0.81,1.56,1.92
-0.57,0.38,0.69,0.81,1.22,1.98
-0.57,0.38,0.69,0.72,1.15,1.88
-0.57,0.39,0.69,0.96,2.27,1.94
-0.57,0.38,0.69,0.41,2.47,2.24
-0.57,0.39,0.69,0.4,2.26,1.82
-0.56,0.39,0.69,0.4,1.54,1.34
-0.56,0.39,0.7,0.37,1.4,1.22
-0.56,0.39,0.69,0.09,1.63,0.98
-0.58,0.39,0.69,-0.08,2.15,0.81
-0.57,0.38,0.68,0.02,1.79,0.87
-0.57,0.38,0.68,0.29,1.63,0.81
-0.57,0.39,0.68,0.08,1.53,1.07
-0.57,0.39,0.69,0.21,1.79,0.61
-0.57,0.39,0.69,0.78,2.34,0.98
-0.57,0.39,0.69,-0.14,3.11,1.45
-0.57,0.39,0.69,0.06,4.02,2.18
-0.57,0.38,0.69,0.38,4.95,2.6
-0.57,0.38,0.69,0.11,3.45,1.98
-0.57,0.39,0.68,1.19,0.69,1.13
-0.58,0.39,0.68,2.92,-1.73,0.6
-0.58,0.4,0.68,1.44,-0.69,2.93
-0.57,0.39,0.68,-0.43,5.19,6.69
-0.56,0.38,0.69,-2.12,11.82,7.71
-0.56,0.36,0.69,-2.11,12.85,6.27
-0.57,0.36,0.69,-0.66,7.95,3.36
-0.56,0.38,0.69,0.47,1.08,0.47
-0.57,0.4,0.69,1.44,-2.79,-0.95
-0.56,0.41,0.69,1.16,-1.51,0.09
-0.56,0.42,0.69,0.05,3.28,2.58
-0.57,0.41,0.68,-0.7,7.57,4.05
-0.57,0.4,0.69,-0.81,8.32,4.44
-0.57,0.38,0.68,0.53,6.09,3.76
-0.57,0.38,0.69,1.56,2.75,2.55
-0.58,0.38,0.69,1.6,0.9,1.63
-0.58,0.39,0.68,1.53,0.81,1.39
