acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.61,0.34,0.68,0.6,-1.4,0.87
-0.6,0.36,0.68,0.82,-1.92,0.89
-0.6,0.36,0.67,0.6,-0.5,1.44
-0.6,0.36,0.66,0.15,0.69,1.42
-0.61,0.36,0.67,0.02,0.79,1.39
-0.61,0.35,0.68,0.0,-0.09,0.58
-0.61,0.35,0.68,0.31,-0.31,0.34
-0.61,0.35,0.67,0.26,-0.17,0.24
-0.61,0.35,0.66,0.12,0.32,0.5
-0.62,0.35,0.67,-0.15,0.24,0.46
-0.61,0.36,0.68,-0.06,-0.24,0.46
-0.6,0.36,0.67,0.08,-0.79,0.56
-0.6,0.36,0.67,-0.03,-0.55,0.61
-0.6,0.35,0.67,0.12,0.05,0.6
-0.6,0.36,0.67,0.23,0.89,1.11
-0.6,0.36,0.68,0.2,0.93,1.3
-0.6,0.35,0.68,0.35,0.85,1.28
-0.6,0.35,0.68,0.44,0.23,0.99
-0.6,0.35,0.67,0.46,-0.08,0.81
-0.6,0.36,0.68,0.55,-0.12,0.66
-0.61,0.35,0.68,0.76,-0.35,0.69
-0.61,0.36,0.67,0.46,-0.55,0.6
-0.61,0.35,0.66,0.12,-0.63,0.76
-0.6,0.36,0.67,0.0,-0.79,0.87
-0.61,0.36,0.67,-0.12,-0.37,1.11
-0.61,0.36,0.67,-0.05,-0.76,1.02
-0.61,0.35,0.67,0.05,-1.22,0.95
-0.6,0.35,0.68,0.11,-1.68,0.76
-0.6,0.35,0.67,0.18,-1.74,0.95
-0.6,0.35,0.67,0.03,-1.53,1.19
-0.61,0.34,0.68,0.11,-0.72,1.56
-0.6,0.35,0.67,-0.21,-0.26,1.89
-0.61,0.35,0.67,-0.18,0.05,1.94
-0.6,0.35,0.67,-0.47,-0.32,1.95
-0.6,0.35,0.68,-0.49,-0.55,1.82
-0.61,0.36,0.68,-0.58,-0.56,1.74
-0.6,0.35,0.68,-0.52,-0.67,1.31
