acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.58,0.37,0.68,0.29,2.23,1.24
-0.58,0.37,0.69,0.35,1.53,0.84
-0.58,0.38,0.68,0.37,0.63,0.92
-0.58,0.37,0.67,0.17,0.73,0.78
-0.59,0.37,0.68,0.02,1.11,0.66
-0.59,0.38,0.69,0.05,1.16,0.55
-0.58,0.37,0.68,-0.18,1.02,0.31
-0.58,0.37,0.69,0.12,1.25,0.61
-0.59,0.38,0.68,-0.21,1.45,0.87
-0.59,0.38,0.69,-0.11,1.92,0.73
-0.59,0.37,0.67,0.18,1.42,0.69
-0.59,0.37,0.69,0.47,0.53,0.52
-0.58,0.37,0.69,0.41,0.32,0.56
-0.59,0.36,0.68,0.46,0.12,0.61
-0.59,0.37,0.68,0.37,0.21,0.43
-0.59,0.38,0.69,0.52,-0.32,0.18
-0.59,0.36,0.68,0.84,-0.53,0.56
-0.59,0.37,0.67,0.73,0.18,0.63
-0.59,0.37,0.69,0.34,1.15,0.66
-0.59,0.37,0.68,0.38,1.54,0.82
-0.58,0.38,0.68,0.4,1.53,0.99
-0.59,0.37,0.68,0.49,1.07,0.84
-0.58,0.37,0.69,0.93,1.18,0.79
-0.59,0.38,0.68,1.51,2.4,0.52
-0.6,0.37,0.67,0.9,2.89,0.73
-0.6,0.37,0.68,0.44,3.47,1.37
-0.59,0.37,0.68,-0.55,2.4,1.07
-0.59,0.37,0.67,0.67,-0.72,-0.2
-0.59,0.38,0.67,3.47,-2.5,-0.96
-0.6,0.38,0.67,2.5,-1.63,0.9
-0.6,0.38,0.67,-0.69,2.95,4.75
-0.58,0.36,0.68,-1.65,9.57,7.62
-0.57,0.35,0.69,-1.24,12.95,6.99
-0.57,0.35,0.68,-1.56,8.81,4.0
-0.58,0.36,0.68,-0.09,-0.24,-0.09
-0.58,0.38,0.68,1.4,-6.78,-2.49
-0.58,0.39,0.69,1.89,-6.78,-2.11
-0.58,0.4,0.68,0.72,-0.79,0.35
-0.59,0.39,0.67,-0.31,5.66,2.93
-0.59,0.38,0.67,-0.67,8.09,4.14
-0.59,0.36,0.68,0.08,5.76,3.42
-0.59,0.37,0.68,1.05,1.5,1.88
-0.59,0.37,0.68,1.34,-0.75,0.46
-0.59,0.38,0.68,1.25,-0.43,0.21
-0.6,0.38,0.68,0.92,1.27,0.75
-0.6,0.38,0.68,1.25,2.61,1.4
-0.6,0.38,0.68,1.44,2.53,2.02
-0.59,0.37,0.67,1.91,3.08,3.28
-0.59,0.37,0.66,1.8,4.72,4.41
-0.59,0.37,0.67,0.73,7.19,5.63
-0.58,0.37,0.67,0.72,8.66,5.98
-0.59,0.37,0.67,1.28,7.42,4.53
-0.59,0.38,0.67,3.63,5.31,3.8
-0.59,0.39,0.66,3.63,4.75,5.6
-0.59,0.39,0.66,3.28,8.35,8.7
-0.59,0.39,0.67,2.03,13.76,10.78
-0.59,0.37,0.67,2.02,16.37,10.73
-0.6,0.38,0.66,3.88,15.95,10.47
-0.59,0.38,0.67,3.5,13.37,10.09
-0.59,0.38,0.67,3.13,9.82,8.11
-0.6,0.39,0.66,4.12,7.82,6.85
-0.61,0.39,0.68,1.8,5.01,4.2
-0.6,0.39,0.67,1.01,3.3,3.56
-0.6,0.39,0.67,0.23,3.27,3.63
-0.6,0.39,0.67,0.61,2.37,1.6
-0.61,0.38,0.67,0.2,0.0,-0.99
-0.62,0.38,0.65,-1.27,-4.63,-3.65
-0.62,0.38,0.66,-1.57,-9.02,-5.21
-0.61,0.39,0.66,-1.86,-11.04,-5.42
-0.6,0.39,0.65,-2.41,-10.32,-4.63
-0.6,0.4,0.67,-2.9,-8.17,-3.85
-0.59,0.39,0.66,-3.13,-7.44,-4.18
-0.6,0.39,0.67,-3.21,-9.33,-5.57
-0.61,0.39,0.65,-4.05,-13.15,-6.26
-0.62,0.39,0.65,-4.75,-15.6,-6.32
-0.61,0.39,0.66,-6.06,-14.24,-4.92
-0.62,0.39,0.67,-8.58,-11.21,-3.83
-0.61,0.38,0.69,-10.23,-9.48,-4.4
-0.58,0.37,0.68,-9.22,-9.01,-2.26
-0.56,0.37,0.7,-8.03,-9.21,-0.56
-0.55,0.39,0.7,-9.15,-10.08,-2.26
-0.53,0.37,0.69,-7.59,-8.73,-1.18
-0.53,0.38,0.69,-8.15,-6.43,0.14
-0.57,0.38,0.69,-6.81,-7.47,-5.02
-0.59,0.36,0.67,-2.34,-7.19,-1.97
-0.57,0.38,0.66,-4.46,-3.39,8.53
-0.53,0.37,0.68,-3.24,7.22,21.82
-0.6,0.39,0.72,-6.41,12.03,12.34
-0.58,0.36,0.69,0.27,12.78,11.11
-0.59,0.35,0.69,-2.49,6.58,3.53
-0.6,0.34,0.67,-4.03,-2.03,-7.68
-0.61,0.34,0.67,-3.11,-6.09,-12.67
-0.61,0.35,0.69,-3.34,-5.05,-11.74
-0.6,0.35,0.69,-4.96,-1.56,-9.85
-0.59,0.35,0.69,-5.59,0.76,-10.27
-0.61,0.34,0.69,-0.14,-2.34,-14.87
-0.61,0.33,0.68,-6.95,-8.4,-15.59
-0.61,0.34,0.69,-6.15,-12.43,-21.63
-0.63,0.35,0.67,-11.18,-15.97,-26.23
-0.61,0.34,0.68,-10.09,-14.99,-24.85
-0.58,0.33,0.69,-10.7,-10.98,-19.34
-0.56,0.33,0.69,-9.1,-6.76,-13.56
-0.56,0.34,0.68,-4.38,-3.89,-10.63
-0.58,0.33,0.67,-6.67,-6.58,-13.37
-0.59,0.33,0.67,-6.2,-9.69,-11.94
-0.59,0.33,0.68,-5.28,-8.06,-7.33
-0.57,0.34,0.69,-3.79,-2.26,-1.05
-0.56,0.34,0.69,-2.53,2.34,3.8
-0.57,0.35,0.65,2.2,7.88,4.99
-0.54,0.34,0.71,-1.56,5.92,4.96
-0.58,0.34,0.7,-1.45,4.58,5.36
-0.57,0.35,0.7,-0.03,4.4,11.08
-0.57,0.33,0.72,0.06,4.79,11.51
-0.56,0.33,0.71,1.11,7.05,11.83
-0.57,0.33,0.7,1.37,7.92,10.32
-0.59,0.33,0.68,-0.92,6.03,6.03
-0.62,0.31,0.69,-2.24,1.07,1.86
-0.6,0.31,0.68,-0.81,-0.14,4.44
-0.58,0.32,0.7,-1.74,-0.93,3.94
-0.58,0.33,0.7,0.02,-1.88,1.94
-0.6,0.33,0.7,2.53,-4.6,2.46
-0.61,0.34,0.68,1.05,-4.52,7.97
-0.58,0.33,0.7,-0.72,0.73,12.27
-0.56,0.32,0.72,-1.5,7.28,14.43
-0.57,0.32,0.73,-4.08,5.08,10.69
-0.57,0.31,0.72,-1.37,-4.31,5.69
-0.57,0.33,0.68,1.69,-10.64,2.37
-0.6,0.34,0.68,2.05,-11.68,3.05
-0.59,0.34,0.68,4.29,-2.84,11.92
