acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.57,0.36,0.7,0.69,0.08,1.16
-0.57,0.36,0.7,0.9,0.14,1.13
-0.57,0.35,0.7,0.82,0.14,1.19
-0.58,0.36,0.7,0.66,-0.03,1.24
-0.58,0.36,0.7,0.66,-0.18,1.27
-0.57,0.35,0.7,0.89,-0.41,1.22
-0.57,0.36,0.69,1.01,-0.38,1.02
-0.57,0.36,0.7,1.01,-0.26,0.93
-0.56,0.36,0.7,1.11,-0.32,0.82
-0.56,0.36,0.7,1.25,-0.15,1.04
-0.57,0.36,0.7,1.45,0.46,1.1
-0.58,0.37,0.69,1.24,0.98,1.13
-0.58,0.36,0.7,0.66,1.73,1.66
-0.57,0.36,0.7,0.95,2.58,2.0
-0.57,0.36,0.69,0.69,2.14,1.79
-0.57,0.36,0.69,0.44,-0.34,0.72
-0.57,0.36,0.69,2.55,-2.73,-0.09
-0.58,0.37,0.68,2.64,-4.08,0.41
-0.58,0.36,0.69,0.61,-1.59,3.1
-0.57,0.36,0.7,-1.4,4.43,5.25
-0.56,0.34,0.71,-2.58,8.29,5.6
-0.56,0.34,0.71,-1.69,7.4,3.65
-0.55,0.34,0.71,0.38,2.53,0.58
-0.56,0.36,0.7,1.3,-3.02,-1.95
-0.57,0.38,0.7,1.65,-5.76,-2.67
-0.56,0.39,0.7,1.27,-4.02,-1.19
-0.57,0.39,0.68,0.21,0.93,1.21
-0.58,0.37,0.69,-1.16,5.1,3.19
-0.57,0.36,0.7,-1.13,5.94,3.37
-0.57,0.35,0.7,0.2,3.36,2.0
-0.58,0.36,0.69,1.04,-0.11,0.47
-0.58,0.36,0.7,1.33,-2.66,-0.23
-0.58,0.36,0.69,1.05,-2.79,-0.35
-0.58,0.36,0.69,0.92,-1.39,0.35
-0.58,0.36,0.7,0.73,0.23,1.42
-0.58,0.36,0.69,0.27,1.63,2.24
-0.57,0.35,0.69,0.37,2.27,2.87
-0.57,0.35,0.7,0.55,2.02,2.87
-0.57,0.35,0.7,0.67,1.15,2.21
-0.56,0.36,0.7,0.41,0.24,1.68
-0.56,0.36,0.7,0.17,0.53,1.57
-0.56,0.37,0.7,-0.08,1.11,1.02
-0.57,0.37,0.7,0.52,0.76,0.43
-0.57,0.37,0.7,0.82,-1.16,0.66
-0.57,0.37,0.7,-0.18,-2.02,1.19
-0.58,0.36,0.69,-0.43,-0.46,2.03
-0.57,0.36,0.68,-1.19,2.06,2.76
-0.56,0.36,0.69,-1.04,4.49,3.1
-0.56,0.36,0.69,-1.44,3.92,2.49
-0.57,0.36,0.7,-0.81,1.85,1.48
-0.57,0.36,0.7,0.31,-0.5,0.64
-0.57,0.36,0.7,0.2,-0.9,0.78
-0.57,0.36,0.69,-0.02,0.21,1.05
-0.58,0.36,0.7,-0.15,2.41,2.34
-0.58,0.36,0.69,-0.38,3.94,3.33
-0.57,0.35,0.7,-0.56,4.02,3.37
-0.57,0.36,0.7,-0.11,3.21,2.95
-0.57,0.36,0.69,0.49,2.93,3.44
-0.58,0.36,0.69,0.14,3.8,3.53
-0.57,0.36,0.7,-0.03,4.15,2.78
-0.57,0.36,0.7,0.44,3.83,2.43
-0.57,0.36,0.7,0.64,3.94,2.96
-0.57,0.36,0.7,0.4,4.15,2.79
-0.57,0.37,0.7,-0.17,4.21,1.98
-0.57,0.37,0.71,-0.35,3.39,1.3
-0.57,0.37,0.69,0.26,3.1,1.42
-0.57,0.37,0.69,0.38,4.43,2.4
-0.57,0.37,0.69,-0.08,6.98,3.79
-0.58,0.37,0.69,-0.64,8.92,4.17
-0.57,0.37,0.7,-0.46,9.8,4.78
-0.57,0.36,0.7,-0.46,8.38,4.08
-0.59,0.36,0.71,-0.7,5.34,2.02
-0.59,0.36,0.69,-0.03,2.85,0.76
-0.59,0.37,0.68,-0.31,1.8,1.15
-0.58,0.36,0.69,-0.2,2.72,1.69
-0.58,0.37,0.7,-0.21,3.11,1.6
-0.58,0.36,0.69,-0.17,2.98,1.37
-0.57,0.35,0.69,0.66,2.61,1.74
-0.57,0.36,0.68,1.25,3.24,2.61
-0.58,0.36,0.69,0.11,2.67,1.69
-0.59,0.36,0.7,0.05,1.71,1.34
-0.58,0.36,0.68,1.22,2.15,2.35
-0.57,0.36,0.7,1.3,2.23,1.74
-0.58,0.37,0.69,0.6,0.76,0.18
-0.58,0.37,0.69,0.49,-0.96,-0.63
-0.58,0.36,0.69,0.2,-2.75,-1.33
-0.59,0.36,0.7,0.21,-3.5,-2.02
-0.58,0.37,0.69,0.23,-3.54,-2.12
-0.58,0.37,0.7,-0.05,-3.34,-1.65
-0.57,0.37,0.68,0.66,-2.23,-1.6
-0.57,0.36,0.68,0.21,-0.76,0.21
-0.57,0.37,0.68,-0.37,2.2,3.04
-0.59,0.38,0.7,-1.69,3.28,3.44
-0.57,0.36,0.7,-2.35,2.26,4.6
-0.56,0.37,0.69,-2.46,2.46,11.24
-0.56,0.37,0.69,0.38,4.34,12.08
-0.58,0.37,0.69,2.17,5.42,11.6
-0.59,0.34,0.68,2.34,4.44,10.27
-0.57,0.39,0.67,0.64,6.0,16.79
-0.59,0.36,0.68,-0.29,5.42,15.05
-0.62,0.38,0.66,-2.85,2.15,8.21
-0.61,0.36,0.68,-4.43,-1.8,5.08
-0.62,0.37,0.68,-6.81,-6.24,-2.61
-0.63,0.36,0.68,-6.41,-10.47,-9.73
-0.62,0.37,0.66,-7.79,-10.84,-9.59
-0.58,0.39,0.69,-10.38,-8.27,-9.36
-0.6,0.35,0.71,-8.24,-7.91,-11.07
-0.59,0.35,0.69,-6.18,-8.49,-11.68
-0.56,0.35,0.7,-4.5,-9.19,-10.02
-0.56,0.37,0.71,-4.84,-9.01,-8.64
-0.56,0.37,0.69,-5.21,-7.98,-7.59
-0.56,0.35,0.7,-5.95,-7.21,-5.39
-0.56,0.35,0.69,-8.32,-8.61,-4.43
-0.57,0.35,0.69,-6.7,-9.15,-4.02
-0.57,0.35,0.69,-3.05,-9.54,-2.37
-0.57,0.35,0.69,-4.9,-11.47,0.18
-0.57,0.34,0.69,-7.37,-12.9,1.85
-0.56,0.33,0.71,-10.18,-13.5,1.18
-0.57,0.34,0.7,-9.94,-10.78,0.89
-0.55,0.32,0.71,-10.82,-13.16,-0.44
-0.52,0.34,0.72,-8.73,-15.4,1.56
-0.52,0.33,0.72,-6.82,-18.93,1.1
-0.53,0.35,0.71,-4.5,-19.77,3.37
-0.53,0.38,0.72,-7.15,-18.9,6.0
-0.55,0.36,0.75,-7.62,-17.24,4.11
-0.53,0.35,0.74,-6.08,-14.24,5.25
-0.55,0.35,0.73,-7.92,-13.92,4.93
-0.55,0.33,0.73,-7.44,-13.73,2.99
-0.55,0.32,0.73,-4.82,-12.79,3.42
-0.53,0.32,0.73,-3.34,-10.53,3.51
-0.51,0.33,0.73,-3.6,-7.44,7.19
-0.53,0.34,0.73,-0.06,-4.14,9.65
-0.53,0.34,0.75,3.04,-0.67,13.24
-0.51,0.36,0.7,8.11,3.19,20.9
-0.49,0.37,0.7,9.42,8.03,27.02
-0.56,0.37,0.67,10.0,8.92,26.23
