acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.57,0.39,0.68,0.61,0.29,1.82
-0.57,0.41,0.68,0.69,0.24,1.48
-0.57,0.4,0.69,0.56,0.11,1.63
-0.57,0.39,0.69,0.52,0.15,1.47
-0.57,0.39,0.69,0.78,-0.11,1.27
-0.56,0.4,0.68,0.52,-0.17,1.07
-0.57,0.39,0.68,0.63,-0.43,0.98
-0.57,0.4,0.69,0.41,0.09,0.9
-0.56,0.4,0.69,0.38,0.52,1.04
-0.57,0.4,0.68,0.23,0.78,0.98
-0.57,0.4,0.68,0.66,0.43,0.99
-0.57,0.4,0.69,1.04,-0.02,0.76
-0.57,0.4,0.68,1.28,0.66,0.78
-0.58,0.4,0.68,0.63,1.65,1.37
-0.57,0.4,0.69,0.31,3.21,2.14
-0.57,0.39,0.68,0.92,3.8,2.37
-0.57,0.39,0.67,0.75,2.46,2.21
-0.57,0.4,0.68,1.24,0.11,1.59
-0.58,0.41,0.68,2.14,-2.14,0.63
-0.58,0.41,0.67,0.69,-1.91,2.09
-0.57,0.4,0.68,-1.13,1.94,4.98
-0.56,0.39,0.68,-2.23,7.44,5.86
-0.56,0.37,0.7,-2.34,9.39,5.08
-0.56,0.37,0.68,-1.19,6.82,3.27
-0.55,0.39,0.68,-0.05,1.83,0.84
-0.56,0.42,0.67,-0.17,-1.21,0.58
-0.56,0.42,0.68,-1.97,-1.6,1.66
-0.57,0.43,0.69,-3.56,0.58,2.76
-0.57,0.42,0.69,-3.3,3.83,4.4
-0.56,0.41,0.68,-3.51,6.31,6.02
-0.57,0.41,0.68,-3.69,5.44,5.71
-0.57,0.4,0.68,-2.73,3.45,4.85
-0.58,0.38,0.68,-2.09,1.69,3.79
-0.58,0.39,0.69,-1.76,0.29,2.32
-0.58,0.39,0.67,-1.24,-1.44,0.89
-0.58,0.4,0.69,-0.69,-2.92,-0.15
-0.58,0.4,0.68,-1.02,-3.04,-0.53
-0.57,0.4,0.68,-1.07,-1.86,0.12
-0.57,0.39,0.68,-0.69,1.01,1.34
-0.56,0.4,0.68,-0.35,3.56,2.37
-0.57,0.39,0.68,0.29,4.41,2.46
-0.56,0.39,0.69,-0.38,3.37,1.68
-0.57,0.4,0.68,-0.21,2.24,0.64
-0.56,0.39,0.68,0.32,2.44,0.14
-0.57,0.4,0.68,1.39,2.31,-0.26
-0.57,0.4,0.68,0.56,0.85,-0.76
-0.58,0.4,0.67,0.43,0.32,-0.24
-0.58,0.4,0.68,0.02,1.97,1.04
-0.58,0.4,0.67,-0.73,4.17,1.53
-0.57,0.39,0.68,0.38,6.15,2.43
-0.57,0.39,0.68,0.0,5.76,2.79
-0.58,0.39,0.67,0.73,3.31,0.84
-0.58,0.4,0.69,1.36,0.67,0.14
-0.57,0.4,0.68,0.72,0.63,0.81
-0.57,0.4,0.69,0.27,2.08,1.08
-0.58,0.41,0.68,0.09,2.34,0.79
-0.57,0.39,0.67,0.17,1.89,0.96
