acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.58,0.34,0.71,0.72,0.41,1.56
-0.57,0.34,0.71,0.55,0.44,1.19
-0.58,0.34,0.7,0.63,-0.08,0.84
-0.58,0.33,0.69,0.78,-0.7,0.4
-0.58,0.34,0.71,0.72,-0.9,0.35
-0.58,0.33,0.7,0.55,-0.64,0.46
-0.58,0.33,0.7,0.61,-0.26,0.9
-0.57,0.33,0.71,0.41,0.37,1.22
-0.58,0.33,0.71,0.56,0.46,1.44
-0.58,0.32,0.71,0.64,-0.09,1.63
-0.58,0.32,0.72,1.05,-0.06,1.33
-0.58,0.33,0.7,1.05,-0.27,1.1
-0.58,0.33,0.71,0.53,0.24,1.5
-0.57,0.34,0.71,0.56,0.75,1.74
-0.58,0.33,0.7,0.64,0.84,1.97
-0.58,0.33,0.7,0.92,0.67,1.82
-0.58,0.33,0.71,1.04,0.56,1.66
-0.57,0.33,0.7,0.92,1.02,1.76
-0.57,0.33,0.71,0.85,1.77,2.12
-0.57,0.33,0.7,0.6,2.02,2.03
-0.58,0.34,0.7,1.04,1.73,1.92
-0.58,0.34,0.7,1.21,1.18,1.77
-0.58,0.33,0.71,1.19,0.85,2.14
-0.57,0.33,0.7,1.37,1.42,2.93
-0.57,0.34,0.7,3.31,3.25,2.67
-0.58,0.33,0.69,1.5,1.36,3.5
-0.57,0.34,0.7,0.76,3.94,5.02
-0.58,0.33,0.71,0.05,3.66,3.69
-0.59,0.32,0.71,0.6,2.46,2.82
-0.58,0.33,0.71,2.23,1.85,3.01
-0.58,0.33,0.7,2.17,1.73,2.44
-0.59,0.33,0.69,2.2,1.33,1.6
-0.59,0.34,0.7,0.85,0.17,1.34
-0.58,0.34,0.71,0.7,0.9,2.23
-0.57,0.34,0.71,0.99,1.65,2.08
-0.58,0.33,0.71,0.99,0.35,-0.24
-0.58,0.33,0.7,0.75,-2.66,-1.85
-0.58,0.33,0.69,0.69,-4.21,-1.63
-0.59,0.34,0.71,0.44,-3.13,-0.66
-0.58,0.34,0.71,0.26,-1.1,-0.5
-0.58,0.33,0.71,-0.08,-0.92,-0.81
-0.58,0.33,0.7,-0.31,-2.17,-1.31
-0.58,0.33,0.7,-0.15,-3.15,-1.53
-0.57,0.33,0.7,-0.05,-2.92,-1.48
-0.58,0.33,0.7,0.05,-1.44,-1.07
-0.57,0.34,0.7,0.27,-0.32,-0.24
-0.58,0.33,0.7,0.53,0.31,-0.17
-0.57,0.34,0.71,0.9,0.38,-0.11
-0.58,0.34,0.7,0.89,1.5,0.5
-0.58,0.34,0.71,0.18,2.32,1.21
-0.58,0.33,0.7,0.11,3.34,1.92
-0.58,0.32,0.71,0.32,3.37,2.2
-0.58,0.33,0.7,0.7,1.36,1.25
-0.59,0.34,0.7,2.7,-1.01,1.11
-0.59,0.34,0.7,1.85,-1.56,2.52
-0.58,0.34,0.7,-0.37,1.82,5.27
-0.57,0.32,0.71,-2.08,7.33,7.01
-0.57,0.31,0.71,-3.02,10.02,6.32
-0.57,0.31,0.71,-1.92,7.28,4.61
-0.57,0.33,0.7,0.15,2.81,1.82
-0.57,0.34,0.71,1.18,-0.37,0.18
-0.57,0.35,0.7,1.56,-0.53,-0.23
-0.57,0.36,0.7,1.01,0.7,0.89
-0.57,0.36,0.7,-0.17,2.89,2.03
-0.57,0.35,0.69,-1.21,4.75,2.69
-0.58,0.35,0.71,-1.47,5.11,2.93
-0.59,0.33,0.71,-0.95,3.89,2.6
-0.58,0.33,0.71,0.09,2.37,2.18
-0.58,0.34,0.69,0.49,1.36,1.86
-0.58,0.34,0.71,0.31,1.11,0.85
-0.59,0.34,0.7,0.4,0.76,0.06
-0.59,0.33,0.7,0.49,0.4,0.53
-0.58,0.33,0.71,0.03,0.53,1.16
-0.58,0.33,0.7,0.03,2.14,1.98
-0.58,0.33,0.69,-0.47,3.16,2.34
-0.58,0.33,0.7,-0.47,3.25,2.14
-0.57,0.33,0.7,-0.12,1.94,1.68
-0.57,0.33,0.7,-0.14,0.9,1.37
-0.56,0.34,0.69,-0.26,1.25,0.75
-0.57,0.34,0.7,-0.34,1.5,-0.34
-0.58,0.34,0.7,1.1,0.66,-0.37
-0.58,0.34,0.7,0.49,-0.06,0.5
-0.59,0.34,0.69,0.0,0.34,1.65
-0.59,0.33,0.69,-0.78,1.95,2.38
-0.59,0.33,0.7,-1.34,2.81,2.23
-0.57,0.33,0.69,-0.87,2.43,1.95
-0.57,0.33,0.7,-0.37,1.34,1.39
-0.57,0.33,0.7,0.38,0.6,0.84
-0.57,0.33,0.7,0.72,0.53,0.79
-0.58,0.33,0.7,0.63,1.08,1.54
-0.58,0.34,0.7,0.96,2.0,2.12
-0.59,0.34,0.7,0.76,2.6,2.5
-0.58,0.33,0.7,0.56,3.02,2.79
-0.58,0.33,0.7,0.11,3.11,2.81
-0.59,0.34,0.7,0.32,2.93,2.4
-0.58,0.33,0.7,0.81,2.82,2.26
-0.58,0.33,0.69,1.18,2.5,1.85
-0.58,0.34,0.7,1.85,2.41,1.88
-0.58,0.34,0.69,1.95,3.34,3.59
-0.58,0.34,0.7,1.04,4.79,5.37
