acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.54,0.38,0.71,0.69,0.37,1.08
-0.54,0.38,0.71,0.69,-0.12,0.87
-0.55,0.39,0.71,0.63,-0.72,0.78
-0.55,0.38,0.71,0.6,-0.32,0.64
-0.55,0.38,0.71,0.5,0.18,0.61
-0.54,0.38,0.7,0.5,0.18,0.66
-0.55,0.38,0.71,0.55,0.09,0.79
-0.55,0.37,0.71,0.72,-0.11,0.63
-0.55,0.38,0.7,0.89,-0.41,0.92
-0.54,0.38,0.7,0.7,0.09,1.02
-0.55,0.39,0.7,0.7,0.41,1.04
-0.55,0.39,0.71,0.73,0.53,1.04
-0.55,0.38,0.7,0.96,0.21,1.44
-0.55,0.38,0.69,1.19,0.06,1.37
-0.54,0.38,0.71,1.01,-0.29,1.11
-0.54,0.38,0.71,1.13,-0.26,1.15
-0.55,0.39,0.71,1.16,-0.09,1.27
-0.55,0.38,0.71,1.1,0.03,1.19
-0.54,0.38,0.69,0.99,0.03,1.04
-0.54,0.38,0.7,0.84,-0.12,0.82
-0.55,0.39,0.7,0.92,-0.31,0.73
-0.55,0.38,0.71,0.98,-0.27,0.89
-0.54,0.39,0.69,1.16,-0.41,0.56
-0.55,0.38,0.7,1.47,0.14,0.44
-0.55,0.38,0.7,1.07,1.05,1.07
-0.55,0.38,0.71,0.53,1.98,1.4
-0.55,0.37,0.7,0.7,2.44,1.69
-0.54,0.37,0.71,0.72,1.02,1.25
-0.56,0.39,0.7,1.63,-2.26,0.06
-0.55,0.39,0.7,3.25,-4.32,0.14
-0.55,0.39,0.7,1.65,-2.76,2.64
-0.54,0.38,0.7,-0.14,2.5,5.73
-0.54,0.37,0.71,-1.82,8.05,6.38
-0.53,0.35,0.71,-2.11,8.35,4.73
-0.54,0.35,0.71,-0.61,3.83,1.77
-0.54,0.37,0.71,1.01,-2.18,-1.08
-0.54,0.39,0.7,1.56,-5.24,-2.17
-0.55,0.41,0.71,1.37,-4.41,-1.02
-0.54,0.41,0.7,0.15,-0.26,1.34
-0.54,0.41,0.7,-1.11,4.27,3.36
-0.54,0.39,0.7,-1.39,6.32,4.27
-0.55,0.37,0.7,-0.41,4.44,3.25
-0.54,0.37,0.7,0.49,0.99,1.77
-0.55,0.38,0.7,0.96,-1.74,0.37
-0.55,0.38,0.7,0.95,-2.61,0.21
-0.55,0.39,0.7,0.98,-1.59,0.56
-0.56,0.39,0.7,0.63,-0.38,1.16
-0.55,0.39,0.7,0.23,0.37,1.86
-0.55,0.38,0.71,0.0,1.3,2.64
-0.54,0.37,0.7,-0.35,2.11,3.21
-0.54,0.38,0.71,-0.38,2.26,2.78
-0.54,0.38,0.7,-0.21,1.59,2.21
-0.54,0.38,0.71,-0.21,1.04,1.51
-0.53,0.39,0.71,-0.11,0.95,0.72
-0.54,0.39,0.71,0.18,0.38,-0.7
-0.55,0.4,0.71,0.9,-0.64,-0.23
-0.55,0.4,0.7,-0.05,-1.45,0.38
-0.55,0.39,0.69,-0.17,0.23,1.65
-0.54,0.39,0.7,-1.15,3.05,2.21
-0.55,0.37,0.7,-1.51,4.09,2.15
-0.54,0.37,0.71,-0.9,3.02,1.5
-0.53,0.38,0.7,-0.58,0.26,0.53
-0.53,0.38,0.7,0.56,-1.57,-0.56
-0.54,0.39,0.72,0.67,-1.13,-0.24
-0.54,0.39,0.71,-0.12,0.81,0.72
-0.55,0.39,0.71,0.2,2.7,1.86
-0.55,0.37,0.7,-0.06,3.47,2.67
-0.55,0.37,0.71,0.0,2.96,2.55
-0.55,0.38,0.7,0.34,1.91,1.83
-0.54,0.37,0.71,0.72,1.08,0.96
-0.55,0.38,0.7,0.75,1.01,1.02
-0.54,0.38,0.7,0.56,1.59,0.84
-0.55,0.38,0.7,0.73,1.79,0.95
-0.54,0.39,0.7,0.53,2.08,1.37
-0.55,0.38,0.7,0.32,2.18,0.96
-0.54,0.38,0.71,0.55,2.32,1.08
-0.54,0.38,0.71,0.49,2.63,1.24
-0.53,0.39,0.7,0.26,2.81,1.24
-0.54,0.38,0.71,0.29,2.34,0.72
-0.55,0.39,0.71,0.37,1.77,0.67
-0.55,0.39,0.7,0.72,1.73,0.78
-0.55,0.38,0.7,0.82,2.02,1.13
-0.55,0.38,0.71,0.82,2.55,1.44
-0.54,0.38,0.7,0.93,2.44,1.44
-0.56,0.38,0.7,0.85,1.8,1.27
-0.55,0.39,0.7,1.15,1.74,1.83
-0.55,0.38,0.71,1.16,2.03,2.12
-0.55,0.38,0.71,1.08,2.2,2.14
-0.55,0.37,0.7,1.21,2.55,2.37
-0.55,0.38,0.71,1.16,2.73,2.34
-0.55,0.38,0.7,1.04,2.34,2.0
-0.55,0.38,0.7,1.21,1.86,1.77
-0.55,0.39,0.7,1.3,1.85,1.63
-0.55,0.39,0.7,1.04,1.92,1.69
-0.54,0.38,0.7,0.93,2.24,1.89
-0.55,0.39,0.7,0.76,2.38,1.82
-0.55,0.39,0.7,0.92,1.95,1.33
-0.55,0.39,0.7,0.98,2.0,1.31
-0.55,0.39,0.7,0.72,1.86,1.36
-0.55,0.39,0.7,0.66,1.98,1.3
-0.55,0.38,0.7,0.31,1.79,1.13
-0.54,0.38,0.71,0.46,1.08,0.78
-0.55,0.38,0.69,0.66,0.82,0.46
-0.55,0.39,0.7,0.79,1.02,0.96
-0.55,0.38,0.7,0.63,1.66,0.75
-0.55,0.38,0.69,0.56,1.65,1.02
-0.56,0.39,0.7,0.63,1.22,1.16
-0.56,0.38,0.7,0.82,1.3,1.25
-0.55,0.38,0.69,0.7,1.48,1.65
-0.55,0.38,0.7,1.11,1.68,1.59
-0.55,0.38,0.7,1.27,1.4,1.65
-0.54,0.39,0.7,1.53,1.39,2.0
-0.55,0.39,0.7,1.71,2.05,2.12
-0.55,0.38,0.69,1.79,3.31,2.85
-0.55,0.39,0.7,1.44,4.73,3.51
-0.55,0.39,0.7,2.09,5.51,3.95
-0.55,0.39,0.7,2.92,5.05,3.89
-0.55,0.39,0.69,3.33,4.02,3.15
-0.55,0.39,0.7,3.73,4.79,2.61
-0.56,0.39,0.68,4.32,6.72,3.08
-0.56,0.39,0.69,3.92,9.33,5.28
-0.56,0.38,0.7,4.38,12.35,8.18
-0.56,0.38,0.69,4.27,13.16,9.42
-0.57,0.39,0.69,7.74,14.44,10.03
-0.58,0.41,0.67,9.36,17.73,11.1
-0.58,0.41,0.66,4.26,19.4,8.35
-0.58,0.39,0.67,2.24,19.69,6.34
-0.57,0.36,0.67,2.98,20.08,2.55
-0.54,0.34,0.7,6.73,21.62,6.95
-0.54,0.38,0.69,8.18,18.87,8.27
-0.55,0.42,0.68,7.22,13.74,6.09
-0.57,0.43,0.67,8.46,7.37,3.1
-0.58,0.44,0.65,10.14,5.13,4.87
-0.57,0.43,0.66,8.15,10.0,9.97
-0.58,0.44,0.65,5.08,17.5,12.29
-0.59,0.45,0.66,1.33,19.85,11.57
-0.59,0.44,0.65,-0.93,15.6,10.21
-0.58,0.45,0.63,-2.06,6.29,7.45
-0.55,0.45,0.62,0.09,-0.34,9.8
-0.53,0.43,0.65,-0.61,-3.69,13.53
-0.5,0.39,0.65,6.17,-1.47,22.23
-0.49,0.36,0.65,19.21,3.62,34.11
-0.42,0.32,0.66,37.6,10.53,61.48
