acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.61,0.39,0.65,-1.24,0.43,-0.76
-0.59,0.38,0.67,-2.15,2.99,1.16
-0.6,0.38,0.67,-2.21,4.15,0.63
-0.59,0.38,0.67,-1.27,2.93,-0.31
-0.58,0.38,0.68,-0.84,0.87,-0.03
-0.59,0.38,0.68,-1.04,-0.63,-0.78
-0.59,0.38,0.68,-0.72,-0.5,-1.08
-0.59,0.38,0.67,0.09,0.89,-0.03
-0.59,0.39,0.67,0.14,2.72,1.08
-0.59,0.39,0.67,-0.47,2.67,0.93
-0.58,0.38,0.68,-0.47,0.99,0.17
-0.59,0.38,0.67,0.64,-0.85,-1.36
-0.59,0.38,0.67,0.06,-2.6,-1.63
-0.59,0.38,0.66,-0.43,-2.44,-0.78
-0.6,0.37,0.67,-0.27,-0.67,-0.08
-0.59,0.38,0.67,-0.23,0.52,0.11
-0.6,0.37,0.67,-0.18,0.87,0.24
-0.6,0.37,0.66,0.0,1.31,1.21
-0.6,0.38,0.66,-0.15,2.18,1.8
-0.59,0.38,0.67,0.7,3.33,1.66
-0.6,0.38,0.68,0.15,3.11,1.42
-0.59,0.38,0.67,0.41,2.55,1.56
-0.59,0.38,0.67,0.93,2.81,2.09
-0.59,0.38,0.68,0.6,2.84,1.48
-0.59,0.38,0.67,0.35,2.44,0.56
-0.6,0.38,0.67,0.5,1.89,0.27
-0.6,0.39,0.67,0.7,1.86,0.84
-0.59,0.39,0.67,0.69,1.89,0.81
-0.59,0.38,0.67,1.24,2.5,0.93
-0.59,0.38,0.67,1.63,3.65,1.47
-0.6,0.39,0.66,1.02,4.27,1.45
-0.61,0.38,0.66,0.75,4.17,1.89
-0.59,0.37,0.66,0.0,3.02,1.66
-0.6,0.38,0.66,0.63,0.49,0.15
-0.6,0.38,0.66,2.44,-2.18,-0.64
-0.61,0.39,0.65,3.21,-2.46,-0.21
-0.62,0.39,0.65,0.17,-0.02,2.53
-0.6,0.38,0.67,-1.51,6.02,5.56
-0.58,0.36,0.68,-1.56,10.75,6.2
-0.58,0.36,0.68,-0.99,8.81,3.86
-0.58,0.37,0.68,-0.02,1.53,0.52
-0.58,0.38,0.67,1.76,-5.92,-1.74
-0.59,0.39,0.66,2.05,-7.94,-2.49
-0.59,0.4,0.66,0.92,-4.41,-1.31
-0.6,0.4,0.65,-0.26,1.63,1.19
-0.6,0.39,0.66,-0.26,6.2,3.4
-0.6,0.38,0.66,0.23,6.26,3.73
-0.6,0.38,0.67,0.89,2.55,2.14
-0.6,0.38,0.67,1.02,-1.22,-0.03
-0.6,0.38,0.67,0.99,-2.67,-0.55
-0.6,0.39,0.66,1.07,-1.59,-0.37
-0.6,0.39,0.67,1.18,0.29,0.4
-0.61,0.38,0.66,1.04,1.36,1.15
-0.61,0.39,0.66,0.87,1.48,1.86
-0.6,0.38,0.66,0.78,1.86,2.41
-0.6,0.38,0.67,0.53,2.58,2.66
-0.59,0.37,0.66,0.52,2.95,2.82
-0.59,0.38,0.67,0.26,3.16,2.56
-0.6,0.38,0.67,0.32,1.01,0.85
-0.6,0.38,0.66,2.46,-1.34,-0.49
-0.6,0.4,0.66,1.92,-3.04,0.08
-0.6,0.4,0.65,0.63,-1.54,1.31
-0.6,0.39,0.66,-0.21,2.21,3.24
-0.59,0.38,0.66,-0.47,4.87,3.85
-0.59,0.38,0.66,0.03,4.73,2.82
-0.6,0.38,0.67,0.0,1.8,1.6
-0.6,0.38,0.67,-0.24,-1.63,0.58
-0.6,0.38,0.67,0.03,-2.75,0.05
-0.6,0.39,0.66,0.18,-1.53,0.55
-0.59,0.39,0.67,-0.35,0.43,1.48
-0.6,0.38,0.66,-0.55,1.8,1.5
-0.6,0.38,0.66,-0.38,1.56,1.22
-0.6,0.37,0.66,-0.55,1.04,1.39
-0.6,0.38,0.66,-0.78,0.11,0.87
-0.61,0.38,0.66,-0.4,-0.55,-0.38
-0.61,0.38,0.66,-0.14,-1.08,-0.26
-0.61,0.38,0.66,0.15,-0.46,0.03
-0.59,0.38,0.66,0.38,0.29,0.58
-0.59,0.39,0.67,-0.29,1.01,1.07
-0.59,0.39,0.67,-0.26,1.19,1.08
-0.6,0.39,0.66,-0.78,1.76,1.51
-0.59,0.39,0.67,0.02,2.14,1.36
-0.59,0.38,0.67,0.12,2.55,1.68
-0.6,0.39,0.66,-0.35,2.47,1.8
-0.6,0.38,0.66,-0.11,1.94,1.74
-0.6,0.39,0.67,0.0,1.62,1.48
-0.6,0.38,0.66,0.03,1.31,0.73
-0.6,0.38,0.65,-0.12,0.56,0.67
-0.61,0.38,0.67,-0.29,0.15,0.93
-0.6,0.38,0.66,-1.15,0.11,0.87
-0.6,0.37,0.66,-2.21,-0.05,-0.05
-0.6,0.39,0.67,-2.67,0.47,1.18
-0.6,0.38,0.66,-2.66,0.89,3.11
-0.59,0.38,0.67,-3.15,0.95,3.85
-0.6,0.38,0.67,-4.06,-0.53,0.4
-0.59,0.4,0.66,-3.86,-1.33,0.46
-0.59,0.39,0.66,-4.17,-1.11,3.6
-0.58,0.36,0.67,-2.64,1.76,6.95
-0.6,0.38,0.67,-4.95,3.08,4.99
-0.6,0.39,0.67,-6.9,1.28,0.81
-0.61,0.36,0.66,-4.06,-1.08,1.44
-0.62,0.35,0.65,-4.12,-4.47,-1.57
-0.62,0.37,0.65,-6.08,-7.11,-4.67
-0.6,0.39,0.65,-7.91,-6.64,-2.73
-0.61,0.4,0.67,-11.97,-6.5,-4.69
-0.62,0.37,0.67,-12.17,-7.48,-8.03
-0.62,0.36,0.67,-11.39,-8.63,-12.06
-0.62,0.36,0.67,-10.03,-10.5,-12.84
-0.6,0.35,0.66,-9.48,-11.69,-11.39
-0.58,0.36,0.67,-9.79,-12.4,-10.56
-0.56,0.36,0.67,-8.31,-9.37,-5.98
-0.57,0.35,0.69,-5.62,-8.03,-4.7
-0.58,0.36,0.69,-3.91,-7.63,-2.99
-0.59,0.35,0.69,-1.33,-7.34,-1.27
-0.58,0.34,0.68,1.16,-3.51,1.21
-0.56,0.36,0.67,1.68,1.31,4.79
-0.56,0.36,0.68,0.9,4.99,8.96
-0.57,0.36,0.69,1.21,5.91,10.92
-0.59,0.36,0.7,1.08,4.64,11.44
-0.59,0.34,0.69,0.24,3.42,10.69
-0.59,0.34,0.67,0.12,1.37,5.82
-0.6,0.34,0.67,0.24,-1.22,4.75
-0.59,0.35,0.66,0.14,-2.47,5.24
-0.59,0.35,0.67,1.25,-0.2,7.56
-0.58,0.36,0.69,-2.55,2.17,8.58
-0.57,0.37,0.67,-3.1,7.02,11.71
-0.57,0.37,0.68,-2.96,8.18,12.17
-0.57,0.36,0.67,-0.63,6.6,12.41
-0.58,0.37,0.65,2.41,6.12,14.92
-0.6,0.38,0.65,3.66,6.89,18.75
-0.64,0.39,0.59,7.04,9.89,23.1
-0.62,0.35,0.64,7.22,18.02,32.7
-0.53,0.36,0.68,6.08,28.53,44.12
-0.55,0.33,0.71,10.6,29.31,45.59
-0.58,0.32,0.67,18.73,18.9,41.51
-0.57,0.34,0.65,24.11,8.09,40.18
-0.54,0.41,0.63,26.05,4.02,44.89
-0.52,0.46,0.66,24.85,4.4,47.59
-0.53,0.49,0.64,16.69,10.75,48.6
-0.54,0.53,0.59,13.51,18.26,55.92
-0.54,0.53,0.63,10.58,19.24,58.9
-0.55,0.52,0.65,7.47,11.13,61.51
-0.56,0.41,0.76,14.02,5.65,67.89
-0.37,0.43,0.79,19.68,19.95,83.59
-0.37,0.39,0.71,22.34,22.52,78.5
-0.56,0.38,0.55,29.18,6.32,47.92
-0.69,0.39,0.43,29.95,-13.33,18.6
-0.69,0.43,0.57,18.98,-17.3,13.82
-0.76,0.52,0.81,-2.12,-6.5,10.44
-0.63,0.49,0.58,-1.02,-0.21,1.16
-0.61,0.48,0.66,6.67,9.94,3.74
-0.68,0.47,0.81,-2.78,6.06,-2.02
-0.65,0.45,0.7,-2.44,1.24,-16.76
-0.67,0.46,0.71,5.62,6.38,-24.34
-0.63,0.52,0.65,4.24,8.99,-42.67
-0.6,0.52,0.63,-11.01,-10.24,-52.52
-0.56,0.49,0.62,-23.85,-26.56,-65.18
-0.51,0.49,0.65,-32.18,-44.06,-75.05
-0.48,0.46,0.65,-26.05,-33.86,-64.52
-0.4,0.39,0.69,-12.15,-12.27,-35.51
-0.44,0.42,0.68,-8.46,4.84,-26.85
-0.47,0.43,0.67,-3.28,10.27,-22.31
