acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.59,0.39,0.66,0.95,0.32,0.14
-0.6,0.39,0.67,-0.26,-0.49,1.15
-0.59,0.39,0.67,-0.26,0.66,1.57
-0.58,0.38,0.68,-1.08,2.34,1.92
-0.58,0.37,0.68,-1.33,3.18,1.8
-0.58,0.36,0.68,-0.93,2.47,1.4
-0.59,0.37,0.67,-0.32,0.49,0.6
-0.58,0.37,0.68,0.61,-0.49,0.21
-0.58,0.38,0.68,0.84,-0.14,0.9
-0.59,0.38,0.68,0.15,1.94,2.0
-0.59,0.38,0.68,-0.29,3.4,2.58
-0.59,0.38,0.67,0.0,3.22,2.63
-0.59,0.38,0.68,0.24,2.41,2.46
-0.58,0.38,0.68,0.12,1.21,2.0
-0.59,0.37,0.68,0.11,1.07,1.56
-0.59,0.38,0.68,0.4,1.68,1.44
-0.59,0.38,0.68,0.29,2.2,1.63
-0.59,0.39,0.67,0.12,2.47,1.65
-0.59,0.39,0.68,0.12,2.4,1.6
-0.59,0.38,0.68,0.17,2.29,1.48
-0.58,0.38,0.67,0.23,2.29,1.33
-0.59,0.38,0.68,0.24,2.27,1.24
-0.59,0.38,0.68,0.02,2.46,1.1
-0.59,0.38,0.68,-0.03,2.4,1.16
-0.59,0.37,0.68,-0.14,2.21,1.1
-0.58,0.38,0.67,0.08,2.38,1.11
-0.59,0.38,0.68,-0.03,2.61,1.39
-0.59,0.37,0.68,0.26,2.44,1.28
-0.59,0.38,0.67,0.37,1.95,1.1
-0.59,0.38,0.68,0.26,1.44,1.08
-0.59,0.37,0.67,0.26,1.31,1.24
-0.59,0.38,0.68,0.43,1.54,1.33
-0.59,0.38,0.68,0.52,1.74,1.65
-0.59,0.38,0.68,0.67,2.21,1.73
-0.6,0.38,0.68,0.64,2.38,2.12
-0.59,0.39,0.68,0.7,2.69,2.26
-0.58,0.38,0.67,0.63,2.67,1.95
-0.59,0.38,0.67,0.56,2.03,1.4
-0.58,0.38,0.68,0.7,1.36,1.13
-0.59,0.38,0.67,0.78,1.3,0.87
-0.59,0.38,0.67,0.47,1.37,1.15
-0.59,0.38,0.67,0.31,1.88,0.99
-0.59,0.38,0.67,0.34,1.71,1.07
-0.59,0.38,0.67,0.29,1.92,1.36
-0.59,0.38,0.68,0.11,1.53,0.93
-0.59,0.38,0.67,-0.09,1.36,0.55
