acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.24,0.41,0.86,0.89,0.98,1.37
0.23,0.41,0.85,0.79,1.1,1.44
0.24,0.42,0.86,0.76,1.15,1.62
0.24,0.42,0.86,0.56,1.59,1.69
0.24,0.42,0.86,0.32,1.39,1.51
0.24,0.42,0.84,0.81,1.73,1.4
0.24,0.41,0.85,0.82,1.69,1.62
0.24,0.42,0.85,0.56,1.53,1.56
0.24,0.42,0.85,0.79,1.53,1.22
0.24,0.42,0.86,0.79,1.54,1.13
0.24,0.42,0.86,0.58,1.3,0.98
0.24,0.42,0.85,0.87,0.95,0.75
0.24,0.41,0.84,0.89,0.99,0.56
0.24,0.41,0.85,0.64,0.89,0.5
0.24,0.41,0.85,0.75,1.13,0.38
0.24,0.42,0.85,0.72,0.87,0.46
0.24,0.42,0.85,0.67,1.05,0.46
0.24,0.42,0.85,0.29,1.19,0.38
0.24,0.41,0.85,0.44,1.24,0.31
0.23,0.42,0.85,0.49,1.28,0.72
0.25,0.42,0.85,0.26,1.08,0.66
0.24,0.41,0.85,0.49,1.27,0.79
0.24,0.42,0.85,0.78,1.02,0.87
0.24,0.42,0.85,0.53,0.85,1.22
0.23,0.41,0.84,0.64,0.73,1.28
0.24,0.42,0.85,0.72,0.75,1.39
0.24,0.42,0.84,0.75,0.93,1.37
0.24,0.42,0.85,0.6,0.66,1.54
0.24,0.42,0.86,0.35,0.56,1.45
0.24,0.42,0.85,0.41,0.66,1.31
0.24,0.42,0.85,0.34,0.64,1.28
0.24,0.42,0.84,0.4,0.4,1.05
0.24,0.42,0.85,0.15,0.37,1.05
0.24,0.42,0.86,0.0,0.55,0.76
0.24,0.42,0.85,-0.24,0.21,0.87
0.24,0.41,0.84,-0.08,0.2,0.89
0.24,0.42,0.85,-0.11,0.24,0.84
0.23,0.42,0.85,-0.09,0.52,0.99
0.24,0.42,0.85,-0.06,0.4,1.05
0.23,0.42,0.84,-0.03,0.2,1.05
0.24,0.42,0.86,-0.09,0.18,1.18
0.24,0.42,0.85,-0.12,0.0,1.13
