acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.27,0.42,0.84,0.35,0.69,2.37
0.28,0.42,0.84,0.76,0.75,2.38
0.28,0.42,0.84,0.72,0.95,2.2
0.28,0.43,0.84,1.04,1.04,2.21
0.27,0.42,0.83,1.05,1.22,2.02
0.28,0.43,0.84,0.81,1.31,2.0
0.27,0.43,0.84,0.67,1.5,1.82
0.27,0.43,0.84,0.37,1.48,1.42
0.27,0.43,0.84,0.43,1.39,1.34
0.28,0.43,0.84,0.17,1.27,1.11
0.27,0.42,0.84,0.18,1.54,0.79
0.28,0.42,0.84,0.15,1.44,0.72
0.27,0.42,0.84,0.15,1.51,0.43
0.27,0.42,0.84,0.24,1.31,0.63
0.27,0.43,0.83,0.58,1.08,0.52
0.27,0.42,0.84,0.55,1.25,0.6
0.28,0.42,0.84,0.46,1.07,0.52
0.27,0.42,0.84,0.56,0.96,0.52
0.27,0.43,0.84,0.52,0.93,0.66
0.27,0.42,0.83,0.64,1.04,0.96
0.27,0.42,0.83,0.73,1.1,1.13
0.27,0.42,0.84,0.76,1.5,1.02
0.27,0.43,0.83,0.73,1.33,1.28
0.27,0.43,0.84,1.02,1.47,1.51
0.27,0.43,0.84,1.24,1.48,1.6
0.27,0.43,0.84,1.27,1.34,1.69
0.26,0.43,0.84,1.36,1.25,1.57
0.27,0.42,0.84,1.5,1.25,1.71
0.27,0.43,0.84,1.37,1.1,1.8
0.28,0.43,0.84,1.04,0.98,1.6
0.28,0.43,0.84,1.08,1.05,1.71
0.28,0.43,0.84,0.69,0.49,1.57
0.28,0.43,0.84,0.56,0.73,1.66
0.27,0.43,0.84,0.89,0.76,1.51
0.27,0.43,0.83,0.79,1.08,1.74
0.27,0.43,0.84,0.85,1.18,1.25
0.27,0.43,0.83,1.01,1.21,1.31
0.27,0.43,0.84,1.13,1.04,1.18
0.27,0.43,0.83,0.82,0.93,1.28
0.27,0.43,0.83,0.96,0.78,1.31
0.27,0.43,0.84,0.89,0.98,1.21
0.27,0.43,0.84,0.66,1.24,1.07
0.27,0.44,0.83,0.72,0.82,0.99
0.27,0.43,0.83,0.75,0.78,1.1
0.27,0.43,0.84,0.72,0.95,1.33
0.27,0.43,0.83,0.72,0.99,1.04
0.27,0.42,0.84,0.55,1.16,1.18
0.27,0.43,0.84,0.67,1.13,1.1
0.27,0.43,0.85,0.73,1.11,1.44
0.27,0.43,0.84,0.81,1.16,1.21
0.27,0.43,0.84,1.24,1.42,1.1
0.27,0.43,0.83,1.08,1.47,0.98
0.27,0.43,0.84,1.22,1.53,1.15
0.27,0.43,0.84,0.79,1.79,1.16
0.27,0.43,0.83,0.98,1.76,0.99
0.27,0.43,0.83,0.29,0.98,0.76
0.26,0.44,0.84,0.23,0.98,0.53
0.25,0.44,0.84,0.76,1.21,0.6
0.26,0.42,0.83,0.18,0.69,1.68
0.27,0.43,0.84,0.58,1.24,2.06
0.28,0.42,0.85,1.16,2.05,2.52
0.28,0.41,0.83,0.73,2.03,2.46
0.28,0.41,0.85,-0.02,1.33,2.24
0.27,0.43,0.83,0.15,0.55,1.47
0.27,0.44,0.83,0.66,-0.05,1.51
0.27,0.45,0.82,0.6,0.29,1.74
0.27,0.45,0.83,0.23,0.79,1.82
0.27,0.44,0.83,0.08,0.75,1.27
0.27,0.43,0.84,0.46,0.95,0.67
0.26,0.43,0.84,0.41,1.25,0.32
0.27,0.43,0.83,0.23,0.92,-0.05
0.26,0.43,0.84,0.2,0.98,0.11
0.27,0.43,0.84,0.12,1.33,0.21
0.26,0.43,0.84,0.05,1.54,0.23
0.27,0.43,0.83,0.29,1.5,0.32
0.27,0.43,0.83,0.29,1.39,0.81
0.26,0.43,0.84,0.47,1.51,1.11
0.27,0.43,0.83,0.64,1.31,1.47
0.27,0.43,0.83,0.78,0.87,2.0
0.28,0.42,0.84,0.95,0.58,2.41
0.27,0.42,0.83,1.11,0.73,2.18
0.28,0.43,0.84,0.55,0.26,1.95
0.27,0.44,0.83,1.5,0.78,1.48
0.26,0.44,0.83,0.99,0.18,1.68
0.28,0.44,0.83,0.76,0.14,1.66
0.27,0.44,0.83,0.35,0.93,1.68
0.27,0.43,0.84,-0.12,1.07,1.25
0.26,0.43,0.84,-0.37,0.96,0.85
0.27,0.42,0.84,-0.08,0.29,0.4
0.27,0.44,0.84,-0.11,0.24,0.46
0.27,0.44,0.83,-0.53,0.15,0.73
0.27,0.44,0.84,-0.34,-0.11,0.7
0.28,0.43,0.83,-0.4,0.06,1.21
0.28,0.43,0.84,-0.24,0.31,1.4
0.27,0.42,0.83,0.31,0.81,1.8
0.27,0.42,0.84,0.5,0.96,1.92
0.27,0.42,0.84,0.79,1.01,2.03
0.26,0.43,0.84,0.56,0.92,2.06
0.26,0.44,0.83,0.58,0.69,1.95
0.27,0.44,0.84,0.79,0.92,1.95
0.26,0.43,0.83,1.4,0.93,1.89
0.27,0.43,0.83,1.6,1.16,1.69
0.26,0.44,0.84,1.79,1.27,1.54
0.26,0.42,0.82,3.21,1.71,1.25
0.26,0.43,0.83,4.6,1.28,1.42
0.27,0.42,0.81,6.78,1.48,0.35
0.27,0.43,0.83,8.67,3.42,0.32
0.28,0.43,0.84,8.7,3.1,-0.81
0.27,0.43,0.83,10.58,5.04,-2.61
0.27,0.43,0.83,10.34,3.22,-2.05
0.28,0.45,0.84,9.85,3.86,-2.84
0.25,0.45,0.84,9.47,5.15,-3.39
0.25,0.45,0.84,8.29,3.95,-2.2
0.25,0.45,0.85,7.25,3.21,-1.82
0.25,0.44,0.83,6.75,2.29,-1.25
0.26,0.45,0.84,6.09,1.65,-1.8
0.25,0.45,0.84,5.22,0.98,-2.35
0.25,0.45,0.84,4.78,0.5,-2.87
0.26,0.45,0.83,4.44,-0.52,-2.43
