acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.24,0.4,0.86,0.82,1.02,1.8
0.24,0.41,0.86,0.9,1.01,1.59
0.24,0.4,0.85,0.73,1.19,1.6
0.23,0.39,0.86,0.92,1.45,1.25
0.23,0.4,0.86,0.98,1.45,1.18
0.24,0.4,0.85,0.52,1.27,1.24
0.25,0.4,0.87,0.52,1.45,1.04
0.24,0.4,0.86,0.76,2.0,1.08
0.24,0.4,0.86,-0.12,1.05,0.84
0.23,0.4,0.86,-0.17,0.79,0.52
0.23,0.4,0.85,0.21,0.64,0.87
0.24,0.4,0.86,0.56,0.34,1.33
0.24,0.4,0.86,0.93,0.69,2.21
0.25,0.4,0.86,0.75,1.97,2.92
0.24,0.38,0.86,-0.08,2.44,2.64
0.24,0.38,0.87,-0.17,1.91,2.18
0.23,0.4,0.87,0.09,1.1,1.62
0.22,0.41,0.86,0.34,0.34,1.47
0.24,0.42,0.86,0.32,-0.05,1.88
0.25,0.41,0.85,0.17,0.34,1.89
0.25,0.41,0.85,-0.09,0.61,1.27
0.25,0.4,0.86,-0.06,0.72,0.82
0.24,0.4,0.86,-0.02,1.05,0.46
0.24,0.39,0.86,0.14,1.22,-0.06
0.23,0.4,0.86,0.21,1.04,-0.34
0.24,0.4,0.86,0.18,1.16,-0.14
0.23,0.4,0.86,0.37,1.19,0.29
0.24,0.4,0.87,0.35,1.27,0.61
0.24,0.4,0.86,0.49,1.48,1.28
0.24,0.4,0.86,0.66,1.48,1.6
0.24,0.4,0.87,0.84,1.8,2.09
0.24,0.39,0.85,1.08,1.77,2.38
0.24,0.4,0.86,1.25,1.57,2.56
0.24,0.4,0.87,1.31,1.53,2.58
0.24,0.4,0.86,1.01,1.34,2.2
0.24,0.4,0.86,1.02,0.99,1.88
0.24,0.4,0.86,1.15,0.63,1.22
0.24,0.41,0.85,0.79,0.46,0.96
0.24,0.41,0.85,0.46,0.47,0.79
0.24,0.41,0.85,0.38,0.87,0.87
0.24,0.4,0.86,-0.23,1.28,0.63
0.24,0.4,0.86,-0.52,1.34,0.26
0.23,0.39,0.86,-0.41,0.87,-0.06
0.23,0.4,0.87,-0.29,0.44,-0.05
0.23,0.4,0.86,-0.15,0.72,0.24
0.24,0.4,0.86,-0.05,0.73,0.67
0.23,0.4,0.86,0.29,0.61,0.93
0.24,0.4,0.86,0.29,0.76,1.19
0.23,0.4,0.87,0.76,0.69,1.86
0.23,0.39,0.86,0.93,1.02,1.85
0.24,0.4,0.87,0.81,0.84,2.11
0.24,0.4,0.85,1.1,0.85,1.82
0.24,0.41,0.86,0.98,1.22,1.88
0.24,0.4,0.86,1.22,1.28,1.82
0.24,0.41,0.87,0.92,1.4,1.6
0.23,0.41,0.87,0.73,1.47,1.4
0.23,0.41,0.86,0.75,1.24,1.13
0.24,0.4,0.86,0.55,1.4,1.02
0.24,0.41,0.85,0.34,1.18,0.9
0.24,0.4,0.85,0.29,1.27,0.69
0.24,0.4,0.86,0.11,1.3,0.4
0.24,0.4,0.86,0.14,1.13,0.34
0.24,0.41,0.86,0.24,0.92,0.18
0.24,0.4,0.86,0.23,0.98,0.15
0.24,0.4,0.85,0.32,1.19,0.37
0.24,0.4,0.86,0.24,1.45,0.03
0.24,0.4,0.87,0.02,1.22,0.17
0.23,0.41,0.86,0.35,1.3,0.26
0.24,0.4,0.86,0.5,1.31,0.35
0.24,0.4,0.86,0.34,1.5,0.34
0.23,0.41,0.86,0.69,1.57,0.38
0.23,0.4,0.86,1.5,1.53,0.76
0.24,0.4,0.85,2.06,2.09,0.95
0.22,0.4,0.85,3.02,2.38,0.81
0.22,0.39,0.84,4.56,2.9,0.79
0.25,0.41,0.87,3.86,3.07,0.98
0.23,0.41,0.88,2.61,2.47,-0.4
0.22,0.41,0.86,2.4,1.88,-0.43
0.24,0.4,0.85,2.38,1.71,0.49
0.24,0.41,0.86,1.63,2.05,0.34
0.24,0.41,0.86,0.67,2.34,-0.23
0.23,0.4,0.86,0.55,1.4,-0.37
0.24,0.41,0.86,0.78,1.56,0.18
0.24,0.41,0.87,0.12,1.66,0.24
0.23,0.41,0.87,-0.41,1.5,0.06
0.23,0.4,0.86,-0.85,1.22,0.24
0.23,0.41,0.87,-1.01,0.73,0.32
0.22,0.39,0.84,0.17,0.34,0.11
0.23,0.41,0.87,-0.12,0.52,0.79
0.23,0.41,0.86,-0.52,0.49,0.76
0.22,0.41,0.86,-0.46,-0.11,0.24
0.22,0.4,0.86,-0.29,-0.24,0.0
0.21,0.4,0.88,-0.08,-1.15,-0.4
0.2,0.41,0.88,-0.02,-2.53,-0.46
0.2,0.41,0.87,-0.32,-3.82,0.02
0.22,0.41,0.87,-0.17,-4.09,0.46
0.23,0.4,0.85,0.18,-4.43,0.84
0.25,0.41,0.85,0.56,-3.95,1.16
0.26,0.41,0.84,0.49,-3.15,1.13
0.26,0.4,0.83,0.7,-3.44,1.44
0.25,0.4,0.84,1.18,-2.82,1.31
0.25,0.4,0.85,1.51,-2.69,1.54
0.24,0.4,0.85,0.35,-3.3,1.65
0.24,0.41,0.84,-0.17,-1.34,2.21
0.25,0.42,0.85,1.48,-2.96,2.99
0.25,0.42,0.84,0.24,-2.43,4.85
0.25,0.41,0.86,1.47,-1.76,5.8
0.26,0.41,0.84,2.15,0.21,5.77
0.26,0.4,0.84,-0.56,1.33,5.6
0.24,0.4,0.85,0.27,-0.55,4.17
0.23,0.41,0.85,2.31,-0.67,2.63
0.21,0.41,0.84,4.34,-0.89,0.67
0.23,0.41,0.82,3.05,-0.85,0.09
0.23,0.41,0.86,6.56,-1.24,-0.12
0.24,0.41,0.85,8.29,-0.05,0.23
0.24,0.41,0.86,8.0,2.87,-0.53
0.23,0.41,0.85,9.31,3.27,-2.08
0.23,0.41,0.84,8.52,-0.11,-1.11
0.23,0.39,0.83,10.93,-0.56,-0.32
0.24,0.42,0.86,10.82,-2.56,1.08
0.25,0.42,0.87,9.24,-0.53,1.16
0.24,0.42,0.86,7.39,-3.01,1.22
0.24,0.43,0.86,7.74,-3.33,1.68
0.24,0.43,0.86,6.35,-4.99,1.89
0.23,0.43,0.84,6.53,-6.61,2.72
0.24,0.43,0.83,5.92,-8.99,3.04
0.27,0.42,0.82,5.95,-10.37,5.19
0.29,0.43,0.85,6.72,-8.41,5.04
0.27,0.42,0.85,5.34,-10.34,3.11
0.23,0.41,0.82,7.92,-10.06,1.98
0.24,0.43,0.81,8.46,-13.95,4.0
0.35,0.49,0.89,-1.53,-9.13,3.89
0.19,0.37,0.7,4.03,-13.3,5.5
0.3,0.4,0.77,6.64,-21.5,11.98
0.3,0.42,0.83,8.14,-12.37,13.24
0.25,0.4,0.78,11.02,-15.63,12.14
0.22,0.39,0.82,13.25,-22.81,12.41
0.24,0.37,0.84,15.77,-27.83,14.49
0.25,0.42,0.78,17.97,-37.65,22.58
0.22,0.47,0.72,21.54,-47.85,33.92
0.38,0.43,0.68,20.49,-51.15,30.37
0.21,0.47,0.77,20.56,-48.49,34.14
0.5,0.35,0.78,27.48,-51.91,31.37
0.27,0.43,0.74,31.88,-45.24,27.94
0.31,0.43,0.89,34.67,-45.18,35.42
0.39,0.48,0.82,39.5,-37.11,25.59
0.31,0.45,0.79,33.02,-57.68,26.98
0.37,0.48,0.97,33.1,-30.66,24.21
0.35,0.54,0.85,28.32,-25.36,14.87
0.28,0.52,0.9,25.28,-17.56,12.49
0.43,0.53,0.96,15.27,-3.86,13.07
0.4,0.52,0.81,10.55,-1.08,0.2
0.33,0.51,0.83,5.47,-1.83,-3.04
0.36,0.51,0.84,-1.04,-0.95,-2.5
0.42,0.51,0.86,-5.53,4.46,-6.5
0.49,0.51,0.84,-10.31,7.07,-16.66
0.35,0.52,0.85,-14.43,5.79,-24.72
0.33,0.5,0.86,-18.37,7.45,-29.18
0.36,0.49,0.84,-18.92,11.68,-31.28
0.43,0.46,0.85,-18.49,19.3,-28.2
0.45,0.44,0.83,-16.53,29.95,-24.82
0.49,0.46,0.79,-15.74,36.37,-24.02
0.47,0.47,0.77,-16.44,43.11,-23.15
0.45,0.47,0.72,-18.26,44.56,-22.41
0.38,0.47,0.73,-20.95,43.21,-20.67
0.33,0.49,0.76,-22.0,30.93,-23.44
0.26,0.45,0.8,-21.22,32.67,-20.61
0.27,0.44,0.81,-18.61,29.01,-19.27
0.28,0.44,0.79,-14.92,26.37,-16.98
0.26,0.43,0.79,-13.33,20.55,-12.84
0.28,0.44,0.81,-14.96,21.13,-6.61
0.36,0.45,0.85,-14.89,19.42,-4.18
0.35,0.44,0.8,-15.71,20.18,-2.37
0.31,0.46,0.82,-17.27,19.95,-0.09
0.26,0.45,0.79,-16.84,15.85,1.13
0.25,0.46,0.82,-19.82,17.74,4.56
0.31,0.43,0.81,-17.94,10.02,2.38
0.3,0.42,0.84,-16.11,20.87,1.92
0.24,0.44,0.77,-16.24,11.94,3.89
0.26,0.42,0.83,-14.76,12.66,4.73
0.3,0.42,0.81,-11.24,15.95,3.85
0.25,0.44,0.83,-10.03,13.47,5.07
0.27,0.43,0.82,-11.01,11.36,5.56
0.27,0.42,0.83,-10.96,11.37,3.08
0.26,0.41,0.81,-10.08,9.95,1.86
0.26,0.41,0.85,-9.74,7.98,0.46
0.24,0.4,0.84,-9.91,5.6,-0.43
0.24,0.41,0.84,-8.75,3.76,-1.83
0.23,0.42,0.85,-6.95,4.46,-2.09
0.22,0.42,0.85,-6.53,3.13,-1.39
0.23,0.4,0.85,-3.65,2.17,-0.24
0.23,0.41,0.85,-2.98,1.69,0.44
0.25,0.41,0.86,-2.26,5.24,1.86
0.25,0.4,0.84,-3.04,1.73,2.66
0.25,0.41,0.83,-2.03,-1.08,2.06
0.24,0.41,0.84,-0.82,-0.46,2.0
0.25,0.41,0.82,-0.75,-1.19,2.69
0.27,0.41,0.84,-0.2,-0.31,3.22
0.26,0.4,0.83,-0.56,-1.44,3.62
0.27,0.4,0.84,-0.95,-1.71,3.74
0.27,0.4,0.87,0.93,2.85,3.82
0.25,0.41,0.83,0.47,-0.27,4.21
