acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.52,0.74,0.41,1.37,2.24,-2.41
-0.52,0.75,0.41,1.85,1.18,-2.2
-0.52,0.77,0.41,2.52,0.32,-1.11
-0.52,0.77,0.41,3.27,0.11,0.06
-0.52,0.76,0.4,4.4,0.41,2.03
-0.53,0.74,0.41,4.43,0.79,2.76
-0.53,0.73,0.4,4.38,0.85,2.79
-0.53,0.73,0.4,3.6,0.0,2.79
-0.53,0.73,0.4,3.44,-0.23,2.99
-0.53,0.73,0.4,3.45,0.7,3.37
-0.53,0.73,0.4,3.71,2.73,3.71
-0.54,0.71,0.4,3.42,4.9,4.27
-0.54,0.71,0.39,3.13,7.04,4.26
-0.55,0.71,0.39,1.83,7.3,3.57
-0.54,0.71,0.39,0.87,6.52,3.18
-0.53,0.72,0.39,1.08,6.27,3.3
-0.52,0.72,0.39,1.39,7.21,2.92
-0.53,0.73,0.41,0.66,6.55,2.32
-0.53,0.73,0.4,-0.32,4.27,1.6
-0.53,0.74,0.39,-0.55,2.29,1.79
-0.53,0.74,0.39,-0.93,0.32,1.8
-0.53,0.75,0.38,-0.98,-1.19,1.82
-0.53,0.75,0.39,-0.08,-2.06,2.32
-0.52,0.73,0.4,0.98,-2.67,2.0
-0.52,0.74,0.4,2.09,-4.24,0.92
-0.53,0.74,0.39,2.47,-6.24,0.02
-0.54,0.74,0.38,2.06,-7.66,1.08
-0.54,0.74,0.37,1.98,-7.74,2.0
-0.54,0.73,0.38,1.89,-6.64,2.75
-0.54,0.73,0.39,1.8,-5.24,3.18
-0.54,0.72,0.39,1.56,-3.59,3.68
-0.54,0.72,0.4,0.7,-1.76,3.77
-0.54,0.71,0.41,-0.37,-0.27,3.19
-0.54,0.71,0.4,-1.27,1.57,3.07
-0.55,0.71,0.42,-2.32,4.47,3.36
-0.55,0.7,0.42,-3.89,7.16,3.39
-0.54,0.71,0.42,-4.49,10.29,3.44
-0.53,0.73,0.42,-4.87,13.48,4.11
