acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.58,0.71,0.38,-0.06,0.84,2.11
-0.58,0.71,0.39,-0.08,2.02,3.15
-0.57,0.7,0.4,-0.27,2.58,3.22
-0.58,0.69,0.4,-0.47,2.21,2.18
-0.58,0.69,0.39,-1.18,1.39,1.39
-0.58,0.7,0.4,-1.33,0.63,1.22
-0.57,0.71,0.4,-1.37,-0.12,1.11
-0.57,0.71,0.4,-1.05,-0.21,1.48
-0.57,0.71,0.39,-0.63,0.55,1.54
-0.57,0.7,0.39,-0.12,1.25,1.54
-0.58,0.7,0.39,0.09,1.1,1.54
-0.57,0.71,0.4,0.03,-0.09,1.51
-0.58,0.71,0.39,0.32,-1.31,1.28
-0.58,0.7,0.38,0.5,-1.45,1.16
-0.59,0.71,0.38,0.61,-0.95,1.11
-0.58,0.7,0.38,0.72,-0.31,1.3
-0.59,0.7,0.38,0.5,0.02,1.45
-0.58,0.7,0.39,0.56,0.02,1.51
-0.58,0.7,0.4,0.55,-0.14,1.57
-0.57,0.7,0.39,0.61,0.02,1.62
-0.58,0.7,0.4,0.41,0.41,1.71
-0.58,0.7,0.39,0.23,0.96,1.86
-0.58,0.7,0.39,-0.02,1.45,1.77
-0.58,0.7,0.39,-0.46,1.05,1.62
-0.58,0.7,0.39,-0.41,0.92,1.63
-0.58,0.7,0.4,-0.6,0.49,1.48
-0.58,0.7,0.38,-0.2,0.09,1.36
-0.58,0.7,0.39,-0.2,0.18,1.88
-0.57,0.71,0.4,-0.49,0.35,2.5
-0.57,0.7,0.4,-0.08,0.44,2.43
-0.58,0.7,0.39,0.35,0.52,2.12
-0.58,0.7,0.39,0.32,0.46,1.71
-0.58,0.71,0.39,0.17,-0.2,1.44
-0.58,0.7,0.4,-0.06,-0.9,1.53
-0.58,0.7,0.39,-0.09,-0.81,1.57
-0.57,0.7,0.39,0.02,-0.84,1.5
-0.57,0.71,0.4,0.21,-0.35,1.59
-0.57,0.7,0.4,0.37,-0.26,1.88
-0.57,0.7,0.4,0.24,0.11,2.05
-0.57,0.7,0.39,0.0,0.12,1.65
-0.57,0.7,0.39,-0.12,0.29,1.65
-0.58,0.7,0.39,-0.24,0.17,1.37
-0.58,0.7,0.4,-0.21,0.44,1.3
-0.58,0.7,0.4,-0.31,0.7,1.25
-0.58,0.7,0.39,-0.4,0.78,1.28
-0.58,0.71,0.39,-0.29,1.04,1.25
-0.57,0.7,0.39,-0.17,1.05,1.3
-0.58,0.71,0.39,-0.05,1.13,1.47
-0.57,0.7,0.39,-0.09,0.89,1.25
-0.57,0.7,0.4,0.09,0.58,1.3
-0.57,0.71,0.39,0.26,0.41,0.98
-0.57,0.71,0.39,0.4,0.29,1.01
-0.58,0.71,0.4,0.53,0.12,0.99
-0.58,0.7,0.39,0.67,-0.17,1.22
-0.58,0.7,0.38,0.95,0.26,1.39
-0.57,0.71,0.39,0.84,0.02,1.28
-0.58,0.7,0.39,0.9,0.32,1.36
-0.58,0.7,0.39,0.92,0.9,1.28
-0.57,0.7,0.39,0.69,1.07,1.59
-0.58,0.7,0.39,0.6,0.87,1.59
-0.57,0.7,0.39,0.67,1.08,1.53
-0.58,0.7,0.39,0.58,1.15,1.44
-0.57,0.7,0.4,0.41,1.5,1.56
-0.57,0.7,0.38,0.31,1.91,1.39
-0.58,0.7,0.39,0.21,1.92,1.44
-0.57,0.7,0.39,0.24,1.66,1.59
-0.58,0.7,0.39,0.52,1.59,1.5
-0.57,0.7,0.38,0.66,1.74,1.68
-0.58,0.71,0.39,0.61,1.97,1.62
-0.57,0.7,0.39,1.04,1.8,1.68
-0.57,0.7,0.4,1.08,1.92,1.92
-0.57,0.7,0.39,1.5,2.03,1.85
-0.57,0.69,0.39,2.24,2.64,2.26
-0.57,0.71,0.39,2.49,3.31,1.85
-0.58,0.71,0.38,2.47,3.37,1.66
-0.58,0.69,0.39,2.5,3.3,1.69
-0.58,0.7,0.39,2.43,3.39,1.6
-0.58,0.7,0.39,2.55,3.5,1.47
-0.58,0.71,0.38,2.56,4.17,1.37
-0.58,0.71,0.38,2.78,3.77,1.05
-0.58,0.71,0.39,2.73,3.08,0.76
-0.58,0.71,0.39,2.63,2.5,0.9
-0.58,0.71,0.39,2.21,2.41,1.24
-0.58,0.7,0.38,2.17,2.95,1.16
-0.58,0.71,0.39,1.59,2.81,0.81
-0.58,0.7,0.39,1.34,2.34,0.84
-0.58,0.71,0.39,1.28,2.06,0.46
-0.57,0.71,0.38,1.21,1.63,0.47
-0.58,0.7,0.38,1.24,1.91,0.53
-0.57,0.7,0.38,0.81,1.92,0.5
-0.58,0.71,0.39,0.66,1.83,0.53
-0.57,0.71,0.39,0.34,1.6,0.63
-0.57,0.71,0.38,0.34,0.78,0.56
-0.58,0.72,0.4,0.81,0.7,0.37
-0.57,0.71,0.39,0.73,0.72,0.55
-0.57,0.71,0.38,0.72,0.43,0.56
-0.58,0.7,0.38,1.24,1.08,0.29
-0.59,0.71,0.38,0.32,0.76,0.32
-0.59,0.7,0.38,-0.29,0.6,0.31
-0.59,0.71,0.38,-0.31,-0.06,-0.09
-0.59,0.7,0.38,0.15,0.89,0.95
-0.59,0.7,0.38,0.76,3.24,1.47
-0.59,0.69,0.38,1.6,5.05,0.92
-0.58,0.69,0.38,2.03,6.49,-0.26
-0.59,0.7,0.39,1.16,5.6,-0.72
-0.59,0.7,0.39,1.24,4.2,-1.07
-0.58,0.72,0.39,1.57,2.67,-1.31
-0.58,0.72,0.38,1.94,2.47,-1.04
-0.57,0.71,0.39,2.17,2.49,-0.46
-0.58,0.7,0.38,2.17,3.21,-0.66
-0.59,0.71,0.37,1.88,2.53,-0.4
-0.58,0.71,0.38,1.8,1.77,-0.82
-0.59,0.7,0.38,1.97,1.54,-0.37
-0.59,0.7,0.38,1.6,1.73,-0.15
-0.59,0.71,0.38,1.25,1.94,-0.82
-0.59,0.7,0.37,1.36,2.73,-1.27
-0.59,0.7,0.38,1.13,2.99,-1.3
-0.6,0.7,0.36,1.21,2.76,-1.28
