acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.38,0.48,0.79,0.18,0.99,0.75
0.38,0.48,0.79,0.03,0.98,0.6
0.38,0.49,0.78,-0.47,0.93,0.24
0.38,0.48,0.79,-0.72,1.07,0.44
0.38,0.48,0.79,-0.98,0.37,0.47
0.38,0.48,0.79,-0.55,0.43,0.47
0.38,0.49,0.79,-0.49,0.75,0.72
0.38,0.47,0.79,-0.43,0.93,0.84
0.38,0.48,0.79,-0.5,1.07,1.1
0.38,0.47,0.79,-0.4,0.61,1.18
0.37,0.47,0.79,-0.17,0.47,1.27
0.38,0.48,0.79,0.06,0.37,1.51
0.38,0.47,0.78,0.17,0.61,1.69
0.38,0.48,0.77,-0.15,-0.06,1.86
0.38,0.49,0.77,0.0,0.18,1.47
0.38,0.49,0.78,-0.24,-0.61,1.54
0.38,0.49,0.79,-0.38,-0.95,1.98
0.38,0.48,0.78,0.15,-0.72,1.95
0.38,0.48,0.79,-0.18,-0.32,2.05
0.38,0.48,0.78,-0.4,-0.29,2.05
0.38,0.48,0.8,-0.43,-0.52,1.91
0.38,0.48,0.8,-0.35,-0.96,1.92
0.38,0.49,0.79,-0.49,-1.01,1.73
0.38,0.49,0.78,-0.72,-1.05,1.42
0.39,0.49,0.78,-0.82,-0.84,1.48
0.38,0.48,0.79,-0.75,-1.02,1.71
0.38,0.48,0.79,-0.87,-0.5,1.79
0.38,0.47,0.79,-0.96,-0.2,1.85
0.38,0.47,0.79,-1.07,0.05,1.94
0.38,0.47,0.8,-1.27,-0.15,1.89
0.38,0.47,0.78,-1.33,-0.32,1.83
0.39,0.48,0.79,-1.19,-0.34,1.92
0.38,0.49,0.79,-1.24,-0.2,1.85
0.39,0.48,0.79,-1.15,-0.5,1.71
0.38,0.48,0.79,-0.9,-0.32,1.68
0.39,0.48,0.79,-0.81,-0.44,1.62
0.39,0.48,0.78,-0.66,-0.02,1.5
0.39,0.48,0.79,-0.47,0.15,1.33
0.39,0.48,0.79,-0.32,0.32,1.27
0.39,0.47,0.78,-0.21,0.14,1.37
0.39,0.48,0.79,-0.37,0.14,1.04
0.38,0.48,0.77,-0.46,0.24,1.13
0.38,0.48,0.78,-0.49,-0.03,0.93
0.39,0.47,0.78,-0.46,-0.17,1.24
0.39,0.48,0.79,-0.73,0.05,1.15
0.39,0.47,0.79,-0.63,0.15,1.47
0.38,0.47,0.79,-0.58,0.18,1.57
0.39,0.48,0.78,-0.5,0.5,1.66
0.39,0.47,0.79,-0.32,0.61,1.91
0.39,0.47,0.8,-0.12,0.58,1.77
0.39,0.47,0.79,0.05,0.63,1.88
0.39,0.47,0.79,-0.09,0.53,1.79
0.38,0.48,0.78,0.11,0.38,1.76
0.38,0.47,0.78,0.03,0.46,1.79
0.38,0.48,0.78,-0.23,0.31,1.76
0.38,0.47,0.79,-0.18,0.35,1.42
0.39,0.47,0.8,-0.56,0.44,1.3
0.39,0.47,0.79,-0.61,0.63,1.3
0.38,0.48,0.79,-0.66,0.38,1.22
0.38,0.48,0.79,-0.66,0.6,1.1
0.39,0.48,0.78,-0.81,0.46,1.05
0.38,0.48,0.79,-0.82,0.35,0.96
0.39,0.48,0.79,-0.75,0.32,0.99
0.39,0.48,0.78,-0.43,0.37,0.82
0.39,0.47,0.78,-0.27,0.27,0.99
0.39,0.47,0.79,-0.08,0.15,1.13
0.38,0.47,0.79,0.09,0.41,1.01
0.38,0.47,0.79,0.11,0.37,1.27
0.39,0.47,0.8,0.11,0.37,1.54
0.38,0.47,0.79,0.09,0.47,1.69
0.39,0.48,0.79,0.21,0.75,1.65
0.38,0.47,0.78,0.18,0.55,1.71
0.39,0.48,0.78,0.17,0.43,1.83
0.38,0.47,0.79,-0.08,0.73,1.65
0.39,0.48,0.79,-0.11,0.63,1.53
0.39,0.48,0.79,-0.2,0.63,1.36
0.39,0.47,0.78,-0.34,0.64,1.39
0.39,0.48,0.79,-0.14,0.64,1.51
0.39,0.47,0.79,-0.29,0.61,1.27
0.39,0.48,0.8,0.21,1.15,0.95
0.38,0.48,0.8,0.29,1.53,0.87
0.39,0.47,0.79,0.49,1.28,0.7
0.39,0.47,0.79,0.27,0.99,0.81
0.39,0.47,0.79,-0.41,0.47,0.7
0.38,0.48,0.79,-0.82,-0.18,0.72
0.37,0.49,0.79,-0.87,-0.41,0.72
0.37,0.48,0.79,-0.29,-0.52,1.18
0.39,0.47,0.79,0.29,-0.34,2.02
0.39,0.46,0.78,1.08,0.85,2.15
0.4,0.46,0.79,1.13,1.8,2.11
0.4,0.45,0.8,1.21,1.65,1.89
0.39,0.46,0.8,1.01,0.96,1.56
0.38,0.48,0.79,0.61,0.4,1.62
0.38,0.48,0.78,0.85,0.46,1.56
0.39,0.48,0.79,1.02,0.79,1.5
0.39,0.48,0.79,0.89,0.55,1.15
0.39,0.48,0.79,1.1,0.72,1.1
0.39,0.48,0.78,0.85,0.81,1.02
0.38,0.47,0.79,0.23,0.98,0.56
0.38,0.48,0.79,-0.18,0.93,0.34
0.38,0.48,0.78,-0.34,0.7,0.2
0.38,0.48,0.79,-0.38,0.89,0.15
0.39,0.47,0.78,-0.29,0.72,0.32
0.38,0.48,0.79,-0.38,0.5,0.46
0.38,0.47,0.79,0.4,0.63,0.41
0.39,0.47,0.78,1.15,0.95,0.78
0.38,0.47,0.77,2.31,1.51,0.58
0.38,0.47,0.79,3.37,1.68,0.81
0.39,0.47,0.79,3.57,1.73,1.04
0.39,0.46,0.8,2.24,0.34,1.21
0.38,0.47,0.79,3.69,1.62,0.55
0.39,0.47,0.78,4.35,1.24,0.4
0.39,0.48,0.78,4.43,0.93,0.09
0.38,0.48,0.77,4.9,0.93,-0.87
0.39,0.49,0.77,5.6,0.98,-1.95
0.38,0.5,0.8,3.73,1.07,-2.03
0.37,0.5,0.8,2.6,0.64,-1.94
0.38,0.48,0.79,2.09,-0.43,-1.74
0.38,0.48,0.8,1.19,-0.12,-2.61
0.38,0.47,0.8,0.78,-0.47,-4.35
0.37,0.48,0.8,0.17,-1.59,-5.88
0.37,0.49,0.79,-0.17,-2.96,-6.66
0.37,0.48,0.78,0.43,-4.14,-7.86
0.38,0.48,0.77,1.88,-4.03,-8.23
0.37,0.48,0.77,1.48,-3.24,-8.75
0.36,0.47,0.77,1.86,-3.22,-9.33
0.38,0.48,0.77,2.96,-5.47,-7.92
0.39,0.49,0.78,3.27,-4.08,-7.31
0.39,0.48,0.78,3.42,-3.11,-6.7
0.4,0.5,0.78,2.93,-2.78,-3.22
0.38,0.5,0.76,3.37,-2.55,-0.89
0.39,0.48,0.77,4.24,-3.37,0.06
0.41,0.5,0.79,3.07,-2.5,1.25
0.39,0.51,0.79,2.11,-3.34,0.93
0.37,0.49,0.78,3.85,-4.82,-1.36
0.37,0.47,0.77,7.77,-6.63,-2.5
0.39,0.48,0.75,11.24,-5.86,-3.59
0.41,0.49,0.76,11.69,-2.09,-6.08
0.4,0.49,0.71,14.49,-2.23,-4.67
0.42,0.48,0.66,18.63,3.04,0.89
0.47,0.49,0.73,20.64,7.19,3.42
