acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.36,0.44,0.81,2.29,0.49,1.59
0.36,0.44,0.82,2.49,0.69,1.24
0.36,0.44,0.82,2.35,0.56,0.98
0.36,0.44,0.81,3.02,0.66,0.72
0.36,0.44,0.82,2.66,0.93,1.07
0.35,0.45,0.81,2.63,-0.58,1.08
0.36,0.45,0.82,3.11,1.19,0.98
0.36,0.45,0.81,2.96,0.58,0.75
0.37,0.46,0.81,2.82,0.98,0.7
0.36,0.45,0.81,3.16,0.55,0.5
0.36,0.46,0.82,2.92,0.93,0.53
0.36,0.45,0.81,2.67,0.87,0.66
0.36,0.45,0.82,2.58,0.72,0.44
0.36,0.46,0.82,2.4,-0.14,0.03
0.36,0.44,0.83,2.14,-1.66,-0.24
0.35,0.45,0.83,1.88,1.24,-0.11
0.36,0.45,0.82,1.92,0.55,0.26
0.36,0.45,0.8,2.43,0.35,0.06
0.36,0.45,0.81,2.05,0.09,0.44
0.36,0.45,0.82,2.35,0.76,0.09
0.36,0.44,0.82,2.26,1.51,0.44
0.37,0.45,0.81,2.84,1.36,0.56
0.36,0.45,0.82,3.3,0.89,0.99
0.36,0.45,0.8,4.12,1.74,0.72
0.35,0.45,0.81,3.86,0.35,0.87
0.35,0.45,0.83,4.09,1.66,1.1
0.35,0.45,0.81,3.56,0.87,1.31
0.36,0.45,0.82,3.73,1.45,1.36
0.35,0.45,0.82,3.77,1.05,1.34
0.36,0.45,0.81,3.89,0.34,1.39
0.36,0.46,0.81,3.8,0.92,1.3
0.35,0.46,0.81,3.45,0.85,1.04
0.36,0.46,0.82,2.95,0.43,1.27
0.36,0.46,0.81,2.96,1.19,1.04
0.36,0.45,0.82,2.58,0.73,0.98
0.36,0.47,0.81,2.29,0.44,1.1
0.36,0.46,0.82,2.08,0.98,0.9
0.35,0.46,0.81,2.23,-0.4,0.89
0.35,0.46,0.8,2.56,0.2,0.46
0.36,0.46,0.81,2.38,1.11,0.26
0.36,0.47,0.81,2.38,-0.44,0.17
0.35,0.46,0.8,2.6,0.21,0.17
0.36,0.47,0.81,2.37,-0.12,0.6
0.36,0.46,0.82,1.89,-0.21,0.64
0.35,0.46,0.81,2.18,0.82,0.27
0.36,0.46,0.81,1.95,1.5,0.67
0.35,0.47,0.81,1.91,1.16,0.87
0.36,0.47,0.8,1.85,1.04,0.9
0.36,0.47,0.82,2.03,1.04,1.04
0.36,0.46,0.79,2.24,1.39,1.01
0.36,0.46,0.82,2.02,0.96,1.21
0.36,0.46,0.81,2.34,0.41,1.07
0.37,0.46,0.81,2.14,1.1,1.1
0.36,0.47,0.81,3.11,1.37,0.7
0.36,0.47,0.82,3.44,1.62,0.35
0.36,0.47,0.81,3.01,1.01,0.6
0.35,0.46,0.81,2.4,0.66,0.98
0.35,0.46,0.8,1.68,-0.14,1.08
0.34,0.47,0.8,0.87,0.27,0.95
0.34,0.48,0.81,1.24,-0.31,1.04
0.34,0.48,0.81,1.51,-0.53,1.51
0.35,0.46,0.81,1.97,0.0,2.4
0.37,0.45,0.8,3.05,1.01,2.64
0.38,0.45,0.8,2.79,1.97,2.41
0.37,0.46,0.8,2.9,1.34,1.98
0.37,0.47,0.81,2.93,0.56,1.62
0.36,0.48,0.8,2.98,0.47,1.37
0.35,0.48,0.8,2.73,0.58,1.69
0.35,0.48,0.78,0.89,-2.99,2.18
0.35,0.48,0.83,1.77,1.1,0.99
0.35,0.47,0.81,1.74,-0.72,0.98
0.36,0.48,0.82,1.42,1.01,0.81
0.36,0.47,0.8,1.24,0.96,0.38
0.35,0.47,0.81,0.87,1.11,0.31
0.36,0.47,0.81,0.79,1.11,0.11
0.36,0.48,0.8,1.25,1.31,0.44
0.36,0.48,0.81,0.99,1.33,0.67
0.35,0.48,0.82,0.93,0.81,0.82
0.35,0.48,0.8,1.5,0.82,1.11
0.36,0.47,0.81,1.42,0.6,1.69
0.36,0.47,0.8,1.68,0.89,2.21
0.35,0.47,0.8,1.25,-0.64,3.5
0.37,0.47,0.81,0.67,-0.84,5.65
0.37,0.47,0.81,-0.44,-0.85,6.95
0.37,0.48,0.82,-2.32,-0.67,8.08
0.36,0.48,0.8,-2.58,-0.17,7.74
0.35,0.48,0.8,-2.89,-0.56,6.9
0.34,0.47,0.8,-3.13,-1.27,5.66
0.34,0.47,0.8,-2.4,-1.6,5.3
0.35,0.46,0.8,-1.94,-0.98,4.46
0.35,0.46,0.8,-1.51,-1.01,3.59
0.36,0.46,0.8,-1.19,-0.99,2.99
0.36,0.46,0.8,-0.47,-1.02,2.15
0.36,0.47,0.8,0.52,-0.55,1.37
0.36,0.46,0.8,1.07,-0.52,0.64
0.36,0.47,0.79,1.45,-0.03,-0.18
0.36,0.47,0.8,1.83,0.15,-0.64
0.36,0.46,0.81,2.29,0.47,-1.16
0.36,0.46,0.8,2.76,0.98,-1.1
0.36,0.46,0.81,3.33,1.22,-1.63
0.35,0.46,0.8,3.68,1.92,-2.44
0.34,0.46,0.79,5.39,2.56,-3.85
0.35,0.46,0.79,7.95,3.57,-4.81
0.35,0.47,0.79,8.9,3.54,-6.6
0.35,0.48,0.8,9.39,3.31,-8.24
0.36,0.49,0.83,8.12,3.18,-7.88
0.36,0.48,0.8,8.26,0.7,-7.16
0.36,0.47,0.8,7.79,1.53,-7.3
0.34,0.48,0.8,7.91,1.42,-8.73
0.35,0.49,0.82,7.42,1.21,-8.67
0.37,0.49,0.82,5.21,0.63,-6.81
0.35,0.5,0.8,3.77,-0.06,-6.72
