acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.26,0.4,0.85,-1.71,0.56,-0.43
0.26,0.4,0.86,-1.69,0.61,-0.75
0.25,0.41,0.85,-1.54,0.7,-0.9
0.25,0.4,0.85,-1.4,0.67,-0.96
0.25,0.4,0.85,-1.15,0.72,-0.78
0.26,0.41,0.85,-1.11,1.16,-0.46
0.26,0.4,0.85,-1.11,0.87,-0.26
0.26,0.4,0.85,-0.49,0.64,0.21
0.25,0.41,0.86,0.02,0.99,0.73
0.25,0.41,0.86,-0.31,0.87,1.3
0.26,0.4,0.87,-0.52,0.89,1.66
0.26,0.39,0.87,-0.47,0.58,1.89
0.26,0.4,0.85,-0.37,0.63,2.03
0.26,0.4,0.85,-0.18,0.72,2.03
0.26,0.41,0.84,-0.21,0.75,2.2
0.26,0.41,0.85,0.12,0.73,1.74
0.26,0.41,0.85,0.08,0.37,1.42
0.26,0.42,0.86,-0.31,0.09,1.71
0.27,0.42,0.85,-0.06,0.4,1.39
0.26,0.41,0.84,-0.87,0.79,1.31
0.26,0.4,0.85,-1.39,0.64,0.69
0.26,0.39,0.85,-1.5,0.38,0.26
0.26,0.4,0.86,-1.21,0.02,0.34
0.26,0.4,0.85,-1.21,-0.35,0.41
0.26,0.41,0.85,-1.04,-0.08,0.55
0.26,0.41,0.85,-1.37,-0.11,0.67
0.26,0.4,0.85,-0.79,-0.05,0.76
0.26,0.4,0.85,-0.6,0.08,1.3
0.27,0.4,0.86,-0.09,0.18,1.51
0.26,0.4,0.85,0.09,0.21,1.82
0.26,0.4,0.85,0.09,0.12,1.68
0.26,0.39,0.85,0.21,0.26,1.82
0.26,0.41,0.86,0.26,0.64,1.8
0.26,0.41,0.85,0.31,0.49,1.74
0.26,0.4,0.85,0.49,0.27,1.86
0.26,0.41,0.85,0.72,0.7,1.77
0.26,0.41,0.85,0.66,0.55,1.56
0.26,0.4,0.85,0.52,0.47,1.24
0.26,0.4,0.86,0.76,0.63,1.04
0.26,0.39,0.85,0.63,0.53,1.11
0.26,0.4,0.85,0.56,0.26,0.92
0.26,0.4,0.86,0.66,0.41,0.92
0.26,0.41,0.86,0.76,0.63,0.89
0.26,0.4,0.85,0.49,0.53,0.92
0.26,0.4,0.86,0.82,0.66,0.84
0.26,0.4,0.85,0.92,0.75,0.9
0.26,0.41,0.86,1.01,1.07,0.89
0.26,0.4,0.85,1.11,0.78,0.98
0.26,0.4,0.85,1.31,1.19,1.05
0.27,0.4,0.84,1.27,1.36,1.56
0.27,0.4,0.85,1.54,1.56,1.85
0.26,0.4,0.85,1.56,1.51,1.88
0.26,0.4,0.85,1.85,1.91,2.15
0.25,0.41,0.86,1.74,1.86,2.26
0.26,0.41,0.86,1.19,1.48,2.02
0.27,0.41,0.86,1.08,1.16,1.83
0.27,0.41,0.86,0.72,1.25,1.34
0.26,0.41,0.86,0.69,1.63,1.05
0.27,0.41,0.85,0.38,1.3,0.98
0.26,0.41,0.85,0.78,1.39,0.95
0.26,0.4,0.85,0.31,1.31,0.93
0.26,0.41,0.86,0.09,1.22,0.63
0.26,0.4,0.84,0.08,1.51,0.6
0.26,0.4,0.84,0.11,1.62,0.56
0.26,0.4,0.84,0.02,1.85,0.53
0.26,0.4,0.85,0.18,1.48,0.73
0.26,0.4,0.85,0.35,1.37,0.95
0.26,0.4,0.85,0.4,1.27,1.24
0.26,0.4,0.85,0.41,1.25,1.31
0.26,0.4,0.85,0.35,1.24,1.37
0.26,0.41,0.85,0.56,1.21,1.57
0.26,0.41,0.85,0.47,1.4,1.1
0.26,0.41,0.85,0.67,1.5,1.28
0.26,0.41,0.86,0.7,1.33,1.36
0.26,0.4,0.85,0.79,1.54,1.22
0.26,0.41,0.86,0.67,1.53,1.02
0.26,0.41,0.85,0.67,1.19,1.34
0.26,0.41,0.85,0.87,1.19,1.13
0.26,0.42,0.86,1.13,1.47,1.01
0.26,0.41,0.85,0.69,1.4,1.1
0.26,0.4,0.85,0.89,1.63,1.07
0.26,0.4,0.86,0.84,1.91,0.9
0.25,0.41,0.86,0.34,1.34,1.04
0.26,0.4,0.85,-0.14,1.21,0.76
0.25,0.41,0.86,0.49,1.1,0.76
0.25,0.41,0.85,0.55,0.43,1.47
0.26,0.41,0.85,0.98,0.75,2.29
0.26,0.4,0.86,1.22,1.6,2.75
0.26,0.39,0.86,0.87,1.74,2.81
0.26,0.39,0.86,0.41,1.47,2.67
0.26,0.4,0.85,0.76,0.5,2.21
0.26,0.41,0.85,1.07,0.11,2.05
0.27,0.42,0.84,1.15,0.18,2.14
0.27,0.42,0.85,0.52,0.79,2.05
0.27,0.42,0.85,0.03,0.6,1.71
0.26,0.41,0.86,-0.41,0.43,1.02
0.26,0.4,0.86,-0.52,1.07,0.82
0.26,0.41,0.86,-0.52,0.84,0.66
0.25,0.41,0.85,-0.53,0.75,0.61
0.25,0.41,0.85,-0.37,0.66,0.58
0.25,0.41,0.85,-0.23,0.93,1.05
0.25,0.4,0.86,-0.58,1.22,1.42
0.25,0.41,0.85,-0.49,1.11,1.51
0.26,0.41,0.85,-0.15,1.04,2.03
0.25,0.4,0.85,0.5,1.28,2.31
0.26,0.4,0.84,1.13,0.87,2.73
0.26,0.4,0.84,1.53,0.96,3.53
0.26,0.4,0.85,1.34,1.02,3.62
0.26,0.4,0.85,2.02,1.05,3.5
0.27,0.41,0.85,1.76,1.11,3.4
0.26,0.41,0.84,1.47,1.13,2.98
0.26,0.42,0.86,0.96,0.9,2.44
0.25,0.42,0.84,-0.02,0.26,1.97
0.25,0.41,0.85,0.85,0.35,1.66
0.26,0.41,0.84,1.27,1.18,1.77
0.26,0.4,0.85,1.25,1.56,1.25
0.25,0.4,0.84,1.97,1.28,0.44
0.26,0.41,0.86,2.17,0.41,0.37
0.26,0.41,0.86,2.12,0.56,0.18
0.26,0.41,0.85,2.08,0.5,0.56
0.25,0.41,0.85,2.78,0.21,0.5
0.26,0.42,0.85,2.5,0.76,0.78
0.26,0.41,0.85,2.69,1.04,0.87
0.25,0.41,0.85,2.32,0.11,0.29
0.25,0.4,0.86,2.53,0.2,-0.76
0.25,0.41,0.85,2.34,-0.03,-0.89
0.25,0.41,0.85,3.13,0.24,-1.8
0.26,0.42,0.86,3.08,0.18,-1.48
0.26,0.41,0.84,3.6,0.14,-1.86
0.25,0.41,0.84,4.12,0.61,-1.8
0.25,0.42,0.85,4.31,1.4,-2.21
0.25,0.42,0.85,3.68,0.81,-3.44
0.24,0.42,0.83,4.2,-0.24,-3.8
0.25,0.41,0.84,4.93,-0.9,-4.06
0.25,0.42,0.84,4.76,-0.56,-6.14
0.25,0.42,0.84,5.24,-0.6,-7.54
0.24,0.41,0.83,5.37,-1.59,-7.39
0.24,0.42,0.84,5.79,-1.77,-7.77
0.25,0.42,0.84,6.87,-2.23,-8.11
0.25,0.42,0.82,8.06,-1.15,-7.88
0.25,0.41,0.82,9.59,-1.51,-6.17
0.28,0.4,0.82,11.07,-2.44,-2.73
0.28,0.4,0.82,11.73,-3.79,1.47
0.27,0.39,0.78,12.49,-6.82,6.03
0.25,0.39,0.71,19.16,-13.89,13.27
0.29,0.35,0.67,30.96,-20.99,27.07
0.41,0.31,0.59,50.23,-23.8,44.53
0.5,0.33,0.47,73.79,-27.62,57.6
0.51,0.37,0.68,79.04,-42.41,45.39
