acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.38,0.45,0.8,4.67,2.32,1.31
0.38,0.45,0.79,4.99,2.5,1.74
0.38,0.46,0.8,5.57,1.98,1.97
0.38,0.46,0.8,5.82,1.91,2.05
0.38,0.47,0.79,4.98,1.39,2.23
0.38,0.47,0.8,4.44,0.93,2.29
0.38,0.47,0.79,4.34,1.44,1.54
0.38,0.48,0.78,3.69,0.84,1.51
0.38,0.48,0.79,3.13,0.87,1.6
0.37,0.47,0.78,2.78,1.34,1.59
0.38,0.47,0.79,2.82,1.05,0.99
0.37,0.47,0.79,2.4,0.5,0.85
0.38,0.48,0.8,2.58,0.15,0.56
0.38,0.47,0.79,2.63,-0.4,0.63
0.38,0.48,0.79,2.78,0.29,0.21
0.38,0.47,0.79,2.44,0.27,0.53
0.38,0.46,0.8,2.4,0.26,0.43
0.37,0.47,0.79,2.92,0.09,0.58
0.37,0.47,0.8,3.27,-0.14,0.85
0.37,0.47,0.79,3.22,0.34,0.93
0.37,0.47,0.79,3.51,0.7,0.82
0.38,0.46,0.8,3.24,0.82,1.11
0.37,0.47,0.78,3.59,0.31,1.02
0.37,0.48,0.79,3.73,1.37,1.3
0.38,0.48,0.79,3.36,1.22,1.4
0.38,0.48,0.79,3.37,1.68,1.01
0.38,0.48,0.79,3.57,1.6,0.78
0.37,0.48,0.79,3.69,1.22,0.85
0.38,0.48,0.79,3.19,1.15,0.7
0.37,0.47,0.79,3.02,1.4,0.44
0.38,0.48,0.8,2.64,0.98,0.34
0.38,0.48,0.79,2.38,0.89,0.14
0.37,0.47,0.79,2.24,0.47,0.34
0.38,0.48,0.79,2.43,1.04,0.12
0.38,0.48,0.79,2.2,1.1,0.02
0.37,0.49,0.79,2.27,1.22,0.08
0.38,0.48,0.79,2.11,1.16,0.0
0.38,0.47,0.79,2.2,1.24,0.2
0.38,0.48,0.79,2.38,1.08,0.29
0.38,0.48,0.79,2.56,1.1,0.49
0.37,0.48,0.79,2.92,1.08,0.35
0.38,0.48,0.8,3.33,1.5,0.47
0.38,0.48,0.79,3.73,1.4,0.26
0.37,0.48,0.79,3.91,1.25,0.12
0.37,0.48,0.79,3.74,1.22,0.26
0.37,0.49,0.78,3.51,0.82,0.15
0.37,0.48,0.78,2.34,0.08,0.56
0.37,0.48,0.8,2.98,1.05,0.32
0.37,0.48,0.79,3.13,0.93,0.29
0.38,0.48,0.78,3.07,0.92,0.34
0.38,0.48,0.78,3.21,1.19,0.49
0.38,0.49,0.78,3.39,1.56,0.49
0.37,0.49,0.79,3.54,1.82,0.53
0.37,0.49,0.78,4.03,2.15,0.89
0.37,0.48,0.79,4.02,2.11,0.98
0.37,0.49,0.8,3.69,1.66,1.21
0.37,0.49,0.8,4.02,1.83,1.25
0.37,0.49,0.79,3.98,1.59,1.51
0.36,0.48,0.78,3.79,1.31,1.51
0.37,0.49,0.79,3.54,0.96,1.47
0.37,0.48,0.78,3.31,0.99,1.3
0.37,0.49,0.78,2.96,0.89,1.24
0.37,0.49,0.77,2.75,1.01,1.16
0.37,0.49,0.78,2.76,0.78,0.9
0.37,0.5,0.78,2.67,1.16,0.81
0.38,0.5,0.78,1.73,0.38,0.84
0.37,0.49,0.77,2.27,0.84,0.44
0.37,0.49,0.78,2.2,0.87,0.23
0.38,0.49,0.79,1.83,0.98,0.02
0.37,0.5,0.78,2.24,1.42,-0.23
0.36,0.49,0.79,2.46,1.68,-0.34
0.36,0.49,0.79,2.17,1.63,0.05
0.37,0.49,0.79,1.3,1.19,0.66
0.36,0.49,0.79,0.21,0.44,1.24
0.36,0.49,0.78,-0.32,-0.17,1.4
0.36,0.5,0.78,-0.55,-0.44,1.53
0.36,0.51,0.78,-0.15,-0.5,1.82
0.37,0.49,0.78,0.87,0.43,2.26
0.39,0.48,0.78,2.03,2.12,2.49
0.39,0.47,0.78,2.44,2.79,2.6
0.38,0.48,0.79,2.67,2.46,2.72
0.38,0.48,0.78,2.64,1.47,2.34
0.37,0.5,0.77,2.67,0.75,1.86
0.37,0.51,0.77,2.5,0.38,1.83
0.36,0.51,0.78,2.12,0.6,2.02
0.36,0.5,0.77,1.77,0.55,1.77
0.36,0.5,0.77,1.16,-0.43,1.63
0.37,0.49,0.78,0.87,0.44,1.22
0.37,0.5,0.78,0.87,0.95,1.11
0.37,0.5,0.78,0.76,1.15,0.64
0.37,0.5,0.78,0.6,1.33,0.46
0.37,0.5,0.77,0.49,1.21,0.43
0.37,0.5,0.78,0.17,1.19,0.6
0.37,0.5,0.79,0.35,0.87,0.98
0.36,0.5,0.79,0.46,0.76,0.96
0.37,0.49,0.78,0.82,0.63,1.27
0.37,0.49,0.78,1.08,0.67,1.62
0.37,0.49,0.78,1.56,0.9,1.63
0.38,0.5,0.78,1.91,0.98,1.91
0.38,0.49,0.77,2.82,1.36,1.69
0.37,0.5,0.77,3.37,1.77,1.44
0.37,0.49,0.77,2.9,1.76,1.16
0.36,0.51,0.78,2.31,1.68,1.18
0.35,0.5,0.78,2.06,0.95,0.98
0.36,0.5,0.78,2.41,0.75,0.76
0.37,0.49,0.77,3.8,1.56,-0.23
0.38,0.49,0.77,4.82,2.34,-1.13
0.37,0.5,0.79,5.39,2.49,-1.44
0.37,0.49,0.78,5.77,2.17,-1.5
0.38,0.5,0.77,6.34,3.22,-1.88
0.38,0.52,0.78,4.43,3.1,-2.61
0.36,0.52,0.8,3.59,3.22,-3.33
0.35,0.5,0.78,4.35,1.6,-3.11
0.36,0.49,0.77,4.93,1.92,-2.75
0.36,0.51,0.77,4.21,0.99,-2.67
0.36,0.5,0.79,3.89,2.56,-3.86
0.36,0.5,0.78,4.15,3.31,-4.12
0.36,0.49,0.79,4.53,6.4,-4.06
0.36,0.51,0.77,4.18,3.39,-3.44
0.35,0.51,0.78,3.42,2.24,-3.11
0.35,0.5,0.78,5.47,3.62,-4.0
0.36,0.51,0.79,6.08,4.29,-4.89
0.35,0.5,0.77,5.01,2.21,-5.48
0.36,0.51,0.77,7.27,4.32,-5.86
0.36,0.52,0.78,7.63,3.89,-5.51
0.38,0.52,0.75,6.24,1.22,-4.96
0.37,0.53,0.78,7.8,3.08,-4.75
0.37,0.53,0.78,5.88,2.14,-4.08
0.37,0.52,0.76,4.35,0.34,-3.56
0.37,0.53,0.78,4.43,0.29,-2.64
0.36,0.53,0.76,3.08,0.21,-1.85
0.35,0.52,0.76,4.87,-0.69,-0.85
0.34,0.5,0.7,7.83,4.11,3.07
0.34,0.51,0.77,11.91,3.69,1.47
0.35,0.51,0.74,13.8,0.79,3.13
0.35,0.5,0.73,16.53,-0.76,5.37
0.47,0.52,0.84,17.18,-1.83,11.5
0.18,0.49,0.66,7.02,0.17,7.53
0.33,0.46,0.8,19.27,-5.05,13.76
0.36,0.55,0.71,19.68,1.05,16.78
0.26,0.53,0.78,17.25,-6.17,14.44
0.32,0.48,0.76,22.81,-16.75,21.27
0.35,0.49,0.69,29.79,-24.76,26.61
0.34,0.49,0.64,32.47,-32.43,25.53
0.4,0.52,0.68,43.47,-24.56,23.62
0.45,0.52,0.68,51.77,-23.01,23.69
0.23,0.52,0.6,61.21,-32.53,19.76
0.35,0.57,0.72,74.34,-20.93,11.34
0.59,0.6,0.89,71.71,-18.75,21.56
0.24,0.62,0.73,69.18,-21.28,12.85
0.55,0.59,0.79,66.75,-17.8,16.4
0.37,0.64,0.78,59.8,-16.61,13.42
0.49,0.64,0.77,53.62,-9.8,14.05
0.38,0.64,0.69,48.79,-9.31,4.05
0.42,0.66,0.71,38.58,-4.55,6.72
0.47,0.65,0.74,31.4,-4.72,5.01
0.37,0.67,0.73,22.79,-6.56,2.84
0.4,0.65,0.74,13.6,-5.6,1.57
0.41,0.66,0.73,5.05,-4.76,0.85
0.47,0.66,0.71,-2.49,-4.6,-4.34
0.42,0.67,0.67,-8.75,-5.31,-7.54
0.41,0.66,0.7,-15.95,-4.31,-10.76
0.43,0.64,0.7,-22.37,-4.08,-12.92
0.43,0.62,0.69,-23.97,-2.24,-14.27
0.46,0.63,0.7,-27.44,0.21,-19.77
0.45,0.65,0.7,-31.97,2.14,-25.54
0.42,0.65,0.73,-36.96,5.45,-27.36
0.42,0.62,0.73,-40.75,12.56,-26.67
0.46,0.61,0.73,-42.43,16.06,-22.67
0.41,0.59,0.66,-40.55,20.41,-16.81
0.46,0.6,0.64,-38.87,20.0,-12.61
0.35,0.6,0.6,-32.23,21.25,-13.05
0.37,0.6,0.67,-30.95,20.11,-11.18
0.37,0.6,0.71,-28.23,16.14,-10.9
0.35,0.58,0.7,-28.03,12.21,-6.66
0.4,0.56,0.75,-26.93,9.15,-0.96
0.4,0.56,0.73,-29.15,5.5,4.72
0.4,0.58,0.76,-29.71,8.87,7.79
0.37,0.57,0.73,-28.75,9.1,9.19
0.38,0.56,0.68,-26.47,3.1,9.63
0.42,0.57,0.7,-25.98,3.04,9.63
0.42,0.59,0.7,-28.29,4.78,10.82
0.41,0.57,0.72,-29.6,4.92,11.76
0.37,0.55,0.72,-30.02,3.86,11.91
0.37,0.53,0.73,-29.24,4.35,11.21
0.36,0.53,0.74,-27.3,4.23,10.4
0.37,0.52,0.74,-24.95,4.49,9.28
0.38,0.51,0.75,-22.79,4.24,9.05
0.37,0.51,0.75,-21.71,3.34,9.11
0.37,0.51,0.75,-19.65,3.71,5.5
0.38,0.51,0.77,-18.31,5.24,4.9
0.36,0.53,0.76,-15.83,6.03,3.47
0.39,0.51,0.79,-14.95,6.4,3.91
0.36,0.51,0.75,-13.36,5.71,4.02
0.38,0.51,0.77,-12.79,6.79,3.79
0.37,0.51,0.77,-11.69,6.37,5.44
0.38,0.51,0.77,-11.02,5.05,5.07
0.39,0.5,0.78,-8.92,4.35,4.89
0.38,0.5,0.75,-7.8,4.17,4.75
0.37,0.5,0.75,-7.44,3.11,4.56
0.36,0.5,0.76,-7.21,2.11,5.33
0.36,0.5,0.76,-7.19,1.79,4.79
0.35,0.5,0.76,-6.96,1.28,3.91
0.37,0.5,0.76,-7.13,0.79,4.09
0.37,0.5,0.77,-7.37,0.18,3.82
0.37,0.49,0.78,-7.13,0.35,2.98
0.37,0.49,0.76,-6.12,0.34,1.94
0.38,0.5,0.77,-5.65,0.21,1.8
0.37,0.5,0.78,-5.36,0.11,1.4
0.38,0.49,0.78,-5.77,0.84,0.93
0.37,0.5,0.77,-5.27,0.31,0.18
0.37,0.49,0.78,-5.16,-0.03,0.11
0.37,0.48,0.77,-4.24,0.03,-0.03
0.37,0.49,0.78,-3.65,0.34,0.27
0.38,0.49,0.78,-3.24,0.15,0.53
0.38,0.5,0.79,-3.28,0.21,0.89
0.37,0.49,0.78,-2.99,0.2,1.08
0.36,0.49,0.78,-2.72,0.02,0.82
0.37,0.49,0.79,-2.9,-0.31,0.38
0.37,0.5,0.78,-3.15,-0.53,0.02
0.37,0.48,0.79,-2.82,-0.87,-0.31
0.38,0.49,0.78,-3.01,-0.61,-0.44
0.38,0.49,0.78,-3.21,-1.33,-0.52
0.37,0.49,0.79,-2.95,-1.3,-0.63
0.38,0.49,0.78,-2.87,-2.17,-0.09
0.39,0.49,0.78,-2.84,-1.83,0.11
0.38,0.49,0.78,-2.4,-1.54,0.35
0.39,0.49,0.78,-2.38,-0.58,0.09
0.38,0.49,0.78,-2.47,-0.27,0.4
0.39,0.49,0.78,-2.02,0.52,0.49
0.38,0.48,0.79,-2.12,0.7,1.11
0.38,0.48,0.77,-0.9,0.6,1.53
0.38,0.48,0.78,-0.38,0.84,1.6
0.38,0.48,0.79,-0.21,1.48,1.82
0.38,0.48,0.78,-0.06,0.99,1.66
0.38,0.48,0.79,-0.29,1.51,1.18
0.38,0.49,0.78,-0.49,1.76,1.21
0.38,0.49,0.78,-1.19,1.1,1.5
0.37,0.49,0.79,-1.4,1.97,1.48
0.38,0.49,0.77,-0.95,1.65,1.13
0.37,0.48,0.78,-1.83,1.36,1.31
0.37,0.49,0.78,-1.39,1.37,1.04
0.38,0.49,0.78,-1.05,1.5,0.64
0.38,0.49,0.78,-1.37,1.08,0.49
0.38,0.49,0.78,-1.53,1.25,0.14
0.37,0.49,0.78,-1.28,1.15,-0.03
0.37,0.48,0.79,-1.53,1.47,-0.5
0.38,0.48,0.77,-1.24,1.13,-0.69
0.38,0.49,0.78,-1.63,1.89,-0.73
0.38,0.49,0.79,-1.48,1.5,-0.05
0.39,0.48,0.79,-1.83,1.92,1.07
0.38,0.49,0.78,-1.24,1.85,1.22
0.38,0.48,0.78,-1.11,2.11,1.51
0.37,0.48,0.79,-1.59,2.24,1.86
0.38,0.48,0.79,-1.15,1.44,1.77
0.37,0.48,0.8,-1.04,1.73,1.6
0.37,0.48,0.79,-1.89,3.39,1.98
0.37,0.48,0.78,-1.62,1.36,2.34
0.37,0.48,0.78,-1.59,1.63,2.24
0.38,0.48,0.79,-2.53,1.44,2.21
0.37,0.48,0.8,-2.18,1.91,1.71
0.38,0.48,0.79,-2.14,1.94,1.56
0.37,0.48,0.79,-1.97,1.71,1.08
0.37,0.48,0.79,-2.14,1.45,0.73
0.37,0.48,0.79,-1.57,1.73,0.34
0.38,0.48,0.8,-1.98,1.77,0.18
0.37,0.48,0.79,-2.24,1.79,0.58
0.37,0.48,0.77,-1.71,1.57,0.49
0.38,0.48,0.79,-1.4,2.11,0.52
0.37,0.47,0.79,-1.31,2.79,0.67
0.37,0.48,0.79,-0.87,2.96,0.81
0.37,0.47,0.79,-1.21,2.08,1.02
0.37,0.48,0.79,-1.88,1.22,1.33
0.36,0.48,0.8,-2.4,0.55,1.47
0.36,0.49,0.79,-1.74,-0.47,1.6
0.36,0.48,0.78,-0.5,-0.08,1.65
0.38,0.48,0.79,-0.43,0.99,2.32
0.38,0.47,0.78,-0.82,1.56,3.22
0.39,0.46,0.8,-0.58,1.89,3.6
0.37,0.45,0.81,-0.27,1.04,3.36
0.38,0.46,0.8,0.18,-0.32,2.66
0.37,0.47,0.79,0.7,-1.5,2.21
0.38,0.48,0.79,0.9,-1.18,2.0
0.37,0.48,0.79,0.9,-0.63,1.18
0.38,0.48,0.79,0.92,-0.56,1.28
0.37,0.49,0.79,0.24,0.31,1.33
0.37,0.48,0.79,-0.34,0.99,0.95
0.37,0.48,0.8,-0.69,1.24,0.81
0.37,0.48,0.81,-1.05,1.47,0.37
0.37,0.49,0.8,-1.02,1.54,0.03
0.37,0.49,0.79,-0.93,1.15,0.05
0.37,0.48,0.81,-1.19,1.22,0.64
0.37,0.48,0.8,-0.43,0.21,0.81
0.36,0.47,0.79,0.75,1.24,0.6
0.37,0.47,0.79,1.73,1.28,0.46
0.38,0.47,0.79,1.82,1.62,0.79
0.37,0.47,0.79,1.63,2.24,1.18
0.37,0.47,0.79,1.57,1.56,1.39
0.37,0.47,0.8,1.19,1.89,1.92
0.38,0.48,0.79,1.34,1.79,2.34
