acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.21,0.4,0.88,1.79,0.69,1.82
0.2,0.4,0.88,1.88,0.58,1.68
0.2,0.41,0.87,1.34,0.17,1.54
0.2,0.41,0.88,1.51,0.46,1.31
0.2,0.41,0.88,1.44,0.6,1.13
0.21,0.4,0.88,1.37,0.7,1.34
0.21,0.4,0.87,1.48,0.84,1.37
0.21,0.4,0.87,1.16,1.01,1.37
0.2,0.39,0.87,1.28,0.53,1.02
0.19,0.39,0.86,1.92,0.58,0.89
0.21,0.41,0.87,1.91,-0.15,1.1
0.21,0.41,0.86,1.88,-0.15,1.56
0.21,0.41,0.85,1.53,0.4,1.88
0.21,0.4,0.86,1.62,0.56,1.74
0.21,0.39,0.86,1.74,0.52,1.42
0.21,0.39,0.88,1.47,0.12,1.36
0.21,0.41,0.86,1.44,-0.03,1.47
0.21,0.41,0.85,1.68,0.09,1.63
0.21,0.41,0.87,1.42,0.06,1.54
0.21,0.41,0.86,0.96,0.08,1.53
0.21,0.4,0.87,0.99,0.15,1.48
0.21,0.39,0.86,1.63,0.34,1.56
0.21,0.39,0.86,0.15,0.18,1.54
0.21,0.4,0.86,-0.85,0.58,1.37
0.21,0.4,0.86,-0.14,0.35,1.24
0.21,0.4,0.86,-1.97,1.97,1.68
0.2,0.4,0.88,0.64,0.24,1.25
0.2,0.4,0.87,0.95,0.87,1.36
0.2,0.4,0.86,-1.4,0.17,1.36
0.2,0.4,0.88,0.44,0.43,1.08
0.2,0.4,0.87,0.66,1.47,1.34
0.21,0.4,0.86,0.21,0.89,1.18
0.21,0.4,0.86,0.53,1.18,0.96
0.21,0.4,0.87,0.24,0.82,0.78
0.21,0.4,0.87,0.31,0.66,0.56
0.21,0.4,0.86,-0.73,-0.84,0.64
0.21,0.4,0.86,0.7,0.7,0.66
0.21,0.4,0.86,0.64,0.72,0.76
0.21,0.4,0.87,0.63,0.63,0.6
0.21,0.4,0.87,0.67,0.82,0.85
0.21,0.4,0.86,1.01,0.69,1.22
