acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.33,0.47,0.81,0.38,0.06,0.56
0.34,0.47,0.81,0.7,0.72,0.53
0.33,0.46,0.81,0.61,0.99,0.64
0.33,0.47,0.8,0.47,1.07,0.84
0.32,0.47,0.81,0.38,0.9,1.08
0.32,0.46,0.81,0.78,0.93,1.15
0.33,0.47,0.81,0.61,0.84,1.28
0.32,0.46,0.81,0.78,1.16,1.48
0.33,0.46,0.8,0.87,1.01,1.36
0.33,0.47,0.8,1.02,1.05,1.5
0.32,0.46,0.81,1.21,0.92,1.62
0.32,0.46,0.81,1.19,1.01,1.48
0.33,0.47,0.8,1.36,0.99,1.47
0.33,0.47,0.8,1.15,0.93,1.39
0.33,0.47,0.81,1.07,0.96,1.28
0.32,0.47,0.8,0.98,0.9,1.22
0.32,0.47,0.81,0.76,0.75,0.95
0.33,0.46,0.81,0.73,0.96,0.99
0.33,0.46,0.79,0.12,-2.82,0.85
0.32,0.47,0.81,0.34,0.49,0.76
0.32,0.46,0.8,-0.21,0.21,0.92
0.32,0.47,0.8,0.52,1.27,0.76
0.33,0.47,0.81,0.32,0.64,1.04
0.33,0.47,0.81,0.76,0.87,0.79
0.33,0.46,0.8,1.13,-0.34,0.76
0.33,0.46,0.8,0.85,1.01,1.08
0.33,0.47,0.8,0.58,0.4,1.11
0.33,0.47,0.8,0.72,0.63,1.19
0.33,0.47,0.8,0.95,0.7,1.5
0.34,0.47,0.8,0.58,0.52,1.44
0.33,0.47,0.81,0.9,0.37,1.5
0.33,0.46,0.81,0.85,0.43,1.39
0.34,0.47,0.81,1.18,-0.95,1.11
0.32,0.47,0.81,1.05,1.53,1.18
0.33,0.46,0.81,0.95,0.61,1.4
0.33,0.47,0.79,0.76,0.79,1.42
0.33,0.47,0.8,1.08,0.87,1.02
0.33,0.46,0.8,1.3,0.69,1.05
0.33,0.47,0.8,0.69,-0.41,0.78
0.33,0.46,0.82,1.04,0.18,0.67
0.32,0.47,0.8,0.79,0.87,1.02
0.33,0.47,0.81,0.93,1.04,0.93
0.32,0.47,0.81,-0.53,0.06,0.79
0.32,0.47,0.8,-1.01,-2.76,1.01
0.32,0.48,0.81,0.29,0.46,0.75
0.32,0.47,0.8,-0.14,-0.84,1.66
0.32,0.46,0.81,1.56,1.08,2.32
0.34,0.45,0.8,1.36,1.22,2.56
0.33,0.45,0.81,1.21,0.87,2.67
0.33,0.45,0.8,0.81,-0.12,2.41
0.34,0.47,0.8,1.6,-0.52,2.29
0.33,0.48,0.8,1.68,-1.01,2.18
0.34,0.48,0.79,1.37,-0.27,2.2
0.34,0.48,0.78,0.79,0.5,1.92
0.33,0.47,0.81,0.52,0.78,1.07
0.33,0.47,0.81,0.47,0.53,0.53
0.33,0.46,0.8,0.26,0.72,0.06
0.33,0.47,0.81,-0.26,0.61,0.0
0.33,0.46,0.79,0.06,-2.23,-0.64
0.32,0.47,0.81,0.38,1.92,-0.11
0.32,0.47,0.81,0.21,1.16,0.52
0.33,0.47,0.81,0.05,1.19,0.67
0.33,0.46,0.81,0.58,1.3,0.92
0.32,0.47,0.81,0.44,0.85,1.3
0.33,0.47,0.82,0.64,0.84,1.83
0.33,0.47,0.8,1.05,1.11,2.32
0.33,0.47,0.81,1.24,0.73,2.2
0.34,0.46,0.8,0.64,0.38,2.08
0.33,0.47,0.8,0.85,0.32,1.48
