acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.58,0.7,0.4,0.95,0.93,1.45
-0.58,0.69,0.39,0.93,1.25,1.47
-0.58,0.7,0.41,0.79,1.25,1.65
-0.57,0.69,0.41,0.82,1.27,1.88
-0.58,0.7,0.41,0.64,1.8,1.89
-0.58,0.69,0.42,0.44,2.35,1.98
-0.58,0.69,0.42,0.05,2.53,1.74
-0.57,0.69,0.42,-0.09,1.92,1.6
-0.57,0.7,0.42,-0.26,1.53,1.37
-0.57,0.69,0.41,-0.06,1.24,1.47
-0.56,0.7,0.41,0.11,1.22,1.25
-0.56,0.7,0.41,0.11,0.75,0.95
-0.57,0.7,0.41,0.47,0.64,1.4
-0.57,0.7,0.41,0.34,0.31,1.97
-0.57,0.7,0.41,0.75,0.69,1.83
-0.58,0.69,0.41,0.87,0.92,1.47
-0.57,0.69,0.41,0.82,0.75,0.96
-0.57,0.7,0.42,0.53,0.14,0.87
-0.57,0.7,0.41,0.37,-0.09,0.89
-0.56,0.7,0.41,0.4,-0.02,0.92
-0.57,0.7,0.41,0.4,0.26,1.08
-0.57,0.7,0.41,0.4,0.82,1.48
-0.57,0.69,0.41,0.43,0.92,1.39
-0.57,0.7,0.41,-0.02,0.92,1.68
-0.57,0.7,0.41,-0.08,1.15,1.42
-0.57,0.69,0.41,-0.26,1.24,1.15
-0.57,0.69,0.42,-0.26,1.31,0.96
-0.57,0.7,0.41,-0.14,1.33,0.87
-0.57,0.69,0.42,-0.15,1.63,1.08
-0.57,0.7,0.42,0.09,1.48,1.15
-0.57,0.7,0.41,0.29,1.69,0.95
-0.57,0.7,0.41,0.46,1.56,0.95
-0.57,0.7,0.4,0.79,1.28,1.13
-0.58,0.69,0.41,0.85,1.36,0.87
-0.58,0.7,0.41,0.7,0.92,0.95
-0.58,0.7,0.4,1.1,0.99,0.92
-0.57,0.7,0.4,1.01,0.66,0.76
-0.57,0.7,0.41,1.22,0.53,0.9
-0.58,0.69,0.41,1.13,0.5,0.66
-0.57,0.69,0.41,0.99,0.64,0.7
-0.58,0.7,0.41,0.82,0.76,0.89
-0.58,0.7,0.41,0.81,0.99,1.05
-0.57,0.69,0.41,0.96,1.47,1.39
-0.57,0.7,0.41,0.63,1.48,1.19
-0.57,0.69,0.41,0.46,1.74,1.42
-0.57,0.7,0.41,0.5,1.62,1.31
-0.57,0.7,0.41,0.24,1.5,1.11
-0.58,0.7,0.4,0.26,1.71,1.08
-0.58,0.7,0.4,0.15,1.48,1.05
-0.57,0.69,0.41,0.44,1.45,1.27
-0.57,0.7,0.41,0.35,1.28,1.18
-0.57,0.7,0.4,0.58,1.3,1.19
-0.57,0.7,0.4,0.52,1.22,1.42
-0.57,0.7,0.41,0.69,1.01,1.36
-0.57,0.69,0.41,0.76,0.73,1.19
-0.58,0.7,0.4,0.96,0.67,1.22
-0.57,0.7,0.41,0.89,0.58,0.93
-0.56,0.7,0.41,0.82,0.53,1.18
-0.58,0.7,0.4,0.84,0.75,1.3
-0.57,0.7,0.41,0.79,0.47,1.18
-0.57,0.7,0.41,0.81,0.84,1.13
-0.58,0.69,0.41,0.5,0.87,1.33
-0.58,0.7,0.4,0.63,0.85,1.34
-0.58,0.7,0.41,0.6,1.08,1.31
-0.57,0.7,0.4,0.44,0.85,1.15
-0.58,0.7,0.41,0.26,0.98,1.18
-0.57,0.7,0.4,0.43,0.87,1.3
-0.57,0.7,0.4,0.63,0.9,1.24
-0.58,0.7,0.41,0.53,1.28,1.05
-0.57,0.7,0.4,0.75,1.6,1.04
-0.57,0.7,0.4,0.81,1.48,0.96
-0.57,0.7,0.4,0.87,1.45,1.1
-0.58,0.7,0.4,1.5,2.29,1.63
-0.57,0.7,0.4,1.33,2.18,1.76
-0.58,0.7,0.41,1.62,2.53,1.57
-0.58,0.69,0.42,1.5,2.08,1.28
-0.57,0.7,0.4,1.25,1.59,1.11
-0.58,0.69,0.4,1.16,1.15,1.08
-0.58,0.69,0.4,0.81,0.85,1.18
-0.57,0.7,0.39,0.98,0.96,1.63
-0.58,0.7,0.4,1.33,2.09,2.53
-0.58,0.7,0.4,1.07,3.44,3.45
-0.57,0.69,0.42,0.98,4.5,3.48
-0.57,0.68,0.41,0.34,4.41,2.0
-0.58,0.68,0.41,-0.67,3.24,1.5
-0.56,0.69,0.41,-1.01,1.86,1.31
-0.57,0.7,0.41,-0.5,0.72,1.39
-0.56,0.71,0.41,-0.12,0.52,1.69
-0.57,0.71,0.41,0.02,0.93,1.89
-0.57,0.7,0.39,0.34,2.0,2.05
-0.57,0.7,0.4,0.96,2.15,2.08
-0.58,0.7,0.4,0.96,1.57,1.71
-0.58,0.69,0.4,1.3,0.75,1.56
-0.58,0.7,0.4,1.47,0.64,1.27
-0.58,0.7,0.39,1.63,0.37,1.15
-0.58,0.7,0.39,1.27,0.76,1.27
-0.58,0.71,0.4,1.18,1.27,1.11
-0.58,0.7,0.4,1.48,1.88,1.36
-0.58,0.7,0.39,1.74,2.56,2.15
-0.58,0.7,0.4,1.59,3.28,1.79
-0.57,0.7,0.4,1.25,3.31,1.89
-0.58,0.7,0.41,0.7,3.18,1.48
-0.59,0.69,0.39,0.46,3.08,1.66
-0.58,0.7,0.4,0.52,3.36,1.86
-0.57,0.7,0.41,0.5,3.51,1.6
-0.57,0.7,0.41,0.32,2.78,1.25
-0.57,0.71,0.4,0.31,1.77,1.05
-0.57,0.71,0.4,0.66,1.24,1.77
-0.57,0.71,0.39,0.79,1.44,2.64
-0.58,0.7,0.4,0.76,2.31,2.56
-0.58,0.7,0.4,0.92,2.61,1.82
-0.58,0.7,0.39,0.66,2.06,1.73
-0.58,0.7,0.4,0.6,1.36,1.21
-0.57,0.71,0.4,0.5,0.6,1.21
-0.57,0.7,0.4,0.61,0.78,1.34
-0.57,0.7,0.39,0.64,1.5,1.57
-0.58,0.7,0.39,0.87,2.18,1.88
-0.57,0.7,0.4,0.72,2.72,2.11
-0.58,0.7,0.39,0.58,2.67,1.92
-0.57,0.7,0.4,0.08,1.79,1.95
-0.58,0.7,0.4,0.17,2.35,1.59
-0.58,0.69,0.39,0.46,2.58,1.4
-0.57,0.69,0.4,0.85,3.39,1.63
-0.57,0.7,0.39,1.25,4.08,2.23
-0.58,0.7,0.4,1.62,4.56,2.7
-0.57,0.7,0.39,2.06,5.28,3.37
-0.57,0.7,0.4,2.52,5.56,3.88
-0.57,0.7,0.39,2.17,5.68,3.95
-0.58,0.71,0.39,2.24,5.62,3.82
-0.57,0.7,0.38,3.44,6.53,4.32
