acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.27,0.41,0.85,0.95,0.61,1.47
0.27,0.41,0.85,0.89,1.3,1.34
0.27,0.42,0.86,0.66,0.89,1.1
0.26,0.41,0.85,0.69,1.02,1.3
0.27,0.4,0.85,0.95,1.34,1.24
0.26,0.41,0.85,0.5,0.99,0.82
0.26,0.41,0.84,0.06,0.37,0.78
0.26,0.42,0.85,0.06,0.24,0.72
0.26,0.41,0.84,0.56,0.31,1.15
0.26,0.41,0.84,0.72,-0.29,1.73
0.28,0.41,0.85,0.89,0.92,2.32
0.28,0.4,0.85,0.53,1.71,2.72
0.28,0.39,0.86,-0.14,1.94,2.55
0.27,0.39,0.86,-0.06,1.36,2.08
0.26,0.41,0.85,0.08,0.21,1.54
0.27,0.42,0.84,0.02,-0.27,1.69
0.28,0.43,0.84,0.26,0.05,1.97
0.27,0.42,0.84,-0.2,0.17,1.54
0.28,0.42,0.84,0.08,0.53,1.01
0.27,0.4,0.84,0.21,0.87,0.52
0.27,0.4,0.84,0.15,0.55,0.09
0.26,0.4,0.84,0.49,0.95,-0.15
0.26,0.41,0.85,0.58,0.87,-0.2
0.26,0.41,0.85,0.47,1.02,0.2
0.26,0.42,0.84,0.73,1.01,0.44
0.27,0.41,0.86,0.56,0.89,1.11
0.27,0.41,0.85,0.55,0.72,1.22
0.26,0.41,0.84,1.05,0.95,1.79
0.27,0.41,0.85,1.47,1.13,2.31
0.27,0.41,0.86,1.31,1.31,2.66
0.27,0.41,0.85,1.36,1.04,2.76
0.27,0.4,0.85,1.15,1.13,2.72
0.28,0.41,0.84,1.01,0.87,2.35
0.27,0.41,0.85,0.61,0.66,2.09
0.26,0.41,0.85,0.53,0.53,1.51
0.27,0.42,0.84,0.08,0.09,1.15
0.27,0.42,0.84,0.31,0.35,1.08
0.27,0.41,0.84,-0.15,1.05,0.76
0.27,0.41,0.85,-0.84,1.25,0.47
0.27,0.4,0.86,-0.84,1.07,0.05
0.27,0.41,0.85,-0.4,0.64,-0.18
0.26,0.41,0.86,-0.6,0.47,0.08
0.27,0.41,0.84,-0.24,0.73,0.18
0.27,0.41,0.85,-0.11,0.64,0.49
0.26,0.41,0.85,0.08,1.13,0.79
0.27,0.4,0.85,0.61,1.13,1.11
0.27,0.41,0.86,0.75,1.07,1.42
0.27,0.41,0.85,1.02,1.16,1.69
