acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.56,0.7,0.42,1.02,0.96,1.68
-0.56,0.7,0.41,0.61,0.5,1.21
-0.57,0.7,0.41,0.72,0.09,0.9
-0.56,0.7,0.41,0.5,-0.29,0.95
-0.57,0.7,0.41,0.43,-0.11,1.36
-0.56,0.7,0.41,0.61,0.34,1.51
-0.56,0.7,0.4,0.55,0.82,1.63
-0.57,0.7,0.41,0.5,1.28,1.8
-0.56,0.7,0.42,0.43,1.19,1.8
-0.56,0.7,0.42,0.09,1.27,1.79
-0.57,0.69,0.41,0.0,1.15,1.57
-0.57,0.7,0.41,-0.26,1.16,1.31
-0.56,0.7,0.41,-0.17,1.36,1.15
-0.56,0.71,0.41,-0.23,1.59,1.08
-0.57,0.7,0.41,-0.11,1.89,1.27
-0.56,0.7,0.4,0.06,2.0,1.24
-0.56,0.7,0.41,0.41,2.0,1.13
-0.57,0.7,0.41,0.56,1.62,1.04
-0.56,0.71,0.41,0.56,1.54,0.96
-0.56,0.7,0.41,0.67,1.5,0.82
-0.56,0.71,0.41,0.96,1.19,0.85
-0.56,0.71,0.41,1.13,0.93,0.99
-0.57,0.71,0.41,1.24,1.02,0.84
-0.57,0.7,0.4,1.22,0.98,0.99
-0.57,0.7,0.41,1.15,0.81,0.93
-0.57,0.7,0.41,0.98,0.93,1.04
-0.57,0.71,0.41,0.93,0.99,1.1
-0.57,0.71,0.41,0.82,1.16,1.22
-0.57,0.7,0.41,0.56,1.42,1.16
-0.57,0.7,0.41,0.63,1.62,1.42
-0.57,0.7,0.42,0.53,1.85,1.21
-0.57,0.7,0.41,0.58,1.94,1.11
-0.57,0.7,0.41,0.41,1.97,1.16
-0.57,0.7,0.41,0.21,1.77,1.15
-0.57,0.7,0.41,0.38,1.66,1.08
-0.56,0.7,0.41,0.53,1.53,1.34
-0.56,0.7,0.4,0.69,1.39,1.07
-0.57,0.71,0.4,0.64,1.3,0.93
-0.57,0.7,0.4,0.61,1.04,0.98
-0.56,0.71,0.41,0.63,1.04,1.05
-0.57,0.71,0.41,0.87,1.05,1.25
-0.56,0.7,0.4,0.92,0.75,0.99
-0.57,0.7,0.4,0.82,0.72,1.28
-0.56,0.7,0.41,0.73,0.93,1.18
-0.57,0.7,0.41,0.73,0.47,1.27
-0.57,0.7,0.41,0.6,0.61,1.16
-0.57,0.7,0.42,0.61,0.38,1.04
-0.57,0.7,0.4,0.37,0.5,1.07
-0.57,0.7,0.4,0.12,0.43,1.01
-0.57,0.7,0.41,0.06,0.53,1.02
-0.57,0.7,0.41,0.11,0.47,1.02
-0.57,0.7,0.41,-0.03,0.35,1.05
-0.57,0.71,0.42,0.27,0.41,0.84
-0.57,0.7,0.42,0.14,0.6,1.08
-0.57,0.7,0.41,0.09,0.5,0.92
-0.57,0.71,0.41,0.0,0.31,0.92
-0.56,0.71,0.4,0.09,0.32,1.07
-0.57,0.7,0.41,0.24,0.38,1.02
-0.57,0.7,0.41,0.32,0.63,1.01
-0.57,0.7,0.4,0.67,0.93,0.84
-0.57,0.7,0.41,0.43,1.1,0.93
-0.57,0.7,0.4,0.29,0.82,0.73
-0.57,0.69,0.4,0.11,0.37,0.81
-0.57,0.7,0.4,0.05,0.02,0.6
-0.57,0.71,0.4,-0.05,0.34,1.13
-0.58,0.71,0.4,-0.09,2.05,2.26
-0.57,0.7,0.41,-0.27,3.1,3.13
-0.57,0.69,0.42,-0.47,3.54,2.58
-0.56,0.69,0.41,-0.96,3.42,1.56
-0.57,0.69,0.42,-1.71,1.91,1.1
-0.57,0.69,0.41,-1.98,0.63,0.89
-0.56,0.71,0.4,-1.59,-0.47,1.36
-0.56,0.71,0.42,-1.22,-0.14,1.77
-0.56,0.71,0.41,-0.92,0.27,1.94
-0.56,0.71,0.4,-0.49,0.85,1.86
-0.57,0.71,0.4,-0.17,0.17,1.89
-0.57,0.7,0.4,-0.11,-0.56,1.79
-0.57,0.69,0.4,-0.17,-0.98,1.53
-0.57,0.7,0.4,0.15,-1.36,1.37
-0.57,0.7,0.4,0.24,-0.76,1.25
-0.57,0.7,0.4,0.31,0.06,1.45
-0.58,0.69,0.4,0.27,0.37,1.3
-0.57,0.7,0.41,0.11,0.44,1.65
-0.57,0.69,0.4,0.2,0.4,1.62
-0.57,0.71,0.41,0.49,0.72,1.71
-0.57,0.7,0.41,0.34,1.62,1.79
-0.58,0.69,0.41,0.24,2.17,1.83
-0.57,0.7,0.41,-0.06,1.91,1.65
-0.57,0.69,0.42,-0.18,0.99,1.6
-0.57,0.7,0.42,0.05,0.4,1.62
-0.56,0.7,0.4,0.15,-0.2,1.34
-0.57,0.7,0.41,0.4,-0.21,1.54
-0.56,0.71,0.4,0.23,-0.38,2.5
-0.56,0.71,0.41,0.2,-0.53,3.05
-0.57,0.7,0.42,0.29,-0.55,2.76
-0.57,0.69,0.41,0.18,-1.18,1.74
-0.57,0.69,0.41,0.03,-1.5,1.27
-0.57,0.7,0.4,0.05,-1.22,1.54
-0.56,0.7,0.4,0.0,-0.98,1.76
-0.56,0.7,0.4,0.18,-0.21,1.82
-0.56,0.7,0.41,0.63,0.46,2.37
-0.56,0.7,0.41,0.9,0.85,2.43
-0.56,0.7,0.42,1.07,0.43,2.11
-0.57,0.7,0.4,0.9,0.43,1.77
-0.57,0.7,0.4,1.36,1.6,2.03
-0.57,0.7,0.41,1.02,2.4,1.59
-0.57,0.71,0.4,1.11,2.64,1.13
-0.57,0.7,0.4,1.51,3.04,1.53
-0.56,0.7,0.41,1.39,3.89,1.68
-0.57,0.71,0.41,1.89,4.34,1.39
-0.56,0.71,0.41,2.17,4.23,1.6
-0.56,0.7,0.4,2.58,4.82,2.12
-0.56,0.71,0.41,2.14,5.1,2.02
-0.56,0.71,0.41,2.63,5.25,1.65
-0.57,0.71,0.41,2.18,3.6,1.24
-0.57,0.7,0.41,2.5,2.09,1.11
-0.56,0.7,0.4,2.72,1.71,1.6
-0.56,0.7,0.41,2.7,2.47,1.4
-0.55,0.69,0.38,3.08,3.8,1.6
-0.58,0.71,0.4,2.56,4.73,1.83
-0.57,0.71,0.41,1.57,2.38,2.17
-0.56,0.7,0.41,1.48,1.51,1.77
-0.56,0.69,0.41,2.17,2.05,0.7
-0.56,0.7,0.4,2.14,2.49,0.5
-0.58,0.7,0.41,1.27,2.05,1.92
-0.55,0.7,0.41,1.77,2.63,4.47
-0.57,0.71,0.4,2.47,2.24,4.41
-0.57,0.7,0.38,3.92,3.77,2.93
-0.57,0.7,0.4,3.02,4.98,2.73
-0.58,0.71,0.39,3.42,7.71,1.05
-0.58,0.7,0.39,3.69,7.88,0.29
-0.58,0.69,0.39,3.18,6.76,0.47
-0.57,0.71,0.39,3.91,6.2,0.27
-0.57,0.72,0.39,4.2,6.27,0.43
-0.56,0.71,0.39,4.41,6.21,0.53
-0.57,0.71,0.39,3.63,5.25,0.0
-0.56,0.71,0.39,4.41,4.64,0.43
-0.58,0.71,0.39,4.06,3.02,-0.49
-0.59,0.71,0.38,3.15,1.92,-1.45
-0.59,0.71,0.38,2.27,0.02,-1.25
-0.58,0.74,0.4,0.99,-3.01,0.58
-0.56,0.73,0.43,-0.6,-7.82,3.4
-0.54,0.7,0.41,-0.32,-9.68,4.44
-0.56,0.68,0.39,-1.11,-9.54,5.08
-0.54,0.7,0.4,-3.08,-8.82,6.98
-0.53,0.71,0.42,-5.05,-7.24,8.89
-0.53,0.69,0.41,-2.38,-6.95,12.26
-0.54,0.7,0.42,-2.53,-6.09,12.92
-0.58,0.9,0.58,-8.53,-14.85,15.22
-0.53,0.58,0.22,2.95,-3.31,3.3
-0.55,0.75,0.48,-11.39,-15.65,16.29
-0.52,0.73,0.41,-5.1,-5.77,10.82
-0.57,0.7,0.37,-3.98,-5.59,10.32
-0.52,0.66,0.34,-6.55,-11.66,17.68
-0.47,0.6,0.32,-10.7,-16.03,28.05
-0.47,0.64,0.36,-14.18,-25.4,33.62
-0.45,0.72,0.41,-13.89,-28.72,39.27
-0.48,0.72,0.51,-11.83,-29.71,48.87
-0.44,0.73,0.39,-8.11,-24.34,52.55
-0.59,0.7,0.54,-11.39,-28.21,59.5
-0.52,0.69,0.37,-8.58,-22.89,58.35
-0.53,0.72,0.39,-10.61,-23.22,60.06
-0.58,0.77,0.51,-11.82,-22.41,65.25
-0.54,0.79,0.46,-7.86,-19.76,61.54
-0.57,0.79,0.45,-7.79,-17.83,53.36
-0.54,0.79,0.42,-9.95,-15.15,45.57
-0.55,0.81,0.5,-10.99,-8.76,37.79
-0.44,0.8,0.46,-9.63,-1.77,35.22
-0.45,0.8,0.48,-11.54,0.6,30.26
-0.46,0.79,0.44,-8.95,0.73,24.84
-0.5,0.8,0.51,-7.5,0.41,21.11
-0.45,0.82,0.47,-6.15,1.11,12.52
-0.45,0.75,0.46,-2.37,3.16,7.68
-0.45,0.79,0.45,-0.4,3.28,1.44
-0.47,0.8,0.44,1.68,2.2,-3.37
-0.49,0.8,0.47,3.91,4.41,-7.94
-0.48,0.81,0.48,4.93,5.69,-16.56
-0.5,0.82,0.47,6.72,5.44,-26.12
-0.49,0.79,0.47,9.77,5.42,-26.24
-0.44,0.81,0.52,9.37,4.73,-25.45
-0.47,0.81,0.48,10.76,2.37,-29.88
-0.53,0.79,0.46,14.85,1.57,-36.98
-0.58,0.81,0.44,19.33,7.74,-45.85
-0.57,0.79,0.44,22.78,21.44,-52.52
-0.49,0.79,0.44,22.21,35.51,-50.15
-0.39,0.78,0.48,18.75,42.05,-39.59
-0.32,0.75,0.46,16.49,39.97,-31.88
-0.34,0.73,0.42,13.92,29.02,-26.93
-0.44,0.72,0.43,12.08,13.28,-25.31
-0.51,0.71,0.42,8.31,0.17,-25.11
-0.55,0.72,0.42,2.72,-4.46,-24.84
-0.54,0.73,0.41,-4.12,-5.94,-22.79
-0.53,0.75,0.41,-9.16,-5.21,-21.1
-0.49,0.74,0.43,-10.58,-5.16,-17.5
-0.46,0.74,0.42,-8.47,-3.47,-16.34
-0.46,0.76,0.44,-9.16,-2.35,-12.93
-0.44,0.75,0.42,-8.11,2.27,-9.04
-0.45,0.73,0.45,-6.0,6.44,-5.95
-0.49,0.73,0.44,-6.72,3.76,-5.94
-0.5,0.72,0.46,-3.79,0.56,-7.08
-0.54,0.7,0.42,0.76,-2.38,-7.92
-0.53,0.7,0.42,2.31,-2.32,-8.37
-0.54,0.71,0.4,2.79,1.48,-9.44
-0.54,0.71,0.41,3.25,4.5,-8.63
-0.53,0.71,0.42,3.6,3.4,-7.48
-0.52,0.7,0.43,2.99,-0.92,-7.28
-0.52,0.7,0.43,3.37,-4.12,-7.01
-0.54,0.69,0.42,3.79,-4.81,-6.23
-0.54,0.7,0.41,3.77,-1.69,-5.82
-0.54,0.7,0.4,3.44,1.62,-4.95
