acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.37,0.43,0.82,2.76,0.5,0.58
0.38,0.43,0.81,3.88,1.01,0.75
0.38,0.43,0.81,4.29,1.85,0.85
0.38,0.43,0.83,4.93,1.94,0.61
0.38,0.44,0.82,4.78,2.34,0.79
0.37,0.44,0.82,4.03,2.35,0.87
0.36,0.44,0.83,3.36,2.12,0.63
0.36,0.44,0.82,2.81,1.89,1.07
0.36,0.44,0.82,1.76,1.8,0.87
0.36,0.44,0.81,0.96,1.71,0.78
0.37,0.44,0.81,0.55,1.5,0.76
0.37,0.44,0.81,1.04,1.77,0.72
0.38,0.44,0.8,1.08,2.35,0.76
0.38,0.44,0.81,0.85,2.56,0.41
0.38,0.44,0.81,0.85,2.52,0.32
0.38,0.44,0.82,0.81,2.37,0.34
0.37,0.44,0.8,0.81,2.14,0.18
0.37,0.44,0.81,1.07,2.02,0.24
0.37,0.44,0.81,1.37,1.57,0.58
0.37,0.44,0.82,1.69,1.54,0.66
0.38,0.44,0.81,1.94,1.47,0.7
0.38,0.44,0.81,2.35,1.37,0.99
0.37,0.44,0.82,2.32,1.25,1.05
0.36,0.44,0.82,2.46,1.15,1.3
0.37,0.44,0.82,2.58,0.75,1.25
0.37,0.43,0.81,2.69,0.79,1.76
0.37,0.44,0.82,2.52,0.66,1.56
0.37,0.44,0.83,2.49,0.76,1.37
0.37,0.45,0.81,2.41,0.55,1.4
0.37,0.44,0.82,2.12,0.43,1.15
0.37,0.43,0.81,1.94,0.52,0.96
0.36,0.44,0.8,2.02,0.31,1.04
0.37,0.44,0.81,1.37,0.46,0.89
0.37,0.43,0.8,1.42,0.76,0.67
0.37,0.44,0.81,1.34,0.6,0.29
0.37,0.44,0.81,1.74,1.16,0.15
0.37,0.44,0.81,1.71,1.65,0.0
0.37,0.45,0.81,2.11,1.79,-0.23
0.37,0.45,0.82,1.65,1.59,-0.11
0.37,0.45,0.82,1.33,1.42,-0.02
0.37,0.44,0.83,1.39,1.25,0.23
0.37,0.45,0.83,1.3,1.01,0.26
0.37,0.45,0.83,1.11,0.81,0.53
0.36,0.45,0.8,1.18,0.73,0.52
0.37,0.45,0.82,1.13,0.64,0.73
0.37,0.44,0.81,1.01,0.69,0.61
0.37,0.45,0.81,1.37,0.78,0.85
0.37,0.45,0.81,1.76,1.08,1.18
0.37,0.45,0.81,1.31,1.01,1.22
0.37,0.45,0.81,1.3,0.84,1.36
0.37,0.45,0.8,1.19,0.58,1.44
0.37,0.45,0.8,1.25,0.56,1.45
0.37,0.45,0.81,1.62,0.82,1.19
0.36,0.44,0.81,1.85,1.28,1.21
0.36,0.45,0.81,1.89,1.48,1.31
0.37,0.45,0.8,1.94,1.42,1.31
0.38,0.44,0.82,2.2,1.63,1.01
0.36,0.45,0.82,1.8,1.77,0.23
0.35,0.45,0.82,1.82,1.65,-0.9
0.35,0.45,0.82,2.02,1.1,-0.96
0.37,0.45,0.81,1.97,0.7,-0.27
0.37,0.44,0.81,1.18,0.32,0.4
0.37,0.45,0.8,-0.05,0.08,0.7
0.36,0.45,0.81,-0.5,-0.44,0.93
0.35,0.46,0.81,-0.47,-0.81,1.42
0.36,0.46,0.81,-0.03,-0.34,1.95
0.37,0.44,0.81,1.33,1.01,2.46
0.38,0.43,0.81,1.76,2.63,2.78
0.39,0.42,0.82,1.74,2.85,2.98
0.37,0.43,0.82,1.91,1.88,2.75
0.37,0.45,0.81,1.95,1.34,2.15
0.37,0.46,0.81,2.34,1.24,1.77
0.36,0.46,0.8,2.58,1.27,1.65
0.36,0.46,0.8,3.19,1.02,1.65
0.37,0.45,0.81,3.31,0.82,1.33
0.36,0.45,0.82,3.04,0.5,1.45
0.36,0.44,0.82,2.66,0.9,1.24
0.37,0.44,0.81,2.6,1.1,0.99
0.36,0.45,0.81,2.23,1.08,0.89
0.36,0.46,0.81,1.74,1.16,0.63
0.36,0.45,0.8,1.48,1.11,1.04
0.37,0.45,0.8,1.31,1.31,1.01
0.37,0.46,0.81,1.02,1.11,1.21
0.36,0.46,0.82,0.96,1.5,0.99
0.36,0.44,0.81,1.07,1.42,0.87
0.36,0.45,0.81,1.08,1.33,1.18
0.36,0.45,0.81,1.04,1.21,1.27
0.36,0.45,0.81,1.1,1.04,1.37
0.37,0.44,0.81,1.4,1.28,1.19
0.37,0.44,0.81,1.48,0.89,1.37
0.37,0.45,0.8,1.65,0.87,1.08
0.36,0.46,0.81,1.68,0.89,0.99
0.36,0.46,0.81,1.4,0.64,1.08
0.36,0.46,0.82,1.42,0.63,1.73
0.35,0.45,0.82,1.48,0.7,1.63
0.36,0.44,0.81,1.22,0.4,1.92
0.37,0.45,0.8,1.71,0.41,1.45
0.37,0.45,0.81,2.58,0.5,1.27
0.36,0.45,0.8,2.75,0.34,1.01
0.36,0.45,0.79,4.18,1.36,0.31
0.37,0.46,0.78,5.18,1.62,0.31
0.37,0.46,0.81,4.84,2.05,0.49
0.36,0.46,0.81,4.52,1.79,0.21
