acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.25,0.41,0.85,-0.03,0.43,2.0
0.25,0.41,0.85,-0.15,0.09,2.14
0.25,0.41,0.84,0.12,0.26,2.21
0.25,0.41,0.85,0.2,0.18,2.11
0.25,0.41,0.85,0.27,0.0,1.97
0.25,0.41,0.85,0.0,0.11,1.79
0.25,0.42,0.86,0.15,-0.06,1.66
0.24,0.41,0.85,0.11,-0.09,1.5
0.25,0.42,0.85,-0.44,-0.15,1.21
0.25,0.41,0.86,-0.44,0.05,1.04
0.25,0.41,0.86,-0.41,0.09,0.72
0.25,0.41,0.85,-0.29,0.27,0.52
0.25,0.41,0.86,-0.38,0.47,0.53
0.25,0.4,0.85,-0.5,0.38,0.53
0.25,0.41,0.84,-0.52,0.24,0.66
0.25,0.41,0.85,-0.78,0.32,1.01
0.25,0.41,0.85,-0.43,0.35,1.11
0.25,0.42,0.85,0.02,0.63,1.18
0.25,0.41,0.85,0.27,1.01,1.11
0.25,0.42,0.87,-0.12,1.22,1.34
0.25,0.41,0.85,-0.32,0.92,1.31
0.25,0.42,0.85,-0.93,0.32,0.82
0.24,0.42,0.85,-1.07,-0.11,0.58
0.24,0.43,0.85,-0.5,0.06,0.49
0.24,0.42,0.85,-0.49,-0.06,0.78
0.24,0.41,0.86,-0.44,0.08,1.42
0.25,0.41,0.86,0.17,0.85,2.12
0.25,0.39,0.85,0.11,1.19,2.11
0.26,0.39,0.85,-0.44,1.08,2.14
0.26,0.4,0.86,-0.56,0.35,1.85
0.26,0.41,0.85,-0.27,-0.29,1.36
0.25,0.42,0.84,-0.41,-0.5,1.74
0.26,0.43,0.84,-0.38,0.09,2.2
0.25,0.42,0.85,-0.47,0.58,2.11
0.26,0.41,0.86,-0.35,0.47,1.76
0.25,0.41,0.85,-0.4,0.4,1.36
0.25,0.41,0.86,-0.44,0.24,1.3
0.25,0.41,0.86,-0.92,-0.03,0.93
0.25,0.42,0.85,-1.11,0.0,0.75
0.24,0.41,0.85,-1.21,0.41,0.58
0.25,0.41,0.85,-1.18,0.47,1.16
0.25,0.41,0.85,-1.34,0.53,0.76
0.25,0.41,0.85,-1.11,0.69,0.87
0.25,0.4,0.85,-0.55,0.9,1.21
0.25,0.41,0.85,-0.41,0.87,1.51
0.25,0.4,0.86,0.08,0.64,1.71
0.25,0.41,0.85,0.23,0.69,1.97
0.26,0.41,0.85,0.37,0.9,1.66
0.25,0.41,0.85,0.37,0.46,1.47
0.25,0.42,0.86,0.53,-0.12,0.89
0.25,0.42,0.85,0.18,-0.35,1.28
0.26,0.41,0.83,0.35,-0.14,1.47
0.26,0.41,0.85,0.06,0.12,1.18
0.25,0.4,0.85,-0.52,0.52,0.7
0.25,0.4,0.85,-0.79,0.35,0.35
0.25,0.41,0.85,-0.72,0.26,0.21
0.25,0.4,0.85,-0.46,0.09,0.53
0.25,0.41,0.85,-0.4,-0.17,0.61
0.26,0.41,0.85,-0.49,-0.31,0.81
0.25,0.41,0.85,-0.21,-0.24,1.01
0.25,0.41,0.85,-0.09,0.05,1.31
0.26,0.41,0.85,0.31,0.21,1.51
0.26,0.41,0.85,0.18,0.5,1.45
0.25,0.4,0.86,0.35,0.43,1.63
0.25,0.41,0.86,0.31,0.63,1.68
0.25,0.4,0.86,0.38,0.47,1.4
0.26,0.41,0.86,0.21,0.76,1.42
0.25,0.41,0.85,0.0,0.56,1.31
0.25,0.4,0.85,0.02,0.53,1.3
0.26,0.41,0.86,-0.12,0.85,1.3
0.25,0.41,0.85,-0.11,0.58,1.83
0.25,0.41,0.85,-0.41,-0.03,2.02
0.26,0.41,0.85,-0.61,-0.47,2.06
0.26,0.41,0.85,-0.6,-0.12,2.31
0.26,0.4,0.86,-0.89,0.06,2.29
0.26,0.41,0.85,-1.08,0.17,2.12
0.26,0.41,0.85,-1.18,-0.09,2.41
0.25,0.41,0.86,-1.21,0.12,2.41
0.26,0.4,0.85,-1.5,0.26,2.31
0.25,0.4,0.86,-1.45,0.37,2.26
0.25,0.4,0.85,-0.89,0.55,2.35
0.26,0.41,0.85,-0.52,0.52,1.89
0.25,0.4,0.85,-0.24,0.56,2.03
0.25,0.4,0.86,0.11,0.55,1.82
0.25,0.4,0.85,0.46,0.75,1.89
0.25,0.4,0.85,1.5,0.82,1.86
0.26,0.4,0.85,2.12,1.3,1.77
0.26,0.4,0.85,2.14,1.39,1.89
0.26,0.41,0.85,2.38,1.13,1.83
0.25,0.41,0.85,2.08,0.72,1.82
0.25,0.41,0.85,2.11,0.99,1.44
0.26,0.41,0.86,1.79,0.56,1.04
0.26,0.41,0.85,1.79,0.93,0.66
0.26,0.41,0.85,1.37,1.08,0.27
0.26,0.42,0.85,0.96,0.66,0.03
0.26,0.41,0.85,1.05,0.64,0.18
0.26,0.41,0.85,0.78,0.56,-0.02
0.26,0.4,0.85,1.07,0.56,-0.2
0.26,0.41,0.86,1.18,0.81,0.17
0.26,0.4,0.86,1.1,1.07,0.05
0.25,0.4,0.85,1.37,1.21,0.08
0.24,0.4,0.84,2.15,1.1,0.32
0.25,0.4,0.86,2.43,1.31,0.34
0.26,0.41,0.86,2.05,0.9,0.17
0.26,0.41,0.86,1.63,0.47,0.24
0.26,0.41,0.86,1.21,0.4,0.29
0.26,0.42,0.86,0.7,0.52,0.26
0.26,0.41,0.86,0.4,0.75,-0.66
0.26,0.41,0.85,0.81,0.98,-1.59
0.25,0.41,0.85,0.75,0.5,-1.86
0.26,0.4,0.84,2.06,0.75,-1.79
0.25,0.4,0.83,3.4,2.37,-2.47
0.25,0.41,0.83,3.82,2.08,-2.84
0.25,0.41,0.83,4.18,2.41,-3.59
0.23,0.41,0.84,5.16,3.27,-5.15
0.21,0.41,0.84,6.11,1.02,-4.92
0.22,0.42,0.84,7.18,-1.1,-3.74
0.25,0.4,0.84,9.25,-0.58,-2.78
0.25,0.38,0.83,11.66,0.03,0.27
0.28,0.4,0.86,11.95,3.39,0.4
0.25,0.42,0.88,10.21,3.79,-2.24
0.23,0.43,0.87,9.98,1.76,-4.11
0.24,0.44,0.85,9.08,1.05,-3.85
0.27,0.46,0.85,7.48,-0.49,-3.82
0.28,0.45,0.85,5.3,-0.14,-4.64
0.27,0.45,0.85,3.57,0.44,-4.24
0.26,0.43,0.83,3.05,0.32,-4.11
0.26,0.43,0.83,3.18,0.14,-4.03
0.26,0.43,0.85,3.27,-1.22,-3.47
0.26,0.44,0.84,3.91,-1.82,-3.65
0.27,0.44,0.82,4.81,-1.68,-2.82
0.28,0.45,0.84,3.47,-1.27,-2.21
0.26,0.44,0.85,1.82,-0.46,-2.41
0.22,0.42,0.83,3.48,0.69,-0.66
0.23,0.42,0.81,6.15,0.27,-0.52
0.26,0.42,0.83,7.07,-0.58,2.73
0.3,0.41,0.83,7.98,0.7,7.74
0.35,0.45,0.86,2.2,8.08,7.68
0.14,0.38,0.71,4.99,0.55,8.14
0.25,0.4,0.82,8.85,-1.8,13.44
0.21,0.41,0.8,10.24,-4.58,14.03
0.2,0.41,0.77,14.9,-13.01,22.5
0.24,0.39,0.75,19.71,-16.76,26.05
0.26,0.44,0.71,21.95,-23.36,32.55
0.22,0.43,0.67,25.44,-32.82,38.38
0.36,0.42,0.81,32.85,-31.1,43.33
0.2,0.44,0.7,36.9,-39.91,40.76
0.4,0.47,0.94,38.49,-39.13,36.26
0.29,0.5,0.84,39.98,-30.38,22.89
0.25,0.53,0.91,43.31,-40.81,28.31
0.45,0.51,0.92,31.57,-30.55,18.6
0.32,0.56,0.86,24.76,-38.15,9.86
0.25,0.52,0.89,16.82,-22.69,12.5
0.46,0.52,0.93,8.79,-13.28,4.73
0.3,0.55,0.89,1.42,-10.56,-5.22
0.27,0.5,0.9,-4.98,-8.55,-7.18
0.29,0.48,0.86,-8.78,-6.34,-6.11
0.36,0.49,0.9,-10.05,0.53,-8.89
0.41,0.48,0.87,-9.27,7.39,-17.83
0.32,0.5,0.85,-9.16,11.24,-23.07
0.35,0.49,0.82,-10.41,13.98,-21.76
0.39,0.48,0.86,-14.03,18.34,-18.5
0.39,0.47,0.83,-17.91,25.45,-17.77
0.37,0.47,0.77,-19.3,36.06,-17.77
0.35,0.48,0.74,-19.11,31.71,-18.84
0.36,0.47,0.78,-17.07,37.6,-20.79
0.36,0.46,0.79,-17.94,26.53,-18.55
0.32,0.45,0.8,-17.91,26.67,-18.78
0.26,0.46,0.8,-16.09,18.69,-16.4
0.2,0.44,0.78,-12.7,15.94,-15.63
0.26,0.44,0.8,-10.76,11.19,-10.31
0.29,0.46,0.82,-11.8,7.11,-6.95
0.29,0.46,0.83,-13.08,11.65,-6.05
0.28,0.46,0.82,-14.09,9.48,-8.12
0.21,0.48,0.83,-16.73,6.05,-5.16
0.26,0.46,0.84,-17.48,1.77,-4.21
0.29,0.47,0.81,-18.96,3.59,-2.67
0.24,0.48,0.79,-19.51,1.8,1.59
0.25,0.45,0.84,-19.71,5.95,6.96
0.31,0.44,0.81,-20.0,0.58,6.21
0.28,0.45,0.81,-16.81,5.8,5.91
0.25,0.43,0.79,-13.57,8.43,6.43
0.28,0.44,0.82,-14.02,7.59,7.18
0.26,0.43,0.82,-12.81,7.08,5.76
0.28,0.43,0.82,-13.39,3.88,6.67
0.29,0.41,0.82,-10.75,4.87,5.19
0.29,0.41,0.81,-10.84,1.94,3.98
0.27,0.4,0.83,-8.17,2.66,4.21
0.25,0.41,0.84,-7.37,2.06,4.2
0.24,0.41,0.87,-4.09,7.18,3.4
0.24,0.42,0.82,-4.78,1.36,2.85
0.24,0.43,0.85,-4.09,0.5,2.47
0.25,0.42,0.86,-3.59,1.82,3.07
0.26,0.42,0.84,-2.67,2.44,3.85
0.27,0.41,0.83,-1.86,2.56,4.17
0.27,0.41,0.83,-2.0,2.56,3.88
0.27,0.41,0.84,-2.14,3.02,3.19
0.28,0.41,0.84,-2.63,2.03,3.24
0.28,0.41,0.83,-2.09,2.2,2.55
0.27,0.42,0.83,-1.56,2.38,2.38
0.25,0.4,0.82,0.81,-0.92,1.22
0.27,0.43,0.83,-1.88,2.18,1.36
0.27,0.42,0.84,-2.34,2.84,0.53
0.26,0.41,0.84,-2.53,3.07,0.41
0.26,0.41,0.84,-3.28,2.0,0.67
0.25,0.41,0.86,-3.1,2.43,0.75
0.24,0.42,0.84,-2.81,1.51,0.79
0.25,0.41,0.85,-2.67,1.27,1.57
0.26,0.4,0.85,-1.85,1.27,2.08
0.26,0.4,0.85,-1.56,2.03,2.43
0.26,0.4,0.85,-1.8,2.24,1.89
0.26,0.39,0.86,-1.76,1.68,1.79
0.26,0.4,0.85,-1.11,1.04,1.36
