acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.29,0.42,0.84,-0.56,1.02,0.72
0.28,0.42,0.84,-1.02,1.04,0.95
0.29,0.42,0.85,-0.43,1.44,0.79
0.29,0.43,0.85,-0.53,1.19,0.76
0.28,0.42,0.84,-0.95,1.27,0.5
0.29,0.42,0.85,-0.69,1.86,0.35
0.28,0.42,0.85,-0.47,1.71,0.55
0.28,0.41,0.84,-1.1,1.25,0.56
0.28,0.43,0.85,-1.37,1.04,0.38
0.27,0.42,0.85,-1.08,0.92,0.52
0.27,0.42,0.84,-0.66,0.2,1.02
0.28,0.42,0.83,-0.15,0.31,1.97
0.29,0.41,0.85,-0.09,1.31,2.5
0.29,0.4,0.83,-0.72,1.74,2.66
0.29,0.4,0.85,-0.21,1.47,2.32
0.28,0.41,0.85,0.11,0.66,1.77
0.28,0.43,0.84,0.15,-0.23,2.18
0.28,0.44,0.83,0.08,-0.05,1.97
0.29,0.43,0.83,-0.09,0.26,2.0
0.29,0.43,0.84,-0.29,0.67,1.19
0.29,0.42,0.84,-0.26,0.93,0.79
0.29,0.42,0.84,-0.15,0.82,0.37
0.28,0.41,0.84,-0.12,0.85,-0.26
0.28,0.42,0.84,-0.15,0.95,-0.43
0.28,0.42,0.85,-0.38,0.87,-0.38
0.27,0.42,0.84,-0.63,0.85,-0.27
0.28,0.42,0.84,-0.61,0.87,-0.26
0.28,0.42,0.84,-0.41,0.72,0.23
0.28,0.42,0.85,-0.11,0.95,0.5
0.28,0.41,0.85,0.24,1.08,1.07
0.28,0.41,0.85,0.76,0.69,1.74
0.28,0.41,0.84,0.87,0.56,2.06
0.28,0.41,0.85,0.96,0.53,2.03
0.28,0.41,0.84,1.15,0.66,2.14
0.29,0.42,0.84,0.9,0.41,2.2
0.29,0.43,0.86,2.56,3.3,2.2
0.28,0.42,0.81,0.43,0.31,1.85
0.29,0.43,0.85,0.69,-0.14,1.34
0.29,0.42,0.83,0.31,-0.34,1.59
0.28,0.43,0.84,0.5,0.4,1.39
0.28,0.41,0.83,-0.2,0.41,1.18
0.28,0.42,0.84,0.15,0.41,1.02
0.28,0.42,0.85,0.23,-0.05,0.63
0.28,0.42,0.84,0.38,-0.15,0.84
0.28,0.42,0.84,0.44,0.0,1.05
0.28,0.42,0.84,0.61,0.34,1.13
0.28,0.42,0.84,0.84,0.09,1.56
0.28,0.42,0.85,0.56,-0.03,2.11
0.28,0.41,0.85,1.01,0.14,2.08
0.28,0.41,0.85,1.34,0.11,2.29
0.29,0.42,0.85,1.27,0.35,2.4
0.29,0.41,0.84,1.27,0.35,2.49
0.28,0.42,0.85,1.18,0.5,2.64
0.29,0.42,0.84,0.96,0.5,2.35
0.28,0.42,0.84,0.73,0.66,2.23
0.28,0.43,0.84,0.49,0.72,1.73
0.28,0.42,0.84,0.09,0.64,1.48
0.29,0.42,0.84,0.2,0.81,1.16
0.29,0.43,0.84,0.03,0.67,0.92
0.3,0.42,0.85,-0.23,0.43,0.61
0.3,0.42,0.84,-0.41,0.49,0.27
0.3,0.42,0.84,-0.6,0.78,0.14
0.28,0.42,0.84,-0.49,1.04,0.26
0.28,0.43,0.84,-0.5,0.79,0.52
0.28,0.42,0.85,-0.63,0.84,0.56
0.28,0.42,0.84,-0.41,1.25,0.79
0.28,0.41,0.84,-0.52,0.81,1.04
0.28,0.42,0.85,-0.03,0.87,0.89
0.28,0.42,0.83,-0.11,0.72,1.22
0.28,0.41,0.83,0.02,0.46,1.47
0.28,0.42,0.84,0.11,0.35,1.79
0.28,0.42,0.84,0.21,0.52,1.68
0.28,0.42,0.83,0.49,0.58,1.56
0.29,0.41,0.84,0.6,0.38,1.44
0.29,0.42,0.84,0.92,0.52,1.4
0.29,0.42,0.84,0.52,0.34,1.08
0.29,0.42,0.84,0.29,0.46,0.87
0.29,0.42,0.83,0.58,0.75,0.47
0.28,0.43,0.84,0.81,0.9,0.58
0.29,0.42,0.84,0.93,1.21,0.43
0.29,0.42,0.84,0.53,1.45,0.23
0.27,0.42,0.84,1.18,1.76,0.03
0.28,0.42,0.84,1.04,2.0,0.49
0.28,0.42,0.83,1.21,1.91,0.17
0.28,0.41,0.83,2.21,2.32,0.79
0.28,0.43,0.83,2.75,1.95,1.25
0.27,0.41,0.83,3.85,2.76,1.04
0.29,0.42,0.85,3.47,2.76,1.68
0.27,0.42,0.85,3.98,2.55,0.7
0.26,0.41,0.82,6.23,2.03,1.45
0.29,0.42,0.84,5.95,1.6,1.89
0.28,0.43,0.85,5.68,2.15,1.83
0.29,0.43,0.87,4.61,1.48,1.59
0.28,0.43,0.85,4.24,0.98,1.02
0.29,0.43,0.86,3.45,0.49,0.93
0.29,0.43,0.85,2.53,0.73,0.56
0.29,0.44,0.86,0.72,0.84,0.17
0.27,0.43,0.85,-0.66,0.49,-0.44
0.27,0.42,0.85,-0.56,-0.05,-0.21
0.28,0.42,0.84,-0.15,-0.14,-0.12
0.29,0.43,0.85,-0.32,0.14,0.12
0.28,0.43,0.85,-0.96,0.66,-0.24
0.28,0.43,0.85,-0.96,0.11,-0.15
0.27,0.42,0.83,0.44,0.9,-0.14
0.28,0.43,0.83,0.41,1.37,0.11
0.28,0.44,0.84,-0.31,2.23,-0.5
0.27,0.43,0.84,-0.18,1.83,-1.13
0.27,0.43,0.84,-1.08,0.6,-0.69
0.27,0.43,0.85,-1.16,0.84,-0.61
0.27,0.43,0.84,-0.6,0.67,-0.47
0.27,0.44,0.85,-0.72,0.55,-0.24
0.27,0.42,0.84,0.17,1.08,-0.03
0.28,0.42,0.84,0.38,1.85,0.55
0.29,0.41,0.83,0.43,1.57,1.24
0.28,0.41,0.84,0.85,0.81,1.45
0.29,0.42,0.84,1.76,0.41,1.08
0.29,0.43,0.83,2.08,0.35,1.34
0.29,0.44,0.84,1.62,0.43,1.76
0.29,0.44,0.83,1.18,1.02,1.92
0.27,0.44,0.83,1.3,2.02,1.65
0.28,0.44,0.84,1.73,2.38,1.19
0.28,0.43,0.84,1.63,2.15,0.87
0.28,0.43,0.84,1.47,2.23,1.05
0.27,0.44,0.83,1.28,0.82,1.54
0.25,0.43,0.84,2.37,0.55,1.59
0.25,0.42,0.85,4.11,0.44,3.54
