acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.38,0.51,0.77,-1.59,0.73,1.34
0.38,0.52,0.76,-1.86,0.37,1.59
0.39,0.51,0.76,-2.08,0.27,1.62
0.38,0.52,0.77,-2.11,-0.12,1.51
0.39,0.52,0.77,-2.23,-0.24,1.4
0.39,0.51,0.76,-2.24,-0.27,1.45
0.38,0.51,0.77,-2.11,0.31,1.33
0.39,0.51,0.77,-1.07,1.31,0.78
0.38,0.51,0.76,-0.89,1.34,1.08
0.39,0.51,0.76,-1.66,0.5,1.71
0.39,0.51,0.77,-2.63,-0.08,1.65
0.37,0.51,0.76,-3.25,-0.37,1.63
0.37,0.52,0.76,-3.79,-0.92,1.92
0.37,0.53,0.78,-3.51,-1.42,2.2
0.38,0.51,0.77,-2.02,-1.04,2.61
0.39,0.5,0.76,-0.95,-0.2,2.64
0.4,0.49,0.76,-0.17,0.66,2.31
0.4,0.49,0.76,-0.14,0.84,2.17
0.4,0.5,0.77,0.18,0.06,2.2
0.39,0.51,0.76,0.32,-0.99,2.0
0.39,0.52,0.76,0.41,-0.99,2.14
0.39,0.52,0.76,0.61,-0.43,2.23
0.39,0.52,0.76,0.66,0.14,1.94
0.39,0.51,0.77,0.35,0.2,2.08
0.39,0.5,0.76,-0.09,0.32,1.89
0.39,0.51,0.76,-0.41,0.67,1.59
0.38,0.51,0.77,-0.92,0.76,1.19
0.39,0.51,0.77,-1.33,0.79,0.95
0.38,0.51,0.77,-1.94,0.95,0.89
0.39,0.51,0.76,-2.2,0.63,1.15
0.39,0.51,0.76,-2.41,0.32,1.25
0.39,0.51,0.76,-2.35,0.87,1.25
0.39,0.51,0.77,-2.29,1.08,1.05
0.39,0.51,0.77,-2.02,1.18,1.05
0.39,0.5,0.77,-1.57,1.08,1.39
0.39,0.5,0.76,-1.19,1.08,1.56
0.39,0.5,0.77,-0.14,0.98,1.37
0.39,0.49,0.77,-0.6,0.81,1.83
0.39,0.5,0.76,-0.75,0.46,1.91
0.38,0.5,0.76,-0.99,-0.32,1.71
0.39,0.5,0.76,-0.73,-0.56,2.35
0.39,0.51,0.76,-0.52,-0.72,2.5
0.4,0.5,0.77,-0.31,-0.38,2.0
0.4,0.5,0.76,-0.44,0.09,1.98
0.4,0.51,0.77,-0.69,0.18,1.8
0.39,0.51,0.77,-0.81,-0.14,1.76
0.39,0.52,0.77,-0.92,-0.15,1.57
0.38,0.51,0.77,-1.01,-0.21,1.73
0.39,0.51,0.77,-1.44,-0.47,1.59
0.39,0.5,0.77,-1.85,-0.12,1.57
0.39,0.49,0.77,-1.98,-0.31,1.63
0.4,0.49,0.76,-1.77,-0.06,1.6
0.39,0.5,0.77,-1.53,0.7,1.6
0.39,0.5,0.76,-1.74,0.78,1.54
0.4,0.5,0.77,-1.68,1.31,1.65
0.39,0.5,0.77,-1.57,1.45,1.73
0.39,0.51,0.77,-1.25,1.51,2.05
0.39,0.5,0.77,-1.3,1.5,2.02
0.39,0.5,0.78,-1.28,1.37,1.89
0.39,0.5,0.76,-1.1,1.01,2.12
0.39,0.5,0.77,-1.16,0.95,1.74
0.4,0.5,0.76,-1.33,1.24,1.54
0.4,0.5,0.77,-1.3,0.92,1.01
0.4,0.5,0.77,-1.3,1.01,1.02
0.4,0.5,0.76,-1.36,1.3,0.6
0.4,0.5,0.77,-1.4,1.37,0.66
0.4,0.5,0.76,-1.59,1.34,0.6
0.4,0.5,0.77,-1.44,1.3,0.49
0.39,0.5,0.77,-1.5,1.34,0.66
0.39,0.49,0.76,-1.34,1.4,0.72
0.39,0.49,0.77,-1.39,1.24,0.9
0.39,0.5,0.78,-1.18,1.11,1.25
0.39,0.49,0.77,-0.85,1.21,1.11
0.39,0.49,0.76,-0.79,1.11,1.3
0.39,0.5,0.77,-0.49,1.18,1.65
0.4,0.49,0.77,-0.14,1.22,1.68
0.4,0.49,0.78,0.02,1.4,1.63
0.39,0.5,0.78,0.34,1.76,1.66
0.39,0.5,0.77,0.38,1.92,1.62
0.38,0.5,0.78,0.2,1.88,1.5
0.38,0.5,0.77,0.41,1.74,0.98
0.38,0.5,0.76,0.95,1.79,0.98
0.39,0.5,0.77,0.89,1.89,0.69
0.39,0.49,0.76,1.65,2.0,0.26
0.39,0.5,0.77,2.55,2.47,-0.03
0.39,0.49,0.77,3.28,2.64,-0.18
0.4,0.5,0.76,3.37,2.78,-0.64
0.39,0.49,0.77,3.33,2.29,-1.15
0.39,0.51,0.77,3.27,1.86,-1.24
0.39,0.5,0.77,3.57,1.65,-1.66
0.39,0.5,0.77,3.74,1.5,-1.86
0.38,0.5,0.76,4.15,1.65,-2.12
0.38,0.5,0.77,4.26,1.71,-2.29
0.39,0.51,0.78,4.06,1.79,-2.14
0.38,0.5,0.77,4.05,1.18,-2.15
0.39,0.5,0.78,4.29,1.33,-2.29
0.38,0.51,0.78,4.93,1.4,-2.76
0.39,0.51,0.77,4.82,1.16,-2.69
0.39,0.5,0.77,4.95,0.78,-2.75
0.38,0.5,0.76,5.42,0.87,-2.4
0.38,0.5,0.77,3.8,0.82,-1.45
0.38,0.51,0.76,2.24,0.31,-0.64
0.37,0.52,0.77,2.02,0.27,0.17
0.36,0.51,0.77,3.24,0.93,0.49
