acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.57,0.71,0.41,0.2,0.73,2.53
-0.57,0.7,0.4,0.46,1.31,2.15
-0.58,0.7,0.4,0.32,1.31,1.51
-0.58,0.7,0.4,0.12,0.67,1.44
-0.57,0.7,0.41,0.35,0.41,1.31
-0.57,0.7,0.4,0.08,0.11,1.53
-0.57,0.7,0.4,0.15,0.27,1.4
-0.57,0.71,0.41,0.24,0.55,1.5
-0.57,0.7,0.4,0.26,0.78,1.82
-0.57,0.69,0.4,0.21,0.7,1.92
-0.57,0.69,0.4,0.02,0.89,1.74
-0.57,0.7,0.41,-0.09,1.02,1.45
-0.58,0.69,0.41,0.05,1.33,1.4
-0.57,0.7,0.41,-0.09,0.95,1.05
-0.57,0.7,0.41,0.08,0.93,1.21
-0.57,0.71,0.4,-0.02,1.21,1.13
-0.58,0.7,0.4,0.35,1.19,1.13
-0.57,0.7,0.39,0.27,1.74,1.21
-0.57,0.7,0.4,0.35,1.86,1.16
-0.58,0.7,0.4,0.43,1.71,1.18
-0.58,0.7,0.4,0.53,1.48,0.96
-0.57,0.71,0.4,0.7,1.11,0.72
-0.58,0.71,0.41,0.95,1.15,0.6
-0.57,0.7,0.4,1.04,0.96,0.55
-0.57,0.71,0.4,1.16,0.98,0.63
-0.57,0.71,0.4,1.08,0.93,0.75
-0.57,0.7,0.4,1.28,1.3,0.89
-0.57,0.7,0.4,1.25,1.3,0.96
-0.57,0.7,0.41,1.01,1.63,1.04
-0.57,0.7,0.4,0.85,1.76,1.04
-0.57,0.7,0.39,0.58,1.57,1.07
-0.57,0.7,0.4,0.6,1.37,1.04
-0.58,0.69,0.4,0.53,1.37,1.13
-0.57,0.7,0.4,0.55,1.37,1.08
-0.57,0.71,0.4,0.24,1.71,1.1
-0.57,0.7,0.39,0.37,1.82,1.13
-0.57,0.7,0.4,0.24,1.69,1.15
-0.57,0.7,0.4,0.08,1.68,1.15
-0.57,0.7,0.4,0.43,1.4,1.27
-0.57,0.7,0.4,0.6,1.16,1.19
-0.57,0.7,0.39,0.69,1.37,1.22
-0.57,0.71,0.4,0.64,1.36,1.01
-0.58,0.7,0.4,0.81,1.18,1.1
-0.58,0.7,0.4,0.85,0.89,1.28
-0.57,0.7,0.4,0.67,0.76,1.21
-0.58,0.7,0.4,0.95,0.66,0.95
-0.59,0.71,0.39,0.78,0.76,0.98
-0.57,0.7,0.39,0.73,0.73,1.18
-0.57,0.7,0.4,0.64,0.89,1.28
-0.57,0.7,0.39,0.55,1.15,1.22
-0.57,0.7,0.4,0.37,0.89,1.07
-0.58,0.7,0.4,0.09,0.73,1.18
-0.57,0.71,0.4,0.34,0.81,1.36
-0.58,0.7,0.4,0.7,0.72,1.44
-0.57,0.7,0.4,0.49,1.07,1.28
-0.57,0.7,0.4,0.61,0.9,1.24
-0.57,0.7,0.4,0.2,0.6,1.3
-0.57,0.7,0.41,0.44,0.47,1.31
-0.58,0.7,0.41,0.47,0.24,1.53
-0.57,0.7,0.4,1.02,0.61,1.42
-0.57,0.7,0.4,1.28,1.33,1.51
-0.58,0.7,0.39,0.87,1.28,1.63
-0.58,0.7,0.4,0.93,0.92,1.34
-0.58,0.7,0.4,0.89,0.21,0.96
-0.58,0.7,0.39,0.81,0.29,0.85
-0.59,0.7,0.39,0.93,1.31,1.42
-0.58,0.7,0.38,0.95,3.15,2.55
-0.57,0.7,0.4,0.82,4.61,3.4
-0.57,0.69,0.4,0.84,4.98,2.63
-0.58,0.69,0.4,0.03,4.53,1.25
-0.58,0.69,0.41,-0.75,2.85,0.78
-0.57,0.71,0.4,-0.72,1.04,0.73
