acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.25,0.4,0.85,-0.29,1.19,1.44
0.25,0.4,0.85,0.03,0.96,0.87
0.25,0.41,0.85,-0.05,0.5,0.92
0.26,0.41,0.84,0.06,0.58,0.92
0.25,0.4,0.85,-0.14,0.08,0.95
0.25,0.4,0.86,-0.76,0.92,0.75
0.25,0.39,0.87,-1.11,0.93,0.47
0.25,0.4,0.86,-0.99,0.43,0.2
0.25,0.41,0.87,-0.69,0.24,0.18
0.25,0.41,0.85,-0.7,0.96,0.5
0.26,0.4,0.85,-0.69,0.38,0.73
0.26,0.4,0.84,-0.66,-0.03,0.67
0.25,0.4,0.86,-0.52,0.49,1.13
0.26,0.4,0.85,-0.23,0.52,1.16
0.26,0.39,0.86,0.15,0.6,1.37
0.26,0.39,0.85,0.43,0.5,1.47
0.25,0.4,0.87,0.56,0.53,1.66
0.25,0.4,0.85,1.21,1.97,1.62
0.26,0.4,0.85,-0.14,0.35,1.77
0.26,0.41,0.85,0.24,0.47,1.89
0.26,0.41,0.85,0.31,0.46,1.66
0.26,0.41,0.86,0.17,0.55,1.63
0.25,0.4,0.85,0.11,0.95,1.59
0.26,0.4,0.85,-0.17,0.96,1.54
0.26,0.4,0.86,0.12,0.87,1.3
0.26,0.4,0.86,-0.09,0.58,1.3
0.26,0.4,0.85,0.02,0.32,0.92
0.26,0.41,0.86,0.11,0.12,0.89
0.26,0.4,0.84,0.05,0.03,0.58
0.26,0.4,0.86,-0.11,0.15,0.06
0.25,0.41,0.85,-0.24,0.09,0.0
0.26,0.4,0.86,-0.32,0.06,0.05
0.25,0.41,0.87,-0.58,1.05,0.29
0.26,0.4,0.85,-0.06,0.21,0.18
0.26,0.4,0.84,-0.4,0.21,0.2
0.25,0.4,0.85,-0.41,0.41,0.43
0.26,0.4,0.85,-0.23,0.63,0.64
0.26,0.4,0.85,-0.05,0.4,0.98
0.26,0.4,0.85,0.17,0.75,1.25
0.26,0.4,0.85,0.5,0.63,1.57
0.26,0.4,0.85,0.53,0.31,1.74
0.26,0.4,0.85,0.67,0.21,1.66
0.26,0.4,0.85,0.56,0.2,1.8
0.26,0.4,0.86,0.93,0.32,1.83
0.26,0.4,0.85,0.34,0.08,2.03
0.25,0.4,0.86,0.5,0.12,2.08
0.26,0.4,0.85,0.52,0.08,2.09
0.26,0.4,0.85,0.41,0.12,1.83
0.26,0.4,0.85,0.06,0.41,1.69
0.26,0.4,0.84,0.21,0.31,1.37
0.26,0.41,0.85,0.24,0.24,1.37
0.25,0.4,0.86,0.0,0.11,1.31
0.26,0.39,0.85,-0.15,0.23,1.36
0.26,0.4,0.87,0.12,0.29,1.07
0.26,0.4,0.86,0.08,0.17,1.18
0.26,0.4,0.86,0.29,0.24,1.08
0.26,0.41,0.85,0.37,0.02,1.37
0.26,0.4,0.85,0.53,0.21,1.37
0.26,0.4,0.86,0.61,0.02,1.33
0.26,0.4,0.85,0.81,0.17,1.47
