acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.24,0.4,0.87,5.57,1.97,2.64
0.23,0.4,0.86,5.04,2.58,2.55
0.23,0.39,0.87,4.66,3.59,2.15
0.22,0.39,0.88,4.58,3.91,1.86
0.22,0.4,0.87,5.24,4.27,1.69
0.22,0.4,0.87,4.93,4.27,1.62
0.24,0.41,0.85,4.98,4.15,1.59
0.25,0.4,0.86,4.87,4.98,1.8
0.26,0.4,0.84,3.69,4.44,1.71
0.25,0.41,0.85,2.47,3.22,1.69
0.24,0.41,0.84,2.53,3.05,1.65
0.24,0.4,0.85,2.12,3.54,2.43
0.24,0.39,0.86,2.32,4.0,3.4
0.24,0.38,0.85,1.4,4.2,3.86
0.24,0.36,0.86,1.04,4.14,3.98
0.24,0.36,0.87,0.76,2.05,3.5
0.24,0.38,0.86,1.1,1.33,3.27
0.24,0.41,0.87,0.66,-0.21,3.05
0.24,0.42,0.86,1.94,1.8,3.74
0.25,0.42,0.85,1.62,1.42,4.05
0.25,0.41,0.85,0.93,1.31,4.14
0.25,0.41,0.86,0.79,1.34,4.18
0.24,0.4,0.86,1.54,1.65,4.08
0.23,0.39,0.86,1.74,1.6,3.83
0.22,0.39,0.86,2.34,1.91,3.47
0.23,0.39,0.87,2.82,1.73,3.44
0.24,0.4,0.85,3.01,1.73,3.6
0.24,0.4,0.85,1.65,0.14,3.39
0.25,0.41,0.86,2.46,2.43,3.79
0.25,0.41,0.85,1.44,1.22,3.86
0.25,0.41,0.84,1.54,2.53,4.35
0.25,0.41,0.85,0.92,2.06,4.69
0.25,0.4,0.87,1.56,3.79,4.69
0.24,0.39,0.87,0.99,4.38,4.29
0.23,0.4,0.87,-0.23,2.69,4.2
0.22,0.4,0.88,0.72,4.29,4.35
0.21,0.4,0.87,-4.02,3.1,3.86
0.22,0.39,0.88,-3.82,4.99,3.51
0.22,0.39,0.88,-4.34,3.71,2.85
0.22,0.4,0.87,-4.66,2.89,2.05
0.23,0.4,0.86,-4.75,3.34,1.86
0.23,0.41,0.86,-4.69,3.53,1.13
0.23,0.41,0.86,-4.34,3.69,0.96
0.23,0.4,0.86,-2.85,4.32,0.61
0.22,0.4,0.85,-3.1,3.37,0.5
0.23,0.38,0.86,-2.96,2.61,0.64
0.24,0.37,0.86,-1.94,1.82,0.63
0.24,0.37,0.85,-3.01,-1.01,0.7
0.25,0.36,0.86,-2.92,-1.79,0.5
0.25,0.37,0.86,-2.64,-2.64,0.24
0.25,0.37,0.87,-2.9,-3.25,-0.27
0.24,0.37,0.86,-2.72,-2.58,-0.92
0.24,0.37,0.87,-2.63,-1.27,-1.45
0.24,0.38,0.88,-2.27,-1.36,-1.65
0.23,0.39,0.88,-1.62,-0.31,-1.89
0.22,0.4,0.87,-1.97,0.41,-2.18
0.22,0.41,0.88,-1.79,1.34,-2.17
0.22,0.4,0.87,-1.56,1.94,-2.4
0.22,0.4,0.88,-1.57,2.32,-2.61
0.22,0.39,0.88,-1.01,2.23,-2.41
0.23,0.39,0.88,-0.58,1.97,-2.52
0.22,0.38,0.87,-0.49,2.23,-2.14
0.23,0.39,0.87,0.02,2.02,-2.14
0.23,0.38,0.87,0.55,1.11,-2.06
0.23,0.38,0.87,0.75,1.31,-1.44
0.24,0.39,0.86,1.69,1.68,-0.41
0.23,0.38,0.86,1.53,0.75,0.14
0.23,0.38,0.86,2.41,1.82,0.72
0.24,0.39,0.86,2.37,1.4,1.25
0.23,0.38,0.86,2.96,2.21,2.05
0.23,0.38,0.87,3.01,2.02,2.29
0.22,0.39,0.87,3.62,1.82,2.38
0.22,0.39,0.86,3.77,1.82,2.43
0.22,0.39,0.86,3.76,1.47,2.73
0.22,0.39,0.87,3.76,1.08,3.19
0.23,0.39,0.87,3.44,1.11,3.31
0.23,0.39,0.87,3.44,1.15,3.24
0.22,0.39,0.87,2.9,0.4,2.98
0.22,0.4,0.87,3.37,0.6,2.58
0.22,0.4,0.87,3.54,0.18,2.55
0.21,0.41,0.87,3.63,0.4,3.53
0.23,0.4,0.86,4.02,1.74,4.26
0.23,0.38,0.86,3.34,2.2,4.52
0.24,0.38,0.86,2.81,1.69,3.62
0.24,0.38,0.87,2.69,0.49,2.56
0.24,0.4,0.86,3.42,-0.6,2.4
0.24,0.41,0.85,3.56,0.12,2.87
0.24,0.42,0.86,3.91,0.82,2.9
0.24,0.41,0.86,3.57,0.29,2.78
0.24,0.41,0.86,2.98,0.06,2.52
0.23,0.4,0.87,3.3,0.08,2.15
0.23,0.39,0.86,3.47,0.24,1.63
0.22,0.4,0.86,3.47,-0.11,1.57
0.22,0.4,0.86,3.68,-0.08,1.66
0.23,0.4,0.86,3.45,0.12,1.65
0.23,0.41,0.86,2.99,-0.29,1.69
0.23,0.4,0.87,3.11,0.43,1.16
0.23,0.41,0.87,2.76,0.56,1.22
0.23,0.41,0.88,2.47,0.89,1.25
0.23,0.41,0.87,2.03,1.13,1.53
0.23,0.4,0.86,1.4,1.16,1.73
0.23,0.41,0.86,1.85,1.15,1.11
0.23,0.41,0.86,1.3,0.2,1.45
0.23,0.41,0.86,1.63,0.17,1.65
0.23,0.41,0.85,1.89,1.1,1.57
0.22,0.4,0.86,1.69,0.98,1.48
0.23,0.4,0.85,2.02,0.96,1.51
0.23,0.4,0.86,1.98,0.37,1.44
0.23,0.41,0.86,2.06,0.37,1.33
0.23,0.42,0.86,2.21,0.6,1.6
0.23,0.4,0.85,2.6,1.05,1.45
0.23,0.41,0.84,3.28,1.45,0.61
0.24,0.4,0.86,4.05,1.94,0.44
0.24,0.4,0.84,4.81,2.4,-0.26
0.23,0.39,0.85,6.67,4.23,-1.36
0.23,0.41,0.85,6.81,5.3,-1.59
0.22,0.41,0.85,6.85,6.35,-2.85
0.21,0.41,0.86,8.29,6.46,-5.59
0.22,0.41,0.86,8.64,6.43,-5.66
0.23,0.41,0.86,8.52,6.99,-4.75
0.23,0.42,0.85,7.34,6.06,-3.44
0.23,0.43,0.86,5.11,6.09,-3.4
0.21,0.43,0.86,3.44,5.47,-3.22
0.2,0.42,0.86,3.37,4.7,-3.95
0.21,0.41,0.85,4.6,5.44,-2.64
0.21,0.42,0.86,4.92,3.25,-3.31
0.19,0.43,0.85,5.05,1.1,-4.08
0.22,0.43,0.86,6.37,1.01,-3.31
0.23,0.42,0.86,5.45,0.58,-2.21
0.25,0.43,0.85,4.75,0.63,-2.84
0.24,0.43,0.85,3.6,-0.82,-1.77
0.24,0.44,0.85,2.56,-1.13,-1.11
0.24,0.44,0.83,2.64,-1.69,-0.5
0.24,0.43,0.83,3.27,-3.89,-1.02
0.24,0.43,0.85,3.01,-4.23,-1.56
0.22,0.44,0.86,2.05,-4.66,-3.31
0.18,0.42,0.83,3.39,-3.22,-2.73
0.2,0.4,0.84,5.82,-3.91,-2.47
0.17,0.42,0.84,6.09,-1.85,-5.92
0.3,0.42,0.82,9.05,-6.41,-2.58
0.26,0.39,0.73,10.6,-0.82,6.72
0.3,0.39,0.78,13.65,-0.7,11.85
0.21,0.42,0.84,14.43,-0.52,7.71
0.19,0.38,0.84,17.6,-5.21,11.5
0.16,0.41,0.79,18.92,-12.82,17.08
0.16,0.43,0.7,19.19,-28.79,21.11
0.2,0.46,0.69,22.89,-39.02,25.68
0.3,0.5,0.71,24.32,-56.61,29.92
0.26,0.48,0.83,29.42,-51.79,26.99
0.37,0.4,1.06,36.93,-39.66,36.08
0.17,0.37,0.66,52.9,-28.81,29.77
0.54,0.44,0.88,48.35,-41.37,36.24
0.27,0.46,0.81,50.2,-36.41,34.76
0.34,0.45,1.0,50.21,-31.22,30.49
0.18,0.55,0.88,47.57,-19.97,29.04
0.26,0.52,1.03,43.25,-10.95,26.82
0.29,0.53,0.81,38.23,-11.18,20.84
0.26,0.55,0.84,24.21,-19.3,29.5
0.38,0.59,0.78,18.93,-6.4,13.85
0.29,0.58,0.82,9.74,-8.26,6.2
0.33,0.59,0.93,1.33,-0.52,0.7
0.28,0.58,0.83,-3.01,2.52,-14.95
0.21,0.53,0.89,-11.31,-1.71,-16.5
0.21,0.5,0.88,-15.16,2.87,-19.69
0.41,0.54,0.9,-17.39,11.11,-31.15
0.3,0.57,0.86,-21.5,13.45,-34.29
0.3,0.54,0.85,-25.37,14.02,-31.42
0.34,0.53,0.84,-29.97,16.43,-23.59
0.45,0.54,0.91,-32.84,25.48,-22.99
0.53,0.49,0.79,-35.42,32.26,-21.91
0.41,0.45,0.7,-30.84,34.06,-22.29
0.33,0.44,0.7,-26.98,36.4,-14.37
0.3,0.44,0.79,-25.5,30.44,-11.95
0.22,0.42,0.79,-23.54,21.63,-7.82
0.19,0.46,0.83,-27.13,16.31,-0.11
0.2,0.42,0.83,-19.31,17.92,-2.46
0.23,0.4,0.79,-15.8,14.99,0.31
0.28,0.45,0.81,-9.73,8.5,-0.5
0.28,0.46,0.83,-14.73,9.89,0.14
0.24,0.47,0.81,-21.21,5.68,-0.41
0.18,0.46,0.8,-19.6,1.34,-1.57
0.25,0.45,0.85,-17.31,9.44,2.47
0.26,0.47,0.8,-16.81,7.15,4.66
0.2,0.49,0.79,-16.37,12.47,8.66
0.23,0.47,0.79,-15.07,2.21,11.82
0.3,0.46,0.82,-13.57,12.7,11.01
0.27,0.46,0.8,-14.49,9.24,9.51
0.25,0.44,0.83,-14.55,9.42,6.12
0.26,0.43,0.8,-14.93,8.14,2.9
0.25,0.42,0.81,-12.89,8.99,-0.61
0.26,0.42,0.84,-12.21,7.48,-2.72
0.27,0.42,0.83,-11.42,5.91,-4.96
0.25,0.41,0.85,-10.55,6.61,-6.12
0.23,0.41,0.84,-10.14,6.99,-4.99
0.24,0.42,0.84,-9.37,3.53,-3.98
0.24,0.42,0.85,-8.24,3.86,-3.31
0.25,0.42,0.84,-6.58,4.35,-2.34
0.27,0.41,0.83,-5.44,3.62,-1.22
0.28,0.41,0.83,-5.31,4.64,-0.24
0.26,0.42,0.85,-5.21,6.41,0.27
0.25,0.41,0.84,-4.2,7.62,0.66
0.23,0.42,0.84,-3.31,7.98,0.55
0.22,0.43,0.85,-3.47,9.48,1.11
0.22,0.44,0.85,-3.27,7.95,1.04
0.22,0.43,0.87,-5.07,9.1,1.74
0.23,0.43,0.88,-6.02,9.39,1.47
0.21,0.43,0.88,-6.47,12.17,1.57
0.21,0.41,0.88,-4.26,10.98,1.19
0.21,0.42,0.87,-10.72,10.15,0.4
0.19,0.43,0.87,-10.92,11.21,-0.96
0.18,0.42,0.88,-4.38,12.27,-1.36
0.19,0.42,0.86,-6.72,9.62,-1.44
0.2,0.42,0.86,-11.4,11.63,-2.29
0.21,0.41,0.88,-10.11,10.92,-3.37
0.22,0.42,0.86,-11.48,9.27,-4.26
0.21,0.4,0.86,-10.66,6.46,-4.41
0.23,0.39,0.85,-8.0,6.03,-3.98
0.22,0.39,0.85,-6.31,4.61,-3.47
0.22,0.38,0.83,-5.69,1.69,-3.39
0.21,0.38,0.84,-3.3,-1.25,-3.63
0.22,0.38,0.84,-1.25,-2.47,-3.1
0.25,0.4,0.85,0.27,-2.92,-1.66
0.25,0.39,0.85,0.56,-2.38,-1.04
0.25,0.39,0.86,-0.34,-1.59,-1.1
0.24,0.38,0.87,-2.18,-0.63,-1.5
0.23,0.37,0.9,-2.5,1.68,-2.21
0.2,0.36,0.91,-2.85,4.63,-2.38
0.17,0.37,0.93,-4.93,6.81,-2.64
0.14,0.38,0.93,-6.24,9.11,-3.36
0.13,0.4,0.92,-7.53,10.79,-4.29
0.13,0.43,0.92,-8.76,10.69,-5.42
0.13,0.43,0.9,-9.22,11.05,-6.53
0.16,0.43,0.88,-6.9,11.68,-5.65
0.2,0.41,0.89,-5.1,12.87,-4.78
0.21,0.39,0.87,-7.1,12.72,-4.14
0.22,0.36,0.85,-1.71,9.53,-3.18
0.23,0.35,0.82,-4.89,6.6,-2.17
0.23,0.34,0.82,-8.02,3.77,-1.85
0.24,0.33,0.83,-5.16,1.47,-2.08
0.24,0.33,0.83,-0.18,1.28,-0.7
0.24,0.35,0.84,3.82,1.95,0.75
0.25,0.37,0.82,6.93,2.06,2.31
0.24,0.39,0.84,5.01,1.57,4.05
0.23,0.39,0.84,4.56,0.44,4.93
0.23,0.39,0.85,5.04,0.58,6.37
0.22,0.39,0.86,4.34,-0.06,6.82
0.2,0.38,0.87,4.63,-1.19,7.6
0.21,0.38,0.88,3.77,-1.08,8.29
0.22,0.36,0.89,3.73,-1.01,8.55
0.21,0.36,0.88,3.77,-0.96,9.25
0.21,0.38,0.89,3.04,-1.88,9.31
0.2,0.39,0.9,2.49,-1.04,8.93
0.19,0.39,0.89,2.15,0.34,8.44
0.19,0.4,0.88,2.06,1.88,9.01
0.19,0.41,0.88,0.64,2.67,8.84
0.18,0.43,0.88,-1.59,2.56,8.44
0.17,0.43,0.87,-3.01,2.5,7.71
0.18,0.41,0.87,-4.15,2.61,6.96
0.18,0.38,0.86,-4.56,2.87,5.47
0.19,0.38,0.87,-4.73,1.8,4.87
0.21,0.38,0.89,-4.53,1.34,4.26
0.22,0.4,0.89,-4.72,2.4,3.27
0.24,0.42,0.86,-5.18,3.22,2.05
0.24,0.43,0.84,-6.27,4.2,1.05
0.24,0.43,0.86,-6.82,6.09,-0.81
0.24,0.42,0.88,-6.09,8.14,-2.31
0.22,0.42,0.89,-6.23,10.64,-3.68
0.18,0.4,0.89,-5.95,11.39,-4.58
0.17,0.39,0.91,-5.27,11.59,-4.55
0.15,0.4,0.89,-4.49,12.61,-5.59
0.15,0.4,0.9,-4.41,11.48,-7.22
0.14,0.42,0.9,-5.27,11.71,-9.07
0.13,0.41,0.87,-3.69,11.69,-10.52
0.17,0.42,0.87,-2.66,11.33,-10.02
0.19,0.43,0.89,-3.68,10.92,-10.11
0.18,0.42,0.86,-3.47,11.05,-10.15
0.17,0.4,0.84,-2.92,9.91,-9.44
0.18,0.4,0.87,-2.12,8.98,-9.16
0.18,0.39,0.87,-1.19,10.05,-9.56
0.16,0.39,0.86,0.0,11.76,-9.65
0.15,0.4,0.88,-0.89,13.22,-9.54
0.13,0.4,0.88,-1.73,14.46,-9.98
0.12,0.4,0.9,-3.01,13.57,-9.89
0.09,0.4,0.9,-4.78,12.76,-9.39
0.08,0.38,0.88,-5.34,11.66,-7.73
0.1,0.38,0.9,-6.02,10.05,-6.38
0.1,0.36,0.91,-5.89,10.92,-6.0
0.11,0.35,0.88,-3.5,8.08,-5.63
0.13,0.36,0.89,-4.26,8.46,-4.31
0.12,0.36,0.9,-8.46,10.69,-2.98
0.12,0.37,0.89,-8.27,7.66,-1.59
0.12,0.37,0.9,-2.79,6.44,-0.08
0.12,0.36,0.88,-5.6,5.07,1.27
0.14,0.36,0.88,-5.53,4.47,1.86
0.14,0.35,0.88,-5.59,4.06,1.94
0.14,0.36,0.89,-0.95,5.4,3.42
0.16,0.36,0.88,-0.69,4.99,4.99
0.16,0.34,0.86,-0.24,5.42,5.37
0.16,0.33,0.84,-1.19,2.81,6.32
0.17,0.33,0.85,-2.06,0.66,6.14
