acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.26,0.41,0.84,1.8,0.87,0.79
0.25,0.4,0.85,2.05,1.02,0.63
0.25,0.4,0.84,1.27,0.58,0.78
0.25,0.39,0.86,1.53,0.84,0.93
0.25,0.4,0.86,1.25,0.6,1.02
0.25,0.4,0.85,1.33,0.46,1.34
0.25,0.39,0.85,1.59,0.73,1.79
0.25,0.4,0.85,1.54,0.67,2.35
0.25,0.4,0.85,1.77,0.78,2.53
0.25,0.4,0.86,2.18,0.92,2.79
0.25,0.4,0.85,3.08,1.01,3.02
0.26,0.4,0.86,2.11,0.31,3.3
0.26,0.4,0.86,2.7,1.34,3.42
0.25,0.41,0.86,2.67,1.16,3.11
0.25,0.41,0.85,2.15,1.53,3.19
0.25,0.41,0.85,2.69,1.16,2.87
0.25,0.41,0.85,2.73,1.08,2.72
0.25,0.42,0.85,2.63,1.56,2.53
0.25,0.42,0.84,2.64,1.36,1.98
0.25,0.42,0.85,2.69,1.08,1.59
0.25,0.42,0.85,2.46,1.11,1.27
0.25,0.42,0.85,2.89,0.9,1.53
0.25,0.41,0.86,2.2,0.78,1.19
0.26,0.41,0.85,2.58,1.27,1.44
0.25,0.41,0.84,2.5,1.13,1.34
0.26,0.41,0.85,2.5,1.54,1.25
0.26,0.41,0.85,2.47,1.66,1.15
0.25,0.4,0.85,2.29,1.82,1.25
0.25,0.41,0.85,2.17,1.88,1.08
0.25,0.41,0.85,2.0,1.51,1.13
0.25,0.41,0.85,2.73,1.68,1.54
0.26,0.41,0.85,1.8,0.93,1.28
0.24,0.42,0.85,0.31,-1.02,1.22
0.25,0.41,0.86,3.3,1.19,1.33
0.25,0.42,0.85,2.2,2.31,1.25
0.25,0.42,0.86,0.89,0.99,1.01
0.24,0.42,0.84,0.46,0.64,0.55
0.24,0.43,0.85,0.93,0.82,0.5
0.24,0.43,0.86,0.82,1.34,0.7
0.25,0.43,0.85,1.1,2.18,1.56
0.25,0.41,0.84,1.24,3.31,2.09
0.26,0.41,0.85,0.31,3.24,1.74
0.26,0.39,0.86,-0.18,2.2,0.92
0.25,0.41,0.86,0.31,0.92,0.02
0.26,0.42,0.85,0.61,0.61,0.17
