acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.29,0.42,0.84,-0.34,1.05,-0.14
0.29,0.42,0.84,-0.26,0.76,-0.52
0.28,0.43,0.83,-0.26,0.67,-0.52
0.28,0.42,0.84,0.03,0.76,-0.44
0.27,0.42,0.83,-0.03,0.82,0.06
0.28,0.43,0.84,0.05,0.92,0.43
0.28,0.42,0.84,0.64,0.66,1.15
0.28,0.43,0.84,1.04,0.72,1.92
0.29,0.42,0.84,1.62,0.81,2.44
0.28,0.41,0.83,1.94,0.72,2.89
0.28,0.42,0.84,2.02,0.78,3.07
0.28,0.42,0.84,1.85,1.04,3.1
0.28,0.42,0.85,1.59,3.65,3.25
0.28,0.42,0.81,0.92,0.43,2.52
0.29,0.43,0.83,0.82,-0.17,1.88
0.29,0.44,0.82,0.29,-0.46,1.66
0.28,0.44,0.83,0.49,-0.12,1.31
0.28,0.43,0.83,0.06,1.05,1.02
0.28,0.42,0.84,-0.69,0.96,0.46
0.28,0.42,0.83,-0.7,1.08,0.11
0.28,0.43,0.84,-0.7,0.63,-0.21
0.28,0.42,0.83,-0.76,0.7,-0.14
0.28,0.42,0.84,-0.41,0.72,0.47
0.27,0.42,0.83,-0.56,0.67,0.61
0.28,0.42,0.83,-0.27,0.66,0.96
0.28,0.42,0.84,0.0,0.76,1.48
0.28,0.42,0.84,0.31,1.04,1.88
0.29,0.42,0.84,0.81,1.02,2.32
0.28,0.42,0.83,1.01,1.11,2.4
0.28,0.43,0.83,0.9,1.27,2.06
0.28,0.42,0.83,0.78,1.24,2.29
0.28,0.43,0.83,0.55,1.21,2.26
0.28,0.43,0.83,0.12,1.42,1.98
0.28,0.43,0.83,0.18,1.33,1.74
0.28,0.43,0.84,0.21,1.4,1.44
0.29,0.43,0.84,0.18,1.45,1.37
0.28,0.43,0.83,0.24,1.34,1.08
0.28,0.43,0.84,-0.12,1.59,0.82
0.29,0.43,0.83,-0.11,1.36,0.82
0.28,0.43,0.82,-0.4,1.19,0.43
0.28,0.42,0.83,-0.38,1.62,0.37
0.28,0.42,0.84,-0.53,1.22,0.66
0.28,0.42,0.83,-0.38,1.33,0.6
0.28,0.42,0.83,-0.21,1.24,0.67
0.28,0.42,0.84,-0.23,1.04,0.9
0.28,0.42,0.84,-0.08,1.33,0.76
0.28,0.43,0.83,0.08,1.22,1.01
0.28,0.43,0.83,0.17,1.48,1.27
0.28,0.43,0.84,0.05,1.45,1.31
0.28,0.42,0.84,0.23,1.63,1.56
0.28,0.42,0.84,0.46,1.45,1.45
0.27,0.43,0.84,0.61,1.5,1.86
0.28,0.43,0.84,0.63,1.36,2.24
0.28,0.42,0.83,0.82,1.33,2.09
0.28,0.42,0.83,0.84,1.69,1.97
0.28,0.43,0.84,0.81,1.59,2.12
0.28,0.42,0.84,0.67,1.37,1.82
0.29,0.43,0.83,0.53,1.18,1.82
0.28,0.43,0.84,0.63,1.24,1.37
0.28,0.43,0.83,0.49,1.34,1.16
