acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.55,0.67,0.48,0.03,2.76,3.1
-0.54,0.66,0.48,-0.05,4.14,2.2
-0.54,0.66,0.48,-0.87,3.73,1.53
-0.54,0.67,0.49,-1.39,2.26,1.28
-0.53,0.68,0.48,-1.36,0.61,1.02
-0.53,0.68,0.48,-0.85,-0.03,0.98
-0.53,0.69,0.48,-0.5,0.12,1.39
-0.52,0.68,0.48,0.06,0.9,1.34
-0.53,0.68,0.48,0.61,1.47,1.65
-0.53,0.68,0.49,0.67,0.73,1.94
-0.54,0.68,0.49,0.76,-0.34,1.76
-0.55,0.67,0.48,0.95,-1.42,1.45
-0.54,0.68,0.48,0.9,-1.54,1.37
-0.55,0.67,0.47,0.98,-0.21,1.42
-0.54,0.68,0.47,1.27,0.99,1.63
-0.54,0.68,0.48,0.96,1.4,1.92
-0.54,0.67,0.48,0.9,1.13,1.91
-0.54,0.67,0.48,0.93,0.92,1.95
-0.54,0.67,0.48,0.92,1.42,1.95
-0.53,0.67,0.48,0.78,2.44,1.97
-0.54,0.67,0.48,0.32,2.72,2.12
-0.53,0.67,0.49,0.14,2.37,1.95
-0.54,0.67,0.48,0.02,1.66,1.65
-0.53,0.67,0.48,-0.06,1.47,1.54
-0.54,0.68,0.47,-0.29,1.48,1.39
-0.53,0.68,0.48,-0.23,1.08,1.25
-0.53,0.68,0.47,0.12,0.76,1.62
-0.54,0.68,0.47,0.17,0.43,2.17
-0.54,0.68,0.48,0.31,1.16,2.14
-0.55,0.67,0.48,0.29,1.16,1.62
-0.54,0.68,0.48,0.21,0.63,1.39
-0.54,0.68,0.48,0.34,-0.03,1.34
-0.53,0.68,0.49,0.31,-0.55,1.4
-0.53,0.67,0.48,0.37,-0.26,1.25
-0.53,0.68,0.48,0.56,0.08,1.56
-0.54,0.68,0.48,0.49,0.34,1.8
-0.54,0.67,0.47,0.38,0.53,1.97
-0.53,0.67,0.48,0.37,0.84,2.05
-0.54,0.67,0.47,0.27,0.92,1.94
-0.53,0.67,0.48,0.14,0.87,1.91
-0.54,0.67,0.48,0.02,0.84,1.65
-0.53,0.67,0.49,-0.06,1.15,1.47
-0.53,0.68,0.48,-0.11,1.19,1.42
-0.54,0.68,0.48,-0.2,1.42,1.47
-0.54,0.68,0.47,0.12,1.85,1.51
-0.54,0.68,0.47,0.11,2.12,1.45
-0.53,0.68,0.48,0.32,1.91,1.33
-0.53,0.68,0.48,0.44,1.59,1.22
-0.54,0.69,0.47,0.78,1.1,0.98
-0.53,0.68,0.47,0.66,0.76,0.93
-0.54,0.68,0.48,0.87,0.9,0.93
-0.54,0.68,0.48,0.95,0.52,0.84
-0.54,0.68,0.48,1.19,0.64,1.16
-0.53,0.68,0.47,1.3,0.49,1.02
-0.54,0.67,0.48,1.27,0.76,1.28
-0.53,0.68,0.47,1.16,0.69,1.39
-0.54,0.67,0.48,0.92,1.1,1.85
-0.54,0.67,0.48,0.49,1.08,2.11
-0.53,0.67,0.47,0.5,0.89,2.21
-0.54,0.67,0.48,0.11,0.79,2.53
-0.53,0.68,0.47,-0.32,0.92,2.35
-0.54,0.68,0.48,-0.78,0.73,2.0
-0.54,0.68,0.47,-0.63,0.61,2.18
-0.54,0.68,0.47,-0.64,0.92,1.94
-0.54,0.68,0.48,-0.64,1.05,1.59
-0.54,0.68,0.48,-0.56,1.18,1.63
-0.54,0.68,0.48,-0.24,1.27,1.22
-0.54,0.68,0.47,-0.06,0.99,1.18
-0.54,0.67,0.48,0.21,1.02,0.85
-0.54,0.67,0.47,0.7,1.1,0.92
-0.53,0.68,0.48,0.89,0.95,0.73
-0.54,0.68,0.48,0.99,0.63,1.02
-0.53,0.68,0.47,1.13,0.76,1.08
-0.53,0.68,0.48,1.1,0.76,0.99
-0.53,0.68,0.48,1.04,1.07,0.72
-0.54,0.68,0.47,0.99,0.93,0.84
-0.54,0.68,0.48,0.96,0.95,0.98
-0.54,0.68,0.48,0.78,0.66,0.82
