acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.26,0.41,0.84,-0.56,0.55,0.98
0.26,0.41,0.85,-0.5,0.55,1.15
0.26,0.41,0.85,-0.06,0.87,1.39
0.26,0.41,0.85,0.0,0.76,1.42
0.25,0.42,0.85,-0.12,0.82,1.83
0.25,0.42,0.85,-0.14,0.89,2.11
0.26,0.41,0.86,0.31,1.24,2.17
0.25,0.41,0.85,0.09,1.05,1.98
0.25,0.41,0.85,-0.5,0.18,2.06
0.25,0.42,0.84,-0.2,0.41,1.62
0.25,0.41,0.85,0.34,0.38,1.51
0.25,0.42,0.85,0.69,-0.24,2.34
0.26,0.41,0.85,1.24,0.84,3.02
0.27,0.4,0.85,0.72,1.82,3.07
0.25,0.39,0.85,0.12,1.69,2.63
0.26,0.4,0.85,0.32,0.89,2.06
0.25,0.41,0.85,0.56,-0.12,1.76
0.26,0.42,0.85,0.4,-0.56,1.83
0.26,0.42,0.84,0.44,-0.21,1.88
0.27,0.42,0.84,-0.34,0.09,1.59
0.27,0.42,0.84,0.15,0.55,0.95
0.27,0.41,0.85,-0.06,0.92,0.43
0.26,0.41,0.85,-0.18,0.76,-0.27
0.26,0.4,0.84,0.2,0.82,-0.35
0.26,0.42,0.85,0.29,0.79,-0.5
0.26,0.41,0.85,0.26,1.04,-0.43
0.25,0.42,0.85,0.17,1.07,0.05
0.26,0.42,0.86,0.17,1.01,0.34
0.26,0.41,0.85,0.47,0.93,0.93
0.26,0.4,0.87,0.96,1.04,1.44
0.25,0.41,0.86,1.42,1.19,2.15
0.26,0.4,0.85,1.59,0.81,2.61
0.26,0.41,0.85,1.76,0.79,2.73
0.26,0.41,0.85,1.86,0.98,2.76
0.27,0.41,0.84,1.63,0.87,2.73
0.26,0.41,0.84,1.33,0.92,2.17
0.25,0.42,0.85,1.1,0.64,1.5
0.26,0.42,0.84,0.73,0.49,1.57
0.26,0.42,0.84,0.84,1.02,1.39
0.26,0.41,0.84,0.27,1.07,1.15
0.26,0.41,0.84,-0.23,1.39,0.4
0.25,0.41,0.85,-0.35,0.67,0.02
0.26,0.41,0.84,-0.38,0.53,0.0
0.25,0.42,0.85,-0.5,0.63,0.24
0.26,0.41,0.85,-0.56,0.53,0.15
0.25,0.42,0.84,-0.49,0.56,0.56
0.26,0.41,0.86,-0.27,0.58,0.7
0.27,0.41,0.85,0.02,0.79,1.31
0.26,0.41,0.85,0.21,0.76,1.48
0.26,0.42,0.85,0.21,0.61,1.69
0.26,0.41,0.85,0.61,0.69,1.91
0.26,0.41,0.84,0.53,0.64,2.27
0.26,0.41,0.84,0.6,0.82,2.21
0.26,0.42,0.84,0.79,1.05,2.0
0.26,0.42,0.85,0.63,1.37,1.85
0.25,0.41,0.85,0.79,1.36,2.0
0.26,0.41,0.84,1.18,1.08,1.65
0.26,0.42,0.85,0.99,1.48,1.45
0.26,0.41,0.85,0.49,1.33,1.18
0.26,0.41,0.84,0.44,0.78,0.99
0.26,0.42,0.84,0.06,0.87,0.96
0.26,0.41,0.84,-0.03,0.72,1.3
0.26,0.42,0.85,-0.26,0.35,1.53
0.26,0.42,0.84,-0.38,0.35,1.71
0.27,0.41,0.85,-0.66,0.66,2.06
0.26,0.42,0.85,-0.99,0.75,2.27
0.26,0.41,0.85,-1.4,0.87,2.46
0.25,0.41,0.85,-0.87,0.66,2.26
0.25,0.41,0.84,-0.6,0.81,1.97
0.26,0.41,0.85,-0.21,0.92,1.91
0.25,0.41,0.85,0.03,0.75,1.63
0.26,0.41,0.85,0.63,0.76,1.42
0.25,0.41,0.84,0.96,1.11,1.31
0.25,0.41,0.84,1.34,1.25,1.15
0.25,0.42,0.84,1.48,1.51,1.16
0.26,0.42,0.85,1.45,1.21,1.11
0.26,0.41,0.84,1.71,1.04,1.3
0.27,0.42,0.85,1.22,1.16,1.53
0.26,0.41,0.85,1.07,1.16,1.16
0.26,0.42,0.85,1.1,1.25,1.04
0.27,0.42,0.85,0.85,1.42,1.16
0.26,0.42,0.85,0.78,1.44,0.87
0.26,0.42,0.85,0.69,1.37,0.44
0.26,0.42,0.84,0.41,1.24,0.55
0.26,0.42,0.84,0.32,1.07,0.46
0.26,0.42,0.85,0.26,1.1,0.52
0.26,0.41,0.85,0.11,1.02,0.27
0.26,0.41,0.85,0.2,0.9,0.49
0.25,0.41,0.85,0.05,0.96,0.58
0.26,0.42,0.85,0.32,0.93,0.69
0.26,0.41,0.85,0.43,0.98,0.82
0.26,0.41,0.85,1.04,1.02,0.78
0.26,0.41,0.83,1.71,1.01,0.92
0.26,0.41,0.84,2.64,1.28,1.16
0.26,0.41,0.84,3.36,1.21,0.96
0.26,0.42,0.84,4.05,1.28,0.84
0.26,0.42,0.85,4.29,1.56,0.61
0.26,0.42,0.86,3.51,1.4,0.52
0.25,0.42,0.85,3.5,1.24,0.24
0.26,0.42,0.85,3.07,0.96,0.63
0.26,0.43,0.86,2.2,1.3,0.35
0.24,0.43,0.84,2.38,-0.69,0.35
0.25,0.43,0.86,2.4,0.27,0.35
0.24,0.43,0.86,2.09,0.38,0.41
0.25,0.42,0.85,1.62,-0.02,1.44
0.26,0.41,0.85,1.95,1.27,1.5
0.26,0.41,0.85,0.95,0.95,1.6
0.26,0.41,0.85,0.38,-0.03,1.62
0.26,0.42,0.85,0.18,-1.07,1.3
0.26,0.43,0.85,-0.34,-2.02,1.19
0.26,0.44,0.84,-1.16,-2.31,1.51
0.27,0.43,0.85,-2.12,-2.03,1.5
0.26,0.42,0.84,-2.24,-1.8,1.31
0.26,0.41,0.82,-1.74,-1.62,1.36
0.26,0.42,0.83,-0.53,-1.07,0.73
0.25,0.41,0.82,0.76,-0.34,-0.15
0.25,0.41,0.84,1.92,-0.17,-0.41
0.24,0.42,0.84,3.66,0.73,-1.37
0.25,0.41,0.84,5.24,1.25,-3.08
0.25,0.42,0.84,5.94,2.12,-4.32
0.25,0.42,0.84,6.79,2.05,-5.47
0.25,0.42,0.85,7.69,0.7,-6.05
0.26,0.43,0.85,8.41,-0.06,-4.85
0.25,0.42,0.83,9.13,0.18,-4.58
0.24,0.42,0.82,10.26,0.61,-3.53
0.24,0.42,0.82,10.95,-1.98,-1.42
0.27,0.44,0.83,12.35,-1.22,1.02
0.3,0.43,0.82,12.53,-0.2,2.95
0.28,0.43,0.83,12.58,1.15,4.44
0.28,0.43,0.82,12.05,0.24,4.95
0.28,0.46,0.85,9.45,1.62,5.02
0.28,0.47,0.86,6.41,1.02,3.83
0.27,0.45,0.85,4.06,-2.09,1.44
0.26,0.43,0.82,5.02,-5.31,-1.08
0.27,0.44,0.84,4.96,-6.69,-1.51
0.25,0.43,0.83,4.56,-6.14,-2.15
0.21,0.44,0.82,6.18,-5.16,-1.8
0.24,0.45,0.79,7.47,-6.53,0.75
0.4,0.45,0.91,4.93,-11.86,9.05
0.32,0.41,0.74,3.62,1.3,10.72
0.28,0.41,0.75,4.93,-2.89,11.5
0.25,0.43,0.79,5.63,-6.34,7.42
0.25,0.42,0.85,8.66,-1.89,9.83
0.24,0.4,0.83,9.34,-6.89,15.34
0.19,0.43,0.8,9.98,-13.65,16.4
0.19,0.46,0.77,10.09,-21.4,19.18
0.25,0.45,0.72,14.95,-29.16,23.36
0.21,0.51,0.63,17.59,-41.82,24.08
0.46,0.47,0.89,20.84,-32.31,31.56
0.32,0.45,0.71,31.8,-35.91,25.79
0.22,0.41,0.75,37.01,-48.66,35.71
0.45,0.45,0.73,40.98,-35.22,28.87
0.28,0.49,0.84,39.91,-39.18,27.1
0.32,0.49,0.96,37.54,-28.29,31.24
0.32,0.51,0.87,33.37,-33.39,19.83
0.24,0.5,0.87,26.34,-24.05,18.6
0.44,0.48,0.82,23.74,-13.11,14.24
0.31,0.5,0.84,22.46,-12.58,7.13
0.3,0.52,0.86,16.49,-10.58,11.94
0.48,0.51,0.85,13.53,0.27,6.5
0.34,0.53,0.83,8.89,0.66,-1.39
0.3,0.51,0.85,2.64,2.79,-4.56
0.39,0.53,0.87,-3.65,6.89,-6.32
0.46,0.52,0.84,-8.84,10.7,-15.85
0.34,0.57,0.86,-16.79,11.8,-24.95
0.32,0.55,0.87,-21.16,14.44,-32.89
0.35,0.51,0.83,-25.59,15.8,-33.66
0.44,0.48,0.81,-26.41,19.37,-29.45
0.53,0.47,0.74,-26.58,27.33,-28.44
0.48,0.47,0.69,-25.71,40.52,-23.68
0.37,0.49,0.68,-20.56,29.34,-22.92
0.31,0.5,0.71,-19.95,25.95,-24.21
0.25,0.46,0.79,-19.76,30.32,-24.84
0.25,0.43,0.76,-18.44,19.4,-21.95
0.29,0.43,0.78,-17.37,15.15,-18.85
0.38,0.43,0.86,-15.01,19.95,-18.27
0.26,0.45,0.8,-18.12,20.31,-14.18
0.28,0.48,0.81,-16.49,8.09,-9.76
0.34,0.47,0.85,-15.56,16.43,-7.74
0.27,0.48,0.81,-20.89,7.11,-3.31
0.28,0.49,0.82,-22.31,6.82,-2.6
0.24,0.47,0.81,-23.25,7.97,0.98
0.29,0.44,0.81,-21.19,8.46,2.02
0.22,0.47,0.76,-18.5,9.24,3.71
0.24,0.46,0.8,-17.11,7.85,8.14
0.3,0.46,0.77,-15.08,9.48,7.94
0.31,0.45,0.79,-14.14,10.66,7.63
0.29,0.45,0.83,-12.96,1.88,6.03
0.28,0.45,0.82,-14.35,11.42,2.66
0.27,0.42,0.8,-13.27,10.89,-0.76
0.27,0.41,0.82,-10.76,10.06,-1.68
0.26,0.41,0.82,-9.27,8.29,-2.12
0.25,0.42,0.81,-10.14,6.44,-1.8
0.24,0.42,0.83,-7.6,5.97,-1.71
0.24,0.42,0.84,-7.18,3.83,-0.96
0.25,0.42,0.84,-5.48,2.99,-0.49
0.26,0.41,0.83,-4.78,3.63,0.14
0.26,0.4,0.84,-2.55,5.74,0.4
0.26,0.41,0.84,-2.4,3.33,0.5
0.26,0.4,0.83,-2.46,2.82,0.9
0.25,0.41,0.84,-1.86,0.14,1.02
0.24,0.42,0.84,-0.92,0.4,2.06
0.25,0.44,0.83,0.02,0.56,2.66
0.25,0.44,0.83,0.11,0.7,3.33
0.26,0.43,0.82,0.79,0.72,3.18
0.26,0.43,0.83,1.07,1.31,2.66
0.27,0.42,0.86,1.83,2.06,2.46
0.26,0.42,0.84,0.9,0.85,1.82
0.26,0.42,0.83,0.55,0.7,1.11
0.26,0.42,0.83,0.96,1.11,1.25
0.26,0.43,0.83,0.93,0.58,1.62
0.26,0.44,0.85,0.34,0.79,2.32
0.26,0.42,0.84,1.36,1.21,2.03
0.27,0.43,0.84,1.63,1.1,1.69
0.26,0.42,0.83,1.91,1.15,1.74
0.27,0.42,0.83,2.82,1.07,2.32
0.26,0.42,0.85,2.44,0.38,1.98
0.25,0.42,0.86,1.24,-0.02,2.78
0.24,0.42,0.83,2.34,-2.18,3.48
0.26,0.44,0.84,1.62,-3.1,4.67
0.26,0.43,0.84,2.32,-2.63,3.36
0.25,0.42,0.8,3.95,-2.0,4.76
0.28,0.43,0.83,1.91,-3.07,5.59
0.26,0.44,0.87,-0.47,-1.79,2.4
0.26,0.42,0.82,-0.5,-2.95,3.73
0.27,0.43,0.85,-0.67,-2.12,4.18
0.29,0.42,0.85,-0.26,-1.51,4.87
0.29,0.43,0.83,-0.27,0.08,4.99
0.27,0.44,0.85,-1.66,0.2,2.21
0.26,0.43,0.85,-1.39,-0.17,0.63
0.27,0.43,0.84,-0.72,-0.09,0.98
0.28,0.42,0.82,0.82,1.39,1.37
0.29,0.42,0.84,0.96,2.18,1.97
0.27,0.43,0.83,1.15,3.54,1.01
0.26,0.42,0.84,0.78,2.14,0.56
0.28,0.43,0.84,0.58,2.32,0.72
0.27,0.43,0.86,-0.34,2.35,0.06
0.26,0.43,0.85,-0.85,1.15,-0.43
0.27,0.43,0.85,-1.59,1.86,-0.02
0.26,0.43,0.83,-1.11,1.73,-0.9
0.27,0.42,0.84,-0.76,2.03,-1.3
0.26,0.41,0.82,0.18,1.5,-1.39
0.27,0.42,0.86,-0.43,1.07,-1.57
0.25,0.42,0.83,0.15,0.27,-0.5
0.27,0.43,0.84,-0.49,-0.03,0.14
0.28,0.43,0.85,-0.84,2.23,0.69
0.29,0.43,0.84,-0.84,0.34,1.31
0.29,0.43,0.84,-2.32,0.93,1.59
0.27,0.43,0.84,-2.53,1.89,1.59
0.26,0.42,0.83,-2.17,0.87,2.44
0.28,0.42,0.85,-1.94,2.31,3.01
0.27,0.44,0.86,-3.54,1.34,2.11
0.26,0.43,0.85,-4.23,1.02,1.04
0.27,0.44,0.84,-3.4,-0.11,0.95
0.28,0.41,0.85,-2.82,2.34,1.85
0.28,0.42,0.82,-2.38,2.2,2.66
0.26,0.43,0.84,-3.31,0.38,1.79
0.27,0.42,0.85,-2.52,1.86,2.11
0.27,0.43,0.86,-1.62,7.05,2.27
0.26,0.43,0.82,-4.73,-0.46,2.17
0.25,0.42,0.84,-2.17,5.65,1.24
0.27,0.42,0.82,-3.73,3.16,1.62
0.25,0.42,0.85,-2.61,1.74,1.48
0.26,0.41,0.85,-2.99,2.31,0.93
0.26,0.41,0.84,-2.03,0.84,1.05
0.25,0.41,0.84,-1.89,3.42,0.99
0.26,0.42,0.84,-2.75,1.16,0.5
0.25,0.42,0.84,-2.87,3.83,-0.81
0.26,0.42,0.86,-2.99,0.0,-0.96
0.26,0.42,0.83,-2.15,3.15,0.11
0.29,0.4,0.83,-1.36,1.28,0.69
0.29,0.42,0.87,-3.54,0.79,1.79
0.26,0.41,0.86,-4.55,-0.2,3.33
0.26,0.41,0.91,-4.76,6.72,3.74
0.26,0.4,0.83,-7.53,-0.09,5.89
0.27,0.41,0.87,-9.1,1.22,7.76
0.25,0.42,0.87,-9.34,1.13,7.31
0.25,0.4,0.86,-8.0,2.06,4.96
0.24,0.4,0.85,-6.55,2.49,3.82
0.28,0.4,0.85,-4.52,2.24,2.85
0.24,0.38,0.85,-3.66,8.21,-0.37
0.27,0.37,0.84,-1.92,4.06,-1.28
0.26,0.39,0.83,-0.5,4.89,-1.37
0.27,0.4,0.86,-0.7,10.89,-1.57
0.28,0.4,0.84,-1.66,6.44,-2.85
0.27,0.41,0.82,-0.76,6.29,-4.78
0.28,0.41,0.83,-0.43,5.28,-5.18
0.27,0.41,0.84,-0.79,4.14,-6.0
0.26,0.41,0.85,-0.79,3.86,-6.29
0.28,0.4,0.85,0.26,4.9,-5.59
0.29,0.4,0.84,1.08,6.06,-5.79
0.29,0.4,0.84,0.43,5.97,-6.84
0.29,0.39,0.83,0.95,6.76,-7.39
0.27,0.41,0.84,1.21,7.95,-8.02
0.27,0.41,0.85,2.09,8.15,-6.2
0.25,0.4,0.83,2.64,8.98,-5.57
0.22,0.41,0.84,4.15,6.87,-3.22
0.2,0.4,0.83,6.5,6.17,-4.14
0.17,0.41,0.85,8.87,6.35,-5.62
0.17,0.39,0.85,11.02,5.68,-4.9
