acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.24,0.41,0.86,0.31,0.9,1.71
0.24,0.42,0.86,0.37,0.67,1.54
0.24,0.41,0.85,0.56,0.66,1.44
0.25,0.41,0.85,0.23,0.81,1.5
0.24,0.42,0.86,0.24,0.81,1.27
0.24,0.42,0.85,0.02,0.69,1.25
0.24,0.41,0.85,0.2,0.75,0.92
0.24,0.42,0.85,0.05,0.61,0.7
0.24,0.41,0.85,-0.14,0.67,0.87
0.24,0.41,0.85,-0.09,0.55,0.79
0.24,0.41,0.86,0.02,0.46,0.63
0.24,0.41,0.84,-0.11,0.38,0.64
0.24,0.41,0.86,-0.23,0.11,0.84
0.24,0.41,0.86,0.05,0.32,0.92
0.24,0.41,0.85,-0.14,0.38,1.05
0.24,0.41,0.85,-0.35,0.67,0.85
0.23,0.41,0.85,0.17,0.89,0.98
0.24,0.41,0.86,-0.27,0.27,1.19
0.24,0.4,0.85,0.2,0.18,1.01
0.24,0.41,0.85,0.11,0.53,1.27
0.24,0.41,0.85,0.4,0.46,1.15
0.24,0.42,0.85,0.14,0.44,1.22
0.23,0.41,0.86,0.32,0.79,1.22
0.24,0.41,0.85,0.73,1.08,1.13
0.24,0.41,0.86,0.0,0.5,1.21
0.23,0.41,0.85,-0.29,0.34,0.78
0.23,0.42,0.86,0.09,0.26,0.95
0.23,0.41,0.85,0.56,0.09,1.1
0.23,0.41,0.85,0.82,0.38,2.02
0.24,0.41,0.85,1.33,1.56,2.64
0.24,0.39,0.85,0.37,1.44,2.5
0.25,0.39,0.86,-0.4,0.73,2.15
0.24,0.4,0.87,0.18,0.31,1.79
0.24,0.41,0.85,0.72,0.26,1.8
0.25,0.43,0.84,0.7,-0.06,2.17
0.26,0.43,0.84,0.46,-0.21,2.29
0.25,0.42,0.84,0.5,0.26,2.11
0.24,0.41,0.84,0.55,0.2,1.27
0.24,0.41,0.86,0.76,-0.11,0.82
0.24,0.41,0.85,0.92,0.43,0.24
0.24,0.41,0.85,1.25,0.03,-0.17
0.23,0.41,0.85,0.85,-0.21,-0.2
0.24,0.42,0.86,0.64,0.26,-0.03
0.23,0.42,0.85,0.17,-0.14,-0.27
0.25,0.41,0.85,0.11,-0.24,-0.05
0.24,0.42,0.86,0.11,0.56,0.32
0.23,0.4,0.86,0.96,0.47,0.69
0.23,0.4,0.85,0.89,0.31,1.39
0.24,0.41,0.86,1.02,0.35,1.54
0.24,0.41,0.86,1.39,0.03,1.97
0.25,0.41,0.85,1.73,0.24,2.05
0.24,0.41,0.84,2.12,-0.06,2.27
0.25,0.42,0.85,1.45,-0.12,1.95
0.24,0.42,0.86,1.92,1.27,1.56
0.24,0.42,0.85,1.45,0.0,1.53
0.24,0.43,0.84,0.61,0.38,1.63
0.24,0.43,0.85,-0.02,0.81,1.39
0.24,0.41,0.84,-0.67,0.41,1.01
0.24,0.41,0.85,-0.66,0.14,0.5
0.24,0.41,0.85,-0.55,-0.09,0.46
0.24,0.41,0.84,-0.7,-0.02,0.32
0.24,0.42,0.85,-1.25,0.0,0.52
0.24,0.42,0.85,-1.25,0.35,0.78
0.24,0.41,0.86,-1.3,0.2,1.18
0.24,0.41,0.86,-1.69,0.29,2.17
0.24,0.4,0.87,-1.94,-0.17,2.6
0.25,0.41,0.84,-1.73,-0.09,3.15
0.25,0.41,0.85,-1.74,-0.08,3.4
0.25,0.41,0.86,-1.95,0.11,3.6
0.24,0.41,0.85,-1.47,-0.02,4.17
0.24,0.42,0.85,-1.34,-0.06,5.25
0.24,0.42,0.85,-1.31,0.49,6.05
0.25,0.41,0.85,-1.44,0.79,6.46
0.25,0.41,0.85,-1.36,1.1,5.65
0.24,0.42,0.85,-1.37,0.98,4.7
0.24,0.41,0.86,-1.19,0.84,3.53
0.24,0.41,0.86,-1.36,0.31,2.85
0.25,0.41,0.86,-1.89,0.44,2.32
0.25,0.41,0.85,-1.39,0.34,1.89
0.25,0.41,0.85,-1.82,0.34,1.6
0.25,0.41,0.85,-1.63,0.58,1.3
0.26,0.41,0.86,-1.08,1.53,0.67
0.24,0.4,0.83,-1.33,1.45,0.37
0.25,0.41,0.86,-1.4,1.25,0.69
0.24,0.4,0.86,-1.8,0.29,0.95
0.25,0.4,0.85,-1.47,0.73,1.83
0.24,0.4,0.85,-1.48,0.79,1.98
0.25,0.4,0.85,-1.36,0.98,1.62
0.24,0.4,0.86,-0.93,1.54,1.42
0.24,0.4,0.86,-0.06,2.0,1.51
0.25,0.41,0.86,-0.46,1.36,1.22
0.24,0.4,0.85,0.38,1.27,1.1
0.24,0.4,0.84,1.04,1.01,1.74
0.25,0.41,0.86,0.58,1.3,1.79
0.23,0.4,0.87,0.99,1.24,1.62
0.25,0.41,0.86,-0.05,0.47,2.96
0.25,0.42,0.86,-1.25,0.35,3.16
0.24,0.4,0.84,-0.46,0.87,3.01
0.26,0.39,0.84,-0.26,1.4,2.89
0.25,0.4,0.86,-0.11,2.03,1.92
0.23,0.4,0.85,0.78,1.66,1.36
0.24,0.4,0.85,1.56,1.53,0.6
0.23,0.4,0.85,2.18,0.9,0.38
0.24,0.4,0.87,3.57,1.73,-1.3
0.23,0.4,0.84,4.35,0.84,-2.12
0.24,0.4,0.85,5.02,0.18,-3.79
0.23,0.41,0.87,5.22,0.03,-6.11
0.22,0.4,0.87,5.1,-0.5,-7.4
0.24,0.41,0.86,5.51,-1.6,-6.76
0.24,0.41,0.84,5.04,-1.74,-5.02
0.25,0.43,0.86,3.68,-0.64,-4.27
0.24,0.42,0.85,3.28,-1.34,-4.02
0.24,0.41,0.84,2.96,-0.73,-3.69
0.24,0.41,0.84,4.05,-0.43,-3.62
0.24,0.4,0.82,5.51,-1.91,-3.05
0.25,0.42,0.86,5.76,-0.66,-2.24
0.24,0.41,0.83,6.4,1.85,-1.77
0.24,0.41,0.84,7.45,1.22,-2.69
0.24,0.42,0.87,7.25,0.66,-2.18
0.24,0.43,0.86,6.23,1.56,-1.56
0.21,0.43,0.86,4.64,-0.02,-1.42
0.22,0.44,0.85,2.81,-1.56,-0.17
0.25,0.43,0.85,2.55,-1.57,0.0
0.25,0.43,0.84,3.53,-1.36,-0.09
0.26,0.41,0.85,2.5,-3.19,-0.66
0.25,0.4,0.87,2.31,-4.2,-1.73
0.23,0.38,0.86,5.37,-5.57,-0.87
0.25,0.39,0.86,7.1,-6.05,3.05
0.28,0.38,0.83,9.94,-6.84,7.94
0.29,0.39,0.83,10.41,-4.09,10.43
0.27,0.39,0.83,10.49,-2.27,10.41
0.24,0.41,0.84,9.59,-2.26,8.9
0.35,0.41,0.89,8.17,-3.16,12.7
0.22,0.41,0.76,11.27,1.13,16.76
0.24,0.44,0.76,10.03,-2.98,21.5
0.27,0.48,0.84,8.76,-2.46,19.44
0.24,0.46,0.83,7.76,1.77,16.58
0.23,0.45,0.82,7.74,0.35,15.27
0.25,0.46,0.85,7.66,-2.99,11.95
0.25,0.43,0.81,9.07,-4.4,11.77
0.22,0.43,0.8,7.66,-8.76,13.98
0.26,0.45,0.83,8.55,-10.24,14.89
0.27,0.43,0.72,6.61,-11.89,10.85
0.15,0.44,0.77,6.75,-22.21,24.15
0.21,0.45,0.72,11.42,-21.95,16.64
0.19,0.48,0.71,15.83,-36.64,26.64
0.43,0.4,0.9,22.32,-29.5,27.3
0.32,0.46,0.78,27.45,-27.1,25.28
0.21,0.48,0.82,26.78,-40.7,32.87
0.47,0.45,0.9,29.18,-19.21,21.37
0.26,0.46,0.84,26.17,-20.64,17.37
0.29,0.47,0.91,21.6,-22.31,15.95
0.45,0.46,0.83,19.18,-11.94,9.97
0.35,0.49,0.82,15.16,-7.27,8.75
0.28,0.49,0.86,8.38,-6.6,5.37
0.35,0.5,0.91,3.37,0.06,1.18
0.41,0.49,0.88,0.06,7.56,-8.6
0.26,0.48,0.85,-2.15,6.92,-13.31
0.25,0.48,0.89,-7.1,7.5,-18.09
0.21,0.5,0.9,-12.05,10.75,-27.53
0.26,0.51,0.96,-17.07,14.53,-35.62
0.36,0.5,0.86,-20.99,15.92,-39.05
0.4,0.49,0.84,-23.16,16.21,-34.4
0.4,0.45,0.77,-22.7,17.66,-27.36
0.36,0.42,0.75,-22.58,23.19,-20.55
0.32,0.42,0.78,-19.07,23.18,-13.71
0.33,0.42,0.87,-14.89,35.8,-14.03
0.33,0.39,0.83,-13.4,28.31,-13.83
0.26,0.42,0.84,-13.98,27.53,-14.9
0.25,0.44,0.81,-7.11,18.37,-13.24
0.25,0.46,0.75,-13.07,15.04,-10.84
0.27,0.46,0.81,-12.7,17.1,-10.5
0.31,0.46,0.89,-14.84,16.64,-7.57
0.25,0.47,0.84,-18.27,11.82,-9.91
0.24,0.47,0.82,-17.82,10.53,-10.55
0.23,0.46,0.84,-19.86,7.53,-6.29
0.22,0.44,0.82,-19.34,9.11,-3.27
0.23,0.44,0.87,-14.09,-2.21,1.68
0.23,0.43,0.83,-17.56,7.56,2.5
0.23,0.44,0.81,-16.61,7.95,2.98
0.24,0.44,0.82,-14.7,10.66,3.19
0.22,0.45,0.84,-15.89,12.27,3.48
0.22,0.41,0.82,-14.12,7.37,2.99
0.26,0.41,0.81,-11.83,8.37,4.26
0.26,0.41,0.81,-11.76,6.11,4.03
0.26,0.41,0.84,-11.51,6.11,1.92
0.25,0.4,0.83,-10.87,4.18,0.08
0.24,0.39,0.85,-7.77,4.82,-0.56
0.24,0.39,0.81,-9.11,1.8,-1.11
0.23,0.4,0.85,-6.35,2.55,-2.09
0.23,0.39,0.83,-5.08,1.24,-1.74
0.24,0.4,0.84,-3.98,1.31,-0.17
0.25,0.4,0.85,-4.21,2.03,0.69
0.24,0.4,0.86,-4.03,2.56,1.31
0.23,0.4,0.86,-3.54,2.72,1.39
0.23,0.39,0.86,-2.92,2.63,1.19
0.22,0.39,0.87,-2.03,2.43,1.19
0.21,0.4,0.87,-1.34,2.06,1.34
0.2,0.39,0.86,-0.24,1.68,2.38
0.22,0.39,0.86,0.14,1.08,3.53
0.22,0.39,0.88,-0.23,0.9,4.12
0.21,0.39,0.86,0.67,0.4,4.72
0.23,0.4,0.87,1.54,-0.21,5.27
0.25,0.4,0.86,1.21,-0.72,5.65
0.24,0.4,0.87,1.22,-0.29,5.62
0.23,0.4,0.85,1.74,-0.31,5.48
0.24,0.4,0.85,2.18,-0.73,5.28
0.25,0.41,0.84,2.55,-0.43,5.08
0.24,0.41,0.85,2.31,0.11,3.76
0.24,0.41,0.85,2.64,0.23,2.92
0.24,0.41,0.85,3.44,0.12,2.79
0.25,0.41,0.84,3.1,0.76,2.37
0.25,0.41,0.86,2.75,0.72,2.18
0.25,0.41,0.85,2.69,0.85,1.62
0.25,0.41,0.85,2.89,1.97,1.27
0.24,0.4,0.86,3.28,1.95,0.75
0.23,0.4,0.85,3.27,1.31,0.58
0.23,0.4,0.87,3.31,1.25,0.08
0.23,0.41,0.86,3.05,0.85,-0.52
0.23,0.41,0.86,2.92,0.75,-0.6
0.24,0.41,0.86,2.7,1.91,-0.09
0.24,0.41,0.87,2.53,1.39,0.05
0.24,0.4,0.86,1.92,0.89,0.17
0.25,0.4,0.85,1.77,0.82,0.31
0.24,0.41,0.85,1.91,0.87,0.35
0.23,0.43,0.86,1.95,0.75,0.44
0.23,0.41,0.86,1.95,0.87,1.51
0.25,0.4,0.85,2.29,2.18,2.66
0.24,0.4,0.85,1.6,2.55,3.11
0.25,0.39,0.85,1.3,2.15,2.26
0.24,0.39,0.87,1.79,1.69,1.5
0.24,0.41,0.86,2.34,1.04,1.36
0.23,0.41,0.85,2.43,0.6,1.62
0.25,0.42,0.85,2.7,0.41,2.47
0.25,0.43,0.84,1.47,0.6,2.56
0.25,0.41,0.85,1.34,0.73,2.56
0.25,0.41,0.85,1.53,1.39,2.38
0.24,0.41,0.84,1.8,2.08,1.94
0.23,0.42,0.85,1.22,2.14,1.11
0.23,0.41,0.86,1.01,1.8,0.46
0.23,0.41,0.85,1.37,1.88,0.08
0.23,0.41,0.85,1.53,1.94,-0.11
0.23,0.41,0.86,1.62,2.02,0.09
0.24,0.41,0.85,1.59,1.33,0.52
0.24,0.42,0.85,1.36,1.45,0.96
0.24,0.42,0.85,1.77,2.15,1.3
0.24,0.42,0.85,1.21,1.69,1.4
0.23,0.42,0.86,1.13,1.83,1.08
0.24,0.41,0.86,0.85,1.01,1.59
0.24,0.41,0.85,0.81,0.5,2.11
0.24,0.41,0.84,1.68,0.81,2.34
0.24,0.42,0.85,1.47,0.43,2.46
0.24,0.43,0.85,1.42,0.63,2.09
0.23,0.42,0.85,1.25,1.54,2.06
0.23,0.42,0.84,1.01,1.73,1.86
0.23,0.41,0.86,0.92,1.37,1.68
0.24,0.42,0.85,0.87,1.01,1.56
0.24,0.41,0.84,0.98,0.72,1.4
0.24,0.42,0.84,0.7,0.7,1.27
0.24,0.42,0.85,0.61,0.99,1.28
0.24,0.42,0.85,0.53,0.93,1.51
0.24,0.42,0.84,0.14,0.67,1.44
0.24,0.42,0.85,0.08,1.02,1.5
0.23,0.42,0.85,0.66,1.01,1.63
0.24,0.41,0.85,1.19,0.79,1.77
0.24,0.41,0.85,1.3,0.99,1.83
0.24,0.41,0.86,1.04,1.22,1.45
0.23,0.41,0.86,1.04,1.1,1.54
0.24,0.42,0.86,0.98,1.24,2.11
0.24,0.41,0.86,0.72,1.19,2.23
0.24,0.42,0.86,0.43,1.1,1.92
0.24,0.42,0.85,0.32,1.22,1.83
0.23,0.42,0.85,0.34,1.34,1.71
0.24,0.42,0.85,0.63,1.19,1.44
0.24,0.42,0.84,0.43,0.99,1.25
0.24,0.41,0.84,0.92,0.82,0.98
0.24,0.42,0.85,1.1,1.02,0.72
0.24,0.42,0.86,0.53,0.96,0.84
0.24,0.42,0.86,0.03,0.9,0.96
0.24,0.43,0.86,-0.4,1.25,0.85
0.24,0.42,0.84,-0.23,0.92,1.18
0.24,0.41,0.85,0.67,1.27,1.31
0.24,0.41,0.85,0.63,2.0,1.33
0.23,0.42,0.85,0.43,1.8,1.48
0.23,0.42,0.86,0.44,1.97,1.25
0.23,0.41,0.86,0.63,1.69,1.21
0.23,0.41,0.84,1.01,1.3,0.89
0.24,0.42,0.86,0.81,1.24,0.9
0.24,0.42,0.86,0.46,1.39,1.07
0.23,0.42,0.86,0.35,1.25,1.28
0.24,0.42,0.85,0.98,1.22,1.73
0.24,0.42,0.84,1.3,1.37,1.79
0.24,0.41,0.85,1.53,1.34,1.66
0.23,0.42,0.85,1.24,1.51,1.54
0.23,0.42,0.85,1.18,1.13,1.62
0.24,0.42,0.85,1.1,1.22,1.42
0.23,0.42,0.85,0.85,1.36,1.22
0.24,0.42,0.85,0.93,1.56,0.95
0.23,0.42,0.85,0.58,1.51,0.78
0.23,0.42,0.85,0.43,1.37,0.69
