acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.38,0.47,0.79,-0.99,2.49,2.35
0.39,0.47,0.79,-0.93,2.55,2.17
0.38,0.48,0.78,-0.81,1.73,1.66
0.37,0.5,0.78,-0.73,0.93,1.68
0.37,0.5,0.77,-0.79,0.24,1.8
0.37,0.5,0.77,-0.72,0.55,1.71
0.38,0.5,0.78,-0.78,0.5,1.33
0.38,0.49,0.78,-0.78,0.46,1.05
0.37,0.48,0.78,-0.92,0.72,0.64
0.37,0.49,0.78,-0.96,0.69,0.46
0.36,0.48,0.78,-1.19,0.85,0.38
0.37,0.49,0.78,-1.3,0.79,0.18
0.37,0.49,0.78,-1.57,0.87,0.43
0.37,0.48,0.79,-2.08,0.92,0.73
0.37,0.49,0.79,-2.17,0.92,0.95
0.37,0.49,0.79,-1.79,0.75,1.15
0.37,0.49,0.79,-1.39,0.96,1.1
0.37,0.48,0.79,-1.11,1.15,1.21
0.37,0.48,0.79,-0.53,1.36,1.5
0.37,0.48,0.78,-0.41,1.02,1.66
0.37,0.48,0.78,0.0,0.7,1.83
0.37,0.48,0.79,0.73,1.01,1.73
0.38,0.47,0.79,0.29,0.63,2.08
0.38,0.49,0.77,0.11,0.53,1.82
0.37,0.49,0.77,0.03,0.21,1.56
0.38,0.49,0.77,0.08,-0.09,1.71
0.37,0.5,0.78,-0.11,-0.5,1.82
0.37,0.48,0.79,-0.4,-0.03,1.37
0.37,0.48,0.78,-1.16,0.14,1.24
0.37,0.48,0.79,-1.22,-0.21,0.9
0.37,0.48,0.79,-1.15,-0.24,0.92
0.38,0.49,0.78,-0.9,-0.32,0.99
0.37,0.49,0.77,-1.45,-0.64,0.82
0.38,0.49,0.79,-0.99,0.05,0.79
0.37,0.49,0.77,-1.01,-0.18,0.89
0.37,0.49,0.79,-0.92,-0.29,1.25
0.37,0.48,0.78,-0.72,0.11,1.34
0.37,0.47,0.78,-0.27,0.21,1.54
0.38,0.48,0.79,-0.06,0.24,1.57
0.38,0.48,0.79,0.27,0.56,1.56
0.38,0.48,0.79,0.17,0.38,1.83
0.37,0.49,0.79,0.26,0.72,1.68
