acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.57,0.7,0.4,-0.41,1.07,1.6
-0.57,0.69,0.41,-0.43,1.1,1.34
-0.57,0.7,0.41,-0.23,1.21,1.5
-0.57,0.7,0.41,-0.09,1.42,1.62
-0.58,0.71,0.41,0.12,1.27,1.45
-0.57,0.7,0.41,0.35,1.27,1.42
-0.57,0.71,0.4,0.4,1.42,1.18
-0.57,0.7,0.41,0.6,1.24,0.82
-0.57,0.7,0.41,0.56,1.15,0.75
-0.57,0.7,0.41,0.78,0.73,0.55
-0.57,0.71,0.41,0.9,0.56,0.61
-0.57,0.7,0.41,1.07,0.56,0.49
-0.58,0.7,0.41,1.07,0.49,0.49
-0.58,0.69,0.4,1.08,0.56,0.6
-0.58,0.7,0.4,0.87,0.58,0.98
-0.58,0.7,0.4,0.75,1.02,1.1
-0.57,0.7,0.4,0.7,1.21,1.1
-0.57,0.7,0.4,0.53,1.27,1.24
-0.57,0.7,0.4,0.31,1.51,1.25
-0.58,0.7,0.41,0.21,1.62,1.36
-0.57,0.69,0.4,0.29,1.71,1.39
-0.57,0.7,0.41,0.2,1.88,1.16
-0.58,0.7,0.41,0.2,1.98,1.33
-0.57,0.7,0.4,0.09,1.65,1.5
-0.57,0.7,0.41,0.37,1.59,1.47
-0.57,0.7,0.4,0.52,1.57,1.56
-0.57,0.7,0.4,0.56,1.66,1.33
-0.57,0.7,0.4,0.69,1.42,1.21
-0.57,0.71,0.41,0.6,0.98,1.45
-0.57,0.7,0.4,0.63,0.69,0.96
-0.57,0.7,0.39,0.79,0.69,0.98
-0.57,0.7,0.41,0.82,0.7,0.85
-0.57,0.7,0.41,0.69,0.92,0.96
-0.58,0.7,0.4,0.81,0.85,1.02
-0.57,0.7,0.4,0.69,1.1,1.15
-0.57,0.7,0.41,0.47,1.02,1.05
-0.57,0.7,0.4,0.34,1.02,1.07
-0.57,0.69,0.4,0.55,1.02,0.98
-0.57,0.7,0.4,0.41,0.99,1.02
-0.58,0.7,0.4,0.32,1.33,1.05
-0.57,0.7,0.41,0.37,1.34,1.16
-0.57,0.7,0.4,0.27,1.34,1.05
-0.57,0.7,0.41,0.49,1.51,1.07
-0.57,0.7,0.4,0.35,1.24,1.1
-0.57,0.7,0.4,0.56,1.28,1.1
-0.57,0.7,0.4,0.43,1.15,1.02
-0.57,0.7,0.4,0.6,1.42,1.05
-0.57,0.7,0.4,0.53,1.45,1.18
-0.57,0.7,0.41,0.75,1.44,1.18
-0.57,0.7,0.41,0.69,1.01,1.18
-0.58,0.7,0.4,0.73,0.61,1.1
-0.57,0.7,0.41,1.04,0.49,1.1
-0.57,0.7,0.4,1.19,0.99,1.08
-0.58,0.7,0.4,0.78,0.93,1.22
-0.58,0.7,0.4,0.84,1.27,1.25
-0.58,0.7,0.39,0.49,0.79,1.07
-0.58,0.7,0.39,0.34,0.6,1.11
-0.58,0.7,0.39,0.37,0.69,1.31
-0.58,0.71,0.39,0.24,2.15,1.98
-0.57,0.7,0.41,0.4,3.62,2.64
-0.57,0.69,0.41,0.32,3.91,1.86
-0.57,0.69,0.41,-0.24,3.4,0.95
-0.58,0.69,0.41,-1.05,2.09,0.52
-0.57,0.7,0.41,-1.08,0.98,0.34
-0.57,0.71,0.4,-0.75,0.06,0.58
-0.57,0.71,0.4,-0.4,0.38,0.82
-0.57,0.71,0.4,-0.26,1.3,1.15
-0.57,0.71,0.4,0.34,1.25,1.4
-0.57,0.7,0.41,0.61,0.78,1.56
-0.58,0.69,0.4,0.73,-0.14,1.27
-0.58,0.7,0.4,0.87,-0.63,0.95
-0.58,0.7,0.39,0.98,-0.78,0.92
-0.58,0.7,0.4,1.01,-0.37,0.9
-0.58,0.7,0.39,1.24,0.63,1.28
-0.58,0.7,0.4,1.04,1.16,1.27
-0.58,0.71,0.41,0.87,0.96,1.39
-0.58,0.7,0.4,0.79,1.18,1.66
-0.58,0.69,0.4,0.82,1.37,1.59
-0.58,0.7,0.41,0.37,1.95,1.59
-0.57,0.69,0.4,0.18,1.91,1.53
-0.58,0.7,0.4,-0.08,1.63,1.34
-0.58,0.7,0.41,-0.05,1.28,1.56
-0.57,0.7,0.41,0.03,1.28,1.4
-0.57,0.7,0.4,0.05,1.34,1.31
-0.57,0.7,0.4,0.41,0.85,1.33
-0.58,0.71,0.4,0.67,0.73,1.68
-0.58,0.7,0.4,0.46,0.52,2.26
-0.57,0.71,0.39,0.84,0.93,2.47
-0.57,0.7,0.39,1.05,1.4,1.88
-0.58,0.69,0.4,0.7,0.66,1.24
-0.58,0.7,0.4,0.46,0.24,1.08
-0.58,0.69,0.4,0.23,-0.29,1.18
-0.57,0.71,0.4,0.26,0.06,1.21
-0.57,0.7,0.4,0.11,0.46,1.33
-0.57,0.71,0.4,0.26,0.53,1.54
-0.57,0.7,0.41,0.0,0.4,1.54
-0.57,0.7,0.4,-0.09,0.38,1.45
-0.57,0.69,0.41,-0.32,0.21,1.39
-0.58,0.7,0.4,-0.35,0.31,1.15
-0.57,0.69,0.4,-0.27,0.26,0.61
-0.58,0.71,0.41,-0.29,0.35,0.75
-0.58,0.71,0.4,-0.2,0.4,0.79
-0.58,0.7,0.4,0.09,0.89,0.76
-0.58,0.7,0.39,0.4,1.07,0.99
-0.57,0.71,0.4,0.43,1.45,0.76
-0.58,0.7,0.4,0.55,1.56,0.95
-0.58,0.71,0.41,0.81,1.11,1.04
-0.58,0.69,0.4,0.99,0.93,0.75
-0.58,0.71,0.39,1.22,1.05,0.61
-0.57,0.7,0.4,1.4,1.01,0.76
-0.58,0.71,0.39,1.31,0.98,0.66
-0.58,0.7,0.4,1.39,0.82,0.7
-0.58,0.69,0.39,1.51,1.16,0.76
-0.58,0.7,0.39,1.15,1.62,0.98
-0.58,0.69,0.39,1.05,1.66,1.02
-0.57,0.69,0.39,0.79,1.5,1.05
-0.58,0.69,0.4,0.79,2.03,1.27
-0.57,0.69,0.39,0.93,2.49,1.51
-0.58,0.71,0.39,0.76,3.16,2.26
-0.57,0.7,0.4,0.46,3.05,2.73
-0.57,0.7,0.4,1.02,4.08,1.66
-0.58,0.7,0.38,1.39,4.66,1.11
-0.58,0.7,0.39,1.21,5.42,1.57
-0.58,0.7,0.4,1.53,6.52,1.56
-0.57,0.7,0.38,1.34,6.32,1.15
-0.58,0.7,0.4,2.17,6.0,1.39
-0.57,0.69,0.39,2.55,6.41,1.53
-0.58,0.7,0.39,2.37,6.41,0.7
-0.58,0.7,0.39,2.34,6.49,0.9
-0.58,0.7,0.38,3.6,7.37,1.22
-0.58,0.69,0.39,4.14,7.97,1.19
-0.58,0.7,0.39,3.94,8.26,1.33
-0.57,0.7,0.38,4.37,9.04,1.37
-0.58,0.69,0.39,4.82,9.05,1.73
-0.58,0.7,0.4,3.92,8.14,2.43
-0.58,0.7,0.38,3.73,7.05,2.81
-0.57,0.68,0.37,5.24,7.5,4.02
-0.58,0.7,0.37,5.74,7.89,4.44
-0.57,0.68,0.37,6.52,8.23,5.86
-0.57,0.68,0.37,7.62,9.07,7.01
-0.57,0.69,0.38,7.42,8.93,8.15
-0.57,0.72,0.4,5.89,4.85,9.08
-0.57,0.73,0.39,4.7,-0.4,8.98
-0.57,0.72,0.38,5.86,-5.66,9.54
-0.59,0.71,0.39,4.58,-9.37,7.97
-0.58,0.7,0.38,3.45,-9.25,7.11
-0.57,0.71,0.37,1.53,-6.63,8.26
-0.57,0.72,0.39,-0.02,-4.82,10.15
-0.57,0.89,0.55,-5.68,-15.45,12.78
-0.53,0.65,0.3,-2.15,-13.47,3.74
-0.54,0.74,0.47,-12.17,-28.2,17.3
-0.56,0.7,0.36,-0.75,-14.37,15.37
-0.57,0.66,0.31,-5.69,-11.11,23.8
-0.51,0.66,0.32,-16.32,-14.09,26.55
-0.48,0.66,0.33,-17.25,-20.37,26.4
-0.47,0.69,0.35,-17.59,-31.16,35.44
-0.41,0.7,0.33,-14.18,-36.35,41.37
-0.5,0.77,0.55,-17.5,-34.78,52.24
-0.46,0.74,0.39,-13.21,-30.84,51.73
-0.6,0.69,0.38,-14.09,-29.98,53.71
-0.53,0.71,0.39,-13.85,-31.48,49.73
-0.57,0.74,0.43,-11.05,-32.17,49.01
-0.61,0.81,0.55,-13.3,-27.63,46.43
-0.6,0.77,0.42,-9.45,-19.22,37.89
-0.57,0.79,0.43,-9.62,-8.58,32.23
-0.53,0.76,0.42,-8.55,-0.84,25.56
-0.53,0.81,0.5,-9.95,-1.3,19.47
-0.46,0.85,0.47,-9.04,-1.44,11.21
-0.51,0.79,0.45,-3.37,3.13,2.9
-0.52,0.78,0.43,-1.16,8.08,-3.6
-0.55,0.76,0.41,4.21,15.95,-11.66
-0.58,0.78,0.41,10.24,22.46,-22.7
-0.62,0.76,0.4,16.17,27.13,-36.11
-0.64,0.77,0.41,22.96,32.37,-48.76
-0.61,0.79,0.47,26.47,38.72,-52.7
-0.54,0.79,0.5,24.75,45.86,-48.53
-0.41,0.78,0.48,21.08,52.38,-39.56
-0.33,0.79,0.45,16.93,48.02,-34.53
-0.32,0.83,0.4,16.55,33.53,-32.44
-0.37,0.79,0.38,16.38,13.76,-28.78
-0.42,0.73,0.36,12.61,-5.98,-24.05
-0.53,0.71,0.39,9.21,-15.16,-19.74
-0.6,0.67,0.36,5.59,-12.82,-19.15
-0.59,0.67,0.38,1.62,-3.07,-18.37
-0.56,0.68,0.4,-1.37,5.39,-16.81
-0.54,0.71,0.41,-3.44,7.51,-16.23
-0.5,0.75,0.44,-5.28,1.34,-14.09
-0.5,0.77,0.4,-6.23,-6.96,-14.78
-0.5,0.77,0.41,-6.99,-12.49,-13.56
-0.51,0.75,0.4,-8.29,-16.43,-10.66
-0.53,0.72,0.42,-8.05,-15.19,-8.18
-0.53,0.7,0.38,-7.59,-12.7,-6.0
-0.56,0.68,0.39,-5.66,-9.25,-4.56
-0.56,0.7,0.41,-4.64,-4.27,-2.92
-0.56,0.68,0.38,-3.98,-1.4,-2.85
-0.56,0.7,0.41,-3.83,0.14,-0.73
-0.55,0.68,0.39,-2.46,1.05,1.02
-0.56,0.68,0.41,-2.89,-0.63,1.33
-0.57,0.69,0.4,-2.11,-2.49,0.52
-0.57,0.69,0.39,-2.11,-4.14,-0.82
-0.57,0.69,0.39,-2.03,-4.15,-0.08
