acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.32,0.45,0.82,-0.06,0.21,1.54
0.31,0.45,0.81,0.34,0.52,1.56
0.31,0.45,0.83,0.34,0.34,1.54
0.32,0.45,0.82,0.31,0.35,1.71
0.31,0.46,0.82,0.38,0.55,1.73
0.32,0.45,0.81,0.31,0.21,1.5
0.32,0.45,0.82,0.24,0.34,1.56
0.33,0.46,0.81,0.32,0.41,1.45
0.32,0.45,0.82,0.09,0.63,1.5
0.32,0.45,0.81,0.32,0.6,1.18
0.32,0.44,0.82,0.29,0.53,1.11
0.31,0.45,0.82,0.11,0.09,0.79
0.32,0.45,0.82,-0.11,0.47,0.69
0.32,0.45,0.81,-0.06,0.4,0.6
0.32,0.45,0.82,0.0,0.47,0.55
0.32,0.45,0.82,0.06,0.52,0.47
0.32,0.45,0.82,-0.15,0.47,0.49
0.32,0.45,0.82,-0.03,0.72,0.63
0.32,0.45,0.82,0.24,0.81,0.67
0.32,0.45,0.82,-0.06,0.82,0.61
0.32,0.44,0.81,0.09,0.73,1.07
0.31,0.45,0.81,0.24,1.21,1.18
0.32,0.44,0.82,0.81,1.15,1.22
0.32,0.45,0.82,0.82,1.16,1.66
0.32,0.45,0.82,1.13,1.39,1.92
0.32,0.45,0.82,1.65,1.04,2.06
0.32,0.46,0.82,1.91,1.28,2.18
0.32,0.45,0.81,2.15,1.39,2.2
0.33,0.45,0.82,1.82,1.34,2.26
0.32,0.45,0.81,1.86,1.37,2.0
0.32,0.45,0.81,1.62,1.42,1.97
0.32,0.46,0.82,1.05,1.88,1.94
0.31,0.45,0.81,0.67,1.22,1.76
0.31,0.46,0.81,0.78,1.22,1.76
0.31,0.46,0.82,0.61,1.22,1.97
0.31,0.45,0.81,0.85,1.56,2.05
0.31,0.44,0.82,0.93,1.94,2.58
0.31,0.44,0.82,0.64,2.08,3.1
0.32,0.44,0.83,0.52,2.09,3.51
0.33,0.44,0.81,0.41,1.91,3.48
