acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.57,0.68,0.42,0.89,1.62,1.48
-0.57,0.69,0.41,0.81,1.02,0.96
-0.58,0.69,0.42,0.96,0.32,1.28
-0.57,0.69,0.42,0.82,0.23,1.27
-0.57,0.69,0.42,0.72,0.12,1.16
-0.57,0.7,0.41,0.78,0.31,1.47
-0.58,0.69,0.41,0.52,0.87,1.68
-0.58,0.69,0.41,0.15,1.45,1.4
-0.58,0.68,0.41,-0.26,1.13,1.27
-0.57,0.69,0.42,-0.31,1.01,1.15
-0.57,0.69,0.42,-0.41,0.66,1.16
-0.57,0.69,0.41,-0.27,1.01,0.84
-0.58,0.69,0.41,-0.11,1.3,0.9
-0.58,0.69,0.42,-0.17,1.37,0.84
-0.57,0.69,0.41,-0.06,1.24,0.87
-0.58,0.69,0.41,-0.06,1.27,0.87
-0.58,0.69,0.41,0.29,1.25,0.7
-0.57,0.69,0.41,0.32,1.15,0.67
-0.57,0.69,0.42,0.63,0.99,0.37
-0.58,0.7,0.42,0.73,0.52,0.46
-0.58,0.68,0.41,0.73,0.21,0.27
-0.58,0.69,0.42,0.76,0.14,0.49
-0.58,0.69,0.41,0.66,0.11,0.52
-0.58,0.69,0.42,0.82,0.55,0.69
-0.58,0.69,0.42,0.63,0.7,0.72
-0.58,0.69,0.41,0.6,0.93,0.85
-0.58,0.69,0.41,0.52,0.89,0.93
-0.58,0.69,0.41,0.4,0.9,1.15
-0.58,0.69,0.42,0.4,1.4,1.15
-0.57,0.69,0.42,0.12,1.48,1.24
-0.58,0.69,0.42,0.14,1.6,1.19
-0.57,0.69,0.41,0.43,1.3,1.15
-0.57,0.69,0.41,0.12,1.24,1.18
-0.57,0.69,0.41,0.35,1.27,1.13
-0.58,0.69,0.41,0.47,1.44,1.04
-0.57,0.68,0.41,0.6,1.37,0.98
-0.58,0.69,0.41,0.72,1.44,0.93
-0.58,0.69,0.4,0.56,1.3,1.11
-0.57,0.69,0.42,0.56,1.6,1.21
-0.58,0.69,0.41,0.82,1.51,1.24
-0.58,0.69,0.42,0.75,1.08,1.42
-0.57,0.7,0.41,0.75,0.84,1.34
-0.58,0.68,0.42,0.85,0.73,1.31
-0.58,0.69,0.41,0.89,0.95,1.57
-0.58,0.69,0.41,0.73,0.84,1.42
-0.58,0.69,0.42,0.82,1.1,1.37
-0.57,0.69,0.41,0.78,0.96,1.44
-0.57,0.69,0.41,0.96,1.82,1.76
-0.57,0.69,0.41,0.55,2.4,2.11
-0.58,0.69,0.41,0.46,1.59,1.94
-0.58,0.69,0.4,0.6,1.22,1.89
-0.57,0.68,0.41,1.01,1.94,2.31
-0.57,0.69,0.41,1.33,3.05,2.43
-0.58,0.69,0.4,1.42,3.95,2.56
-0.57,0.69,0.41,1.94,4.64,2.73
-0.57,0.69,0.41,2.21,4.4,3.04
-0.57,0.68,0.4,4.37,7.86,4.12
-0.57,0.68,0.4,6.47,13.11,5.08
-0.58,0.67,0.38,8.09,18.9,5.18
-0.59,0.69,0.38,8.7,21.33,3.97
-0.6,0.68,0.39,8.99,19.86,3.28
-0.59,0.7,0.39,7.1,14.63,2.64
-0.61,0.71,0.39,6.08,9.73,1.86
-0.59,0.71,0.38,5.92,8.38,2.31
-0.58,0.71,0.4,4.32,8.05,3.59
-0.58,0.71,0.41,4.05,9.21,3.28
-0.59,0.7,0.42,2.6,7.86,1.82
-0.59,0.69,0.41,0.17,3.71,0.81
-0.59,0.7,0.41,-1.91,-1.19,0.27
-0.59,0.72,0.41,-3.01,-5.45,-0.52
-0.58,0.72,0.41,-4.05,-8.05,-1.19
-0.57,0.71,0.4,-4.82,-9.19,-1.01
-0.57,0.71,0.4,-5.08,-9.54,-1.05
-0.58,0.69,0.39,-4.38,-9.25,-0.67
-0.58,0.69,0.38,-2.73,-8.0,-0.47
-0.58,0.68,0.39,-1.25,-5.4,0.06
-0.58,0.68,0.39,-0.58,-3.33,-0.14
-0.59,0.68,0.38,0.09,-2.34,0.17
-0.58,0.69,0.39,0.32,-1.83,0.32
-0.58,0.68,0.39,0.53,-1.59,0.23
-0.58,0.69,0.39,0.58,-1.11,0.11
-0.59,0.69,0.4,0.56,-0.72,1.11
-0.58,0.68,0.39,1.1,1.05,2.02
