acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.3,0.43,0.83,0.11,0.81,0.87
0.3,0.42,0.84,-0.12,0.56,0.67
0.3,0.43,0.83,-0.21,0.64,0.66
0.3,0.42,0.83,-0.15,0.73,0.41
0.3,0.42,0.84,-0.32,0.89,0.66
0.29,0.42,0.84,-0.24,0.63,0.58
0.29,0.43,0.83,-0.03,0.75,0.58
0.29,0.42,0.84,0.18,0.75,0.95
0.3,0.43,0.84,0.03,0.72,1.1
0.29,0.43,0.83,0.09,0.56,1.22
0.29,0.42,0.83,0.26,0.53,1.24
0.29,0.42,0.83,0.17,0.55,1.45
0.29,0.43,0.84,0.41,0.52,1.51
0.3,0.43,0.84,0.63,0.66,1.74
0.3,0.43,0.83,0.58,0.73,1.71
0.3,0.42,0.83,0.47,0.49,1.82
0.29,0.43,0.84,0.52,0.6,1.62
0.29,0.43,0.83,0.6,0.6,1.28
0.3,0.43,0.83,0.72,0.96,1.18
0.29,0.43,0.83,0.69,1.1,1.18
0.3,0.43,0.83,0.32,0.81,1.04
0.3,0.42,0.84,1.05,1.47,1.15
0.3,0.43,0.83,0.56,1.08,0.81
0.29,0.42,0.83,-0.47,0.38,0.9
0.29,0.43,0.84,-0.12,0.55,0.72
0.28,0.43,0.84,0.32,0.31,1.05
0.29,0.43,0.84,0.61,0.12,1.86
0.3,0.42,0.84,1.37,1.01,2.58
0.31,0.41,0.84,0.87,1.8,2.93
0.3,0.4,0.84,0.46,2.14,2.64
0.29,0.41,0.85,0.44,1.21,2.24
0.3,0.42,0.84,0.81,0.41,2.14
0.3,0.44,0.83,0.81,-0.21,2.29
0.3,0.44,0.83,0.61,0.18,2.17
0.31,0.44,0.82,0.26,0.38,1.85
0.31,0.43,0.83,0.15,0.69,1.01
0.31,0.43,0.83,0.26,0.81,0.5
0.31,0.42,0.83,0.38,1.3,0.02
0.29,0.43,0.83,0.14,1.33,-0.34
0.29,0.42,0.84,0.12,1.19,-0.34
0.28,0.43,0.84,0.29,1.07,-0.02
0.29,0.42,0.83,0.43,1.28,0.49
0.3,0.42,0.84,0.55,1.27,0.79
0.29,0.43,0.84,0.61,1.21,1.31
0.3,0.43,0.85,1.05,0.99,1.82
0.29,0.42,0.84,1.4,1.27,2.4
0.29,0.42,0.83,1.66,1.15,2.95
0.3,0.43,0.83,1.79,1.15,2.79
0.31,0.43,0.83,1.77,1.39,2.67
0.3,0.43,0.84,1.51,1.01,2.47
0.31,0.43,0.82,1.34,0.72,1.57
0.29,0.44,0.84,1.13,0.53,1.13
0.3,0.44,0.82,0.52,0.37,1.39
0.31,0.43,0.82,0.85,0.85,1.04
0.3,0.43,0.83,0.12,0.98,0.61
0.3,0.41,0.83,-0.27,0.93,0.15
0.29,0.42,0.84,-0.43,0.64,-0.08
0.29,0.43,0.83,0.03,0.34,-0.08
0.3,0.43,0.84,-0.11,0.52,0.27
0.29,0.43,0.84,-0.02,0.72,0.49
0.29,0.43,0.83,0.08,0.66,1.01
0.3,0.42,0.84,0.17,0.78,1.24
0.3,0.43,0.83,0.53,0.69,1.54
0.3,0.43,0.83,0.95,0.76,1.76
0.3,0.43,0.84,1.04,0.92,1.76
0.29,0.43,0.83,0.84,0.82,1.83
0.3,0.43,0.84,1.02,0.98,2.08
0.3,0.43,0.84,0.92,0.93,1.97
0.3,0.43,0.84,1.01,1.28,2.14
0.3,0.43,0.83,0.85,1.34,1.82
0.3,0.43,0.84,0.84,1.28,1.33
0.29,0.43,0.83,0.52,1.36,1.16
0.3,0.43,0.84,0.5,1.21,1.01
0.29,0.43,0.83,0.14,1.36,0.93
0.3,0.43,0.83,0.0,1.13,0.6
