acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.36,0.41,0.83,0.85,-0.56,1.74
0.36,0.41,0.84,1.07,-0.26,1.73
0.36,0.41,0.84,1.13,-0.53,1.92
0.36,0.4,0.83,1.42,-0.85,1.62
0.38,0.4,0.84,0.85,-0.21,1.66
0.36,0.4,0.84,0.89,-0.37,1.01
0.36,0.4,0.86,0.37,0.05,0.41
0.36,0.4,0.85,0.18,0.11,0.03
0.35,0.41,0.85,-0.08,0.66,0.11
0.36,0.41,0.85,-0.23,0.56,0.35
0.36,0.41,0.85,0.05,1.21,0.6
0.36,0.4,0.86,0.32,1.25,0.75
0.36,0.4,0.86,0.38,1.56,0.73
0.36,0.39,0.85,0.89,1.11,0.46
0.37,0.39,0.85,1.04,1.66,0.76
0.36,0.4,0.85,0.84,1.57,1.36
0.36,0.4,0.85,1.15,1.34,1.59
0.36,0.41,0.84,1.27,0.9,1.63
0.37,0.4,0.84,1.56,0.55,1.77
0.37,0.41,0.85,1.71,0.49,1.53
0.36,0.4,0.85,1.37,0.89,1.42
0.36,0.4,0.84,1.98,0.14,0.67
0.35,0.41,0.85,1.33,0.4,1.02
0.35,0.4,0.85,1.25,0.12,1.62
0.35,0.41,0.84,1.18,-0.35,1.05
0.35,0.4,0.84,0.81,0.29,1.13
0.36,0.4,0.85,0.98,0.06,0.93
0.37,0.4,0.85,1.07,-0.67,1.13
0.37,0.4,0.85,1.39,-0.41,0.9
0.36,0.4,0.84,1.27,0.24,0.92
0.37,0.4,0.84,1.88,-0.2,1.01
0.37,0.4,0.84,1.94,-0.82,1.25
0.36,0.41,0.85,2.02,0.44,1.33
0.36,0.4,0.84,2.38,-0.26,1.21
0.36,0.4,0.85,2.43,0.2,1.31
0.36,0.4,0.86,2.63,0.21,1.4
0.35,0.4,0.85,2.79,0.21,1.28
0.36,0.4,0.85,3.02,0.92,1.36
0.36,0.4,0.86,2.93,0.95,1.8
0.37,0.41,0.84,2.87,1.31,1.45
0.36,0.41,0.85,2.95,1.36,1.36
0.36,0.41,0.85,2.66,1.8,1.18
0.37,0.42,0.85,2.79,1.16,1.18
0.36,0.42,0.84,2.87,0.87,0.98
0.36,0.42,0.84,2.61,0.73,1.01
0.37,0.41,0.85,2.52,1.11,0.66
0.36,0.42,0.84,2.67,1.18,0.46
0.37,0.41,0.85,2.63,1.45,0.17
0.36,0.41,0.84,2.03,1.13,0.2
0.36,0.41,0.85,2.03,1.13,0.27
0.36,0.41,0.85,1.85,1.11,0.26
0.36,0.41,0.85,1.92,0.6,0.55
0.36,0.41,0.84,1.86,0.95,0.67
0.35,0.41,0.85,2.12,1.39,0.67
