acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.27,0.41,0.85,-0.7,0.7,-0.24
0.27,0.41,0.86,-0.99,0.64,-0.15
0.27,0.41,0.86,-1.15,0.9,0.12
0.27,0.4,0.86,-0.69,1.15,0.41
0.27,0.4,0.86,-0.26,1.3,1.01
0.27,0.4,0.86,0.02,1.54,1.45
0.27,0.4,0.85,0.58,1.54,1.91
0.27,0.4,0.86,0.7,1.56,2.05
0.27,0.4,0.86,0.89,1.27,2.14
0.27,0.4,0.85,0.5,1.05,2.15
0.27,0.4,0.85,0.4,0.85,1.86
0.27,0.41,0.84,0.47,0.76,1.59
0.28,0.42,0.84,0.2,0.41,1.45
0.27,0.41,0.85,0.03,0.23,1.21
0.27,0.4,0.83,-0.35,0.99,0.96
0.27,0.4,0.84,-0.9,0.85,0.37
0.27,0.4,0.86,-0.9,0.27,0.29
0.27,0.4,0.85,-1.04,-0.06,0.05
0.27,0.4,0.84,-0.87,0.26,0.11
0.27,0.41,0.85,-1.11,0.41,0.47
0.27,0.41,0.85,-1.04,0.29,0.53
0.27,0.4,0.85,-0.47,0.12,1.24
0.26,0.4,0.86,-0.27,0.18,1.44
0.27,0.4,0.85,-0.05,0.21,1.62
0.27,0.4,0.85,0.41,-0.05,1.77
0.27,0.4,0.85,0.43,0.08,1.89
0.27,0.4,0.85,0.64,0.24,1.95
0.27,0.4,0.85,0.41,0.32,2.06
0.27,0.41,0.85,0.43,0.66,1.86
0.27,0.41,0.85,0.37,0.61,1.88
0.26,0.41,0.84,0.31,0.67,1.54
0.28,0.41,0.85,0.09,0.61,1.34
0.27,0.41,0.85,0.29,0.46,1.07
0.27,0.4,0.85,0.09,0.5,1.07
0.27,0.41,0.84,0.12,0.67,0.76
0.27,0.4,0.85,-0.18,0.23,0.49
0.28,0.41,0.85,-0.08,0.43,0.44
0.28,0.41,0.85,-0.2,0.49,0.64
0.27,0.4,0.84,-0.08,0.32,0.79
0.27,0.41,0.85,0.08,0.73,0.89
0.26,0.4,0.86,0.11,0.76,1.04
0.27,0.4,0.86,0.21,0.73,0.89
0.27,0.4,0.85,0.31,0.72,1.18
0.28,0.4,0.85,0.4,0.69,1.25
0.27,0.4,0.85,0.44,1.11,1.48
0.27,0.41,0.85,0.38,0.69,1.57
0.27,0.4,0.86,0.7,1.02,1.5
0.27,0.41,0.84,0.75,0.99,1.66
0.27,0.41,0.85,0.84,1.08,1.68
0.28,0.41,0.86,0.67,1.04,1.56
0.27,0.41,0.84,0.55,1.1,1.31
0.28,0.41,0.84,0.56,1.11,1.42
0.27,0.41,0.85,0.23,1.19,1.1
0.27,0.4,0.85,0.12,1.05,1.07
0.27,0.41,0.85,-0.14,0.89,0.84
0.27,0.41,0.85,-0.21,1.02,0.63
0.27,0.4,0.85,-0.18,1.21,0.69
0.27,0.4,0.85,-0.11,1.37,0.41
0.27,0.41,0.85,-0.35,1.1,0.46
0.27,0.4,0.85,-0.17,1.27,0.47
0.27,0.4,0.85,-0.03,1.22,0.64
0.27,0.4,0.85,-0.15,1.18,0.7
0.27,0.4,0.85,0.02,1.16,1.04
0.27,0.41,0.85,0.43,1.33,1.11
0.27,0.4,0.85,0.26,1.19,1.42
0.27,0.4,0.85,0.47,1.4,1.5
0.27,0.4,0.85,0.53,1.22,1.36
0.27,0.41,0.86,0.66,1.25,1.51
0.27,0.41,0.85,0.79,1.22,1.54
0.27,0.4,0.85,0.7,1.25,1.28
0.27,0.41,0.85,0.67,1.05,1.44
0.27,0.4,0.84,0.69,1.21,1.39
0.27,0.4,0.84,0.52,1.1,1.6
0.27,0.4,0.85,0.47,1.31,1.36
0.27,0.4,0.85,0.29,1.19,1.11
0.27,0.41,0.85,0.05,1.16,1.15
0.27,0.4,0.85,0.35,1.19,1.07
0.27,0.41,0.85,0.5,1.54,0.96
0.28,0.41,0.85,0.44,1.59,0.92
0.27,0.41,0.85,0.0,1.44,0.78
0.27,0.41,0.85,-0.11,1.71,0.76
0.27,0.4,0.85,0.11,1.85,0.66
0.26,0.4,0.84,-0.72,1.21,0.72
0.27,0.41,0.85,-1.22,0.96,0.52
0.26,0.41,0.85,-0.69,0.72,0.5
0.25,0.41,0.86,-0.5,0.06,1.08
0.27,0.41,0.84,0.02,0.41,2.02
0.28,0.4,0.85,0.11,1.3,2.81
0.27,0.39,0.85,-0.75,1.89,3.07
0.27,0.38,0.84,-0.96,1.63,2.79
0.27,0.4,0.85,-0.5,0.7,2.14
0.27,0.4,0.85,0.35,-0.18,1.66
0.27,0.41,0.83,1.66,0.08,1.77
0.28,0.42,0.84,1.16,1.21,2.02
0.28,0.41,0.85,0.69,1.16,0.67
0.27,0.4,0.85,0.99,0.93,0.29
0.27,0.4,0.84,1.1,1.19,0.34
0.27,0.41,0.85,0.98,1.65,-0.44
0.26,0.4,0.83,1.92,1.6,-0.82
0.26,0.41,0.85,1.76,1.8,-0.56
0.25,0.4,0.86,2.06,1.68,-1.11
0.26,0.41,0.86,1.45,1.57,-0.34
0.27,0.41,0.86,1.51,1.37,0.14
0.27,0.41,0.86,1.15,1.63,0.6
0.28,0.4,0.86,1.34,1.47,1.51
0.26,0.4,0.85,1.69,0.95,1.34
0.23,0.43,0.84,1.19,-1.83,-3.05
0.23,0.42,0.89,0.93,-3.6,-6.58
0.26,0.41,0.84,3.44,-4.24,-5.18
0.27,0.4,0.83,4.93,-4.17,-3.71
0.29,0.41,0.82,5.51,-2.34,-2.0
0.29,0.41,0.83,6.6,-1.04,-0.87
0.29,0.42,0.82,5.69,1.36,-0.26
0.27,0.43,0.82,5.15,2.92,0.41
0.26,0.42,0.83,4.15,3.94,1.24
0.25,0.4,0.84,4.75,3.56,0.44
0.25,0.4,0.84,4.64,1.62,-1.01
0.25,0.42,0.85,4.24,-0.31,-1.6
0.24,0.42,0.85,4.17,-1.37,-1.89
0.24,0.41,0.84,4.6,-2.31,-1.91
0.25,0.4,0.84,5.65,-3.13,-1.85
0.26,0.4,0.83,7.47,-3.63,-1.48
0.27,0.4,0.82,8.82,-4.99,-0.18
0.3,0.41,0.81,9.42,-5.85,0.98
0.3,0.4,0.81,11.98,-4.46,4.15
0.29,0.41,0.8,11.89,-6.92,7.28
0.28,0.4,0.79,13.56,-7.97,10.41
0.3,0.42,0.77,17.51,-9.62,14.84
0.31,0.41,0.71,22.08,-15.11,22.46
0.34,0.36,0.7,33.83,-15.94,27.34
0.41,0.38,0.67,42.15,-19.95,34.35
