acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.57,0.71,0.39,0.72,0.46,1.3
-0.58,0.7,0.4,0.87,0.61,1.11
-0.57,0.7,0.39,0.81,1.18,1.08
-0.57,0.7,0.4,0.58,1.5,1.4
-0.58,0.71,0.4,0.43,1.31,1.42
-0.57,0.71,0.4,0.29,0.75,1.48
-0.57,0.71,0.4,0.24,0.34,1.07
-0.57,0.71,0.39,0.41,0.34,1.22
-0.57,0.71,0.39,0.6,0.95,1.3
-0.58,0.71,0.39,0.67,1.37,1.44
-0.58,0.71,0.39,0.69,1.66,1.59
-0.57,0.71,0.4,0.44,1.02,1.57
-0.58,0.7,0.39,0.24,0.64,1.33
-0.57,0.71,0.38,0.43,0.6,1.5
-0.58,0.7,0.38,1.19,1.91,1.85
-0.58,0.71,0.39,1.47,4.52,2.98
-0.57,0.7,0.4,1.19,5.8,3.45
-0.57,0.7,0.4,1.22,5.91,2.7
-0.58,0.68,0.41,0.46,4.4,1.89
-0.57,0.7,0.42,-0.58,2.08,1.34
-0.57,0.71,0.4,-0.87,0.61,0.79
-0.56,0.72,0.4,-0.49,-0.09,1.07
-0.57,0.71,0.39,-0.17,1.05,1.42
-0.57,0.72,0.38,-0.05,1.44,1.39
-0.57,0.72,0.39,0.18,1.19,1.63
-0.58,0.71,0.39,0.55,0.47,1.66
-0.58,0.71,0.39,0.53,-0.18,1.37
-0.57,0.7,0.38,1.24,0.12,1.19
-0.58,0.7,0.39,1.16,0.75,0.96
-0.57,0.71,0.37,1.27,0.99,0.82
-0.57,0.71,0.37,1.53,1.31,1.1
-0.58,0.71,0.38,1.36,0.95,1.28
-0.58,0.71,0.39,1.44,1.68,1.74
-0.58,0.7,0.38,1.76,3.24,1.83
-0.58,0.7,0.39,1.13,3.82,1.73
-0.58,0.7,0.4,0.93,3.91,1.53
-0.58,0.7,0.39,0.82,4.17,1.71
-0.58,0.71,0.39,0.61,3.4,1.74
-0.58,0.71,0.39,0.61,3.79,1.34
-0.57,0.7,0.39,0.75,3.63,1.07
-0.58,0.7,0.38,1.45,3.45,1.04
-0.58,0.71,0.38,1.73,3.4,1.68
-0.57,0.7,0.38,2.5,4.92,2.41
-0.57,0.7,0.38,2.95,5.63,2.15
-0.58,0.7,0.38,3.71,6.53,1.66
-0.57,0.71,0.38,3.66,5.8,1.1
-0.58,0.7,0.37,4.21,5.54,1.22
-0.59,0.72,0.4,2.87,3.73,0.56
-0.58,0.71,0.37,2.66,2.87,0.64
-0.57,0.7,0.38,2.43,2.93,1.88
-0.57,0.72,0.39,2.0,2.52,1.39
-0.58,0.71,0.38,1.53,1.89,0.78
-0.58,0.71,0.38,0.41,0.18,0.85
-0.59,0.72,0.39,-0.72,-1.92,0.46
-0.59,0.73,0.39,-1.82,-3.62,0.02
-0.58,0.71,0.38,-2.79,-4.85,-0.4
-0.58,0.71,0.38,-3.6,-5.68,-0.52
-0.58,0.71,0.39,-3.6,-5.89,-0.56
-0.57,0.71,0.39,-3.59,-5.92,-0.47
-0.58,0.71,0.38,-3.36,-5.37,-0.52
-0.57,0.7,0.38,-2.41,-3.89,0.27
-0.57,0.69,0.38,-1.07,-0.76,1.59
-0.57,0.7,0.39,-0.5,0.67,1.27
-0.58,0.72,0.39,-0.4,-0.23,0.7
-0.58,0.72,0.39,-0.52,-1.95,0.99
-0.58,0.72,0.39,-0.58,-3.01,0.95
-0.57,0.72,0.39,-0.75,-3.11,0.95
-0.58,0.71,0.39,-1.04,-2.5,0.6
-0.57,0.71,0.38,-1.1,-1.98,0.92
-0.58,0.7,0.38,-0.66,-1.65,1.42
-0.57,0.7,0.38,-0.38,-1.15,1.62
-0.57,0.7,0.39,0.03,0.26,1.71
-0.58,0.7,0.4,0.2,1.04,1.65
-0.58,0.7,0.39,-0.11,1.07,1.48
-0.57,0.7,0.39,-0.2,0.4,1.73
-0.57,0.7,0.38,-0.18,0.23,1.74
-0.58,0.7,0.38,-0.12,0.31,1.6
-0.58,0.7,0.39,-0.2,0.73,1.69
-0.57,0.7,0.38,0.18,1.07,1.94
-0.57,0.7,0.39,0.61,1.54,2.23
-0.58,0.71,0.39,0.89,1.63,1.65
-0.57,0.71,0.39,1.21,1.77,1.65
-0.57,0.7,0.39,1.42,1.79,1.57
-0.58,0.71,0.38,1.3,2.18,1.74
-0.58,0.71,0.4,0.49,0.92,3.18
-0.56,0.71,0.4,0.75,1.57,4.11
-0.57,0.71,0.4,0.98,1.16,3.95
-0.58,0.7,0.38,1.16,1.37,2.75
-0.58,0.71,0.39,1.19,1.45,1.89
-0.59,0.7,0.38,1.56,1.79,1.07
-0.58,0.7,0.37,1.04,1.36,0.81
-0.58,0.69,0.39,1.95,1.92,2.23
-0.57,0.71,0.4,1.13,1.73,1.59
-0.58,0.71,0.39,1.24,0.58,0.5
-0.57,0.72,0.38,1.13,-0.63,0.53
-0.57,0.71,0.38,1.24,-0.78,1.07
-0.58,0.72,0.39,1.24,0.17,0.82
-0.58,0.7,0.39,0.56,0.78,0.46
-0.58,0.7,0.39,-0.82,0.47,0.34
-0.56,0.71,0.4,-2.61,-1.54,0.78
-0.57,0.71,0.37,-1.59,-1.66,-0.12
-0.58,0.71,0.37,-1.18,-1.22,0.38
-0.57,0.71,0.39,-2.05,0.44,1.39
-0.57,0.7,0.39,-1.42,2.0,0.61
-0.56,0.7,0.41,-1.79,2.96,3.1
-0.56,0.7,0.42,-3.95,0.61,3.19
-0.57,0.7,0.4,-2.92,-1.54,0.11
-0.6,0.69,0.37,-0.76,-2.52,-1.82
-0.59,0.7,0.38,-1.79,-1.92,-0.44
-0.57,0.71,0.38,-0.82,1.37,-0.27
-0.58,0.71,0.4,-0.21,3.27,-1.53
-0.58,0.72,0.39,-0.15,1.82,-1.59
-0.58,0.71,0.38,-0.14,0.53,-1.34
-0.58,0.7,0.39,-0.49,-0.41,-0.81
-0.59,0.71,0.39,-0.32,-0.61,-1.73
-0.58,0.7,0.39,0.03,-0.38,-1.86
-0.57,0.7,0.39,0.03,-0.98,-1.24
-0.57,0.7,0.4,0.89,-0.44,-0.63
-0.58,0.7,0.38,0.81,-0.4,-1.18
-0.58,0.7,0.38,-0.03,0.14,-0.21
-0.57,0.7,0.39,-0.49,1.3,0.03
-0.58,0.7,0.39,-0.46,1.76,-1.25
-0.58,0.7,0.41,-0.79,0.95,-1.42
-0.58,0.69,0.39,-1.22,-0.63,-1.68
-0.58,0.69,0.4,-1.79,-1.36,-1.25
-0.57,0.68,0.39,-1.24,-1.88,-0.98
-0.57,0.69,0.4,-2.61,-2.75,-0.81
-0.56,0.71,0.4,-2.76,-3.47,-0.35
-0.57,0.7,0.39,-3.27,-3.59,0.21
-0.57,0.71,0.4,-4.15,-5.34,1.24
-0.55,0.68,0.38,-0.78,-1.36,3.82
-0.57,0.69,0.38,0.64,1.37,3.88
-0.57,0.66,0.38,2.06,5.36,5.71
-0.54,0.7,0.41,0.46,5.82,8.98
-0.54,0.69,0.41,0.95,4.49,11.19
-0.55,0.72,0.46,-0.43,-1.24,15.6
-0.53,0.72,0.46,-0.82,-5.33,20.47
-0.51,0.7,0.46,-0.47,-5.71,25.62
-0.51,0.72,0.44,0.0,-5.92,26.96
-0.49,0.73,0.43,-1.91,-10.38,30.89
-0.48,0.73,0.37,-4.53,-15.53,35.27
-0.47,0.73,0.3,-5.25,-23.88,42.11
-0.51,0.74,0.29,-4.81,-32.84,47.62
-0.54,0.75,0.37,-2.69,-37.42,47.95
-0.58,0.74,0.42,-4.53,-38.73,43.77
-0.58,0.7,0.42,-5.04,-41.34,43.89
-0.57,0.65,0.25,-2.38,-28.85,33.76
-0.53,0.78,0.35,-3.1,-19.88,25.8
-0.64,0.67,0.27,2.84,-3.57,13.24
-0.71,0.77,0.51,6.43,6.21,0.96
-0.7,0.74,0.39,13.45,9.79,-14.05
-0.7,0.72,0.31,17.34,13.82,-28.38
-0.7,0.71,0.33,17.76,17.63,-38.79
-0.65,0.72,0.36,14.79,21.73,-43.18
-0.54,0.73,0.39,13.27,29.3,-40.82
-0.46,0.75,0.43,11.07,32.24,-35.08
-0.37,0.76,0.52,5.39,27.51,-23.45
-0.36,0.77,0.52,0.38,19.44,-19.4
-0.42,0.78,0.5,-0.06,11.34,-18.26
-0.45,0.75,0.45,0.46,5.04,-17.45
-0.5,0.74,0.39,2.18,3.79,-17.15
-0.49,0.73,0.39,1.91,8.24,-12.52
-0.49,0.74,0.39,0.78,12.47,-10.09
-0.52,0.73,0.38,0.78,10.38,-8.64
-0.53,0.71,0.4,1.59,5.18,-6.69
-0.56,0.71,0.4,2.52,0.47,-5.98
-0.57,0.71,0.4,3.04,-1.5,-4.63
-0.58,0.7,0.39,5.08,1.57,-2.92
-0.58,0.71,0.39,6.14,7.6,-2.4
-0.59,0.7,0.38,6.31,11.04,-2.52
-0.59,0.7,0.39,4.85,9.88,-3.13
-0.57,0.71,0.4,3.79,5.63,-2.53
-0.56,0.7,0.38,3.33,4.58,-3.24
-0.58,0.7,0.37,1.36,3.79,-3.68
-0.58,0.7,0.36,-0.69,3.76,-3.71
-0.59,0.71,0.37,-2.27,3.34,-3.92
-0.58,0.71,0.38,-3.54,1.48,-3.07
-0.57,0.71,0.39,-4.85,-0.82,-1.74
-0.58,0.71,0.39,-5.89,-1.66,-0.56
-0.56,0.71,0.4,-6.58,-1.73,0.06
-0.56,0.72,0.41,-6.24,-1.39,-0.31
-0.56,0.7,0.4,-5.63,-2.26,-0.12
-0.55,0.7,0.4,-5.31,-3.07,0.99
-0.56,0.72,0.4,-5.16,-3.59,1.1
-0.57,0.71,0.4,-4.29,-3.39,1.51
-0.57,0.7,0.4,-3.27,-2.56,1.57
-0.57,0.71,0.39,-3.27,-1.91,1.88
-0.58,0.71,0.4,-2.89,-1.44,2.73
-0.57,0.7,0.4,-2.87,-1.83,3.71
-0.57,0.71,0.4,-2.21,-2.12,3.66
-0.57,0.7,0.39,-1.34,-2.02,3.42
-0.57,0.71,0.39,-0.89,-1.16,3.34
-0.57,0.71,0.39,-0.95,-0.15,3.3
-0.58,0.71,0.4,-2.4,-1.19,2.9
-0.58,0.7,0.39,-2.55,-2.35,2.79
-0.58,0.71,0.38,-2.73,-3.62,2.58
-0.58,0.71,0.38,-2.78,-2.67,3.48
-0.57,0.71,0.39,-2.44,-0.82,3.74
-0.57,0.7,0.4,-2.58,1.08,3.02
-0.57,0.7,0.4,-2.14,1.45,1.98
-0.56,0.7,0.41,-1.85,1.37,2.03
-0.57,0.7,0.42,-1.68,0.24,1.47
-0.56,0.71,0.4,-1.07,-0.53,1.19
-0.55,0.71,0.41,-0.76,-0.49,1.45
-0.55,0.72,0.4,-0.4,-0.11,1.48
-0.56,0.72,0.4,0.09,-0.09,1.13
-0.56,0.71,0.4,0.12,-0.75,1.22
-0.56,0.71,0.4,0.58,-0.85,0.53
-0.57,0.71,0.4,0.73,-0.46,0.34
-0.58,0.7,0.39,0.41,-0.53,0.44
-0.57,0.71,0.4,0.37,-0.35,0.5
-0.57,0.71,0.4,0.66,0.15,0.41
-0.57,0.7,0.4,0.98,0.21,0.82
-0.57,0.7,0.4,1.15,0.76,0.84
-0.58,0.7,0.39,1.53,1.44,0.85
-0.57,0.69,0.4,2.53,2.41,1.33
-0.57,0.69,0.4,3.88,3.88,1.82
-0.57,0.71,0.41,3.82,3.69,1.69
