acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.23,0.39,0.86,-0.35,0.56,0.89
0.23,0.39,0.86,-0.26,0.4,0.92
0.23,0.39,0.86,-0.23,0.75,0.85
0.23,0.39,0.86,-0.03,0.43,0.81
0.23,0.39,0.86,-0.17,0.17,0.87
0.23,0.4,0.87,0.2,0.05,0.99
0.24,0.4,0.86,0.14,-0.02,0.98
0.23,0.39,0.86,0.23,0.32,0.92
0.22,0.4,0.87,0.06,0.23,1.19
0.23,0.4,0.86,0.18,0.0,1.04
0.23,0.4,0.86,0.09,0.34,0.98
0.22,0.4,0.86,0.18,0.46,0.9
0.23,0.4,0.86,0.11,0.63,0.9
0.23,0.4,0.87,-0.02,0.44,1.24
0.23,0.4,0.87,0.14,0.79,1.18
0.23,0.4,0.86,0.4,0.81,1.19
0.23,0.39,0.87,0.46,0.93,1.39
0.23,0.39,0.86,0.47,1.19,1.66
0.23,0.39,0.87,0.47,1.21,1.54
0.23,0.4,0.86,0.61,0.96,1.68
0.23,0.4,0.87,0.76,0.72,1.6
0.23,0.4,0.85,0.96,0.84,1.74
0.23,0.4,0.87,0.6,0.78,1.88
0.23,0.39,0.86,0.34,0.79,1.45
0.24,0.4,0.86,0.35,0.73,1.4
0.23,0.4,0.86,0.27,0.81,1.08
0.23,0.4,0.85,0.0,0.6,0.89
0.23,0.4,0.87,-0.26,0.58,0.66
0.23,0.4,0.87,-0.4,0.64,0.73
0.23,0.4,0.85,-0.56,0.6,0.72
0.23,0.4,0.86,-0.63,0.61,0.73
0.23,0.39,0.86,-0.95,0.37,0.79
0.23,0.4,0.87,-0.84,0.34,0.72
0.23,0.39,0.86,-0.53,0.52,1.01
0.23,0.39,0.86,-0.46,0.34,0.9
0.23,0.39,0.86,-0.31,0.26,0.95
0.23,0.39,0.86,-0.47,0.24,1.27
0.23,0.39,0.86,-0.34,0.15,1.45
0.24,0.4,0.86,-0.14,0.2,1.39
0.23,0.4,0.87,0.03,0.17,1.62
0.23,0.4,0.86,0.14,0.32,1.63
0.23,0.4,0.87,0.2,0.5,1.79
0.23,0.4,0.87,0.64,1.08,1.5
0.23,0.4,0.86,0.08,0.87,1.27
0.23,0.4,0.86,-0.31,0.61,1.22
0.22,0.4,0.86,-0.09,0.35,1.31
0.22,0.4,0.87,-0.15,-0.06,1.37
0.22,0.4,0.86,-0.09,-0.27,2.37
0.24,0.39,0.87,0.38,0.79,3.31
0.23,0.39,0.86,-0.4,1.59,3.37
0.23,0.38,0.86,-0.87,1.28,3.13
0.23,0.37,0.86,-0.73,0.72,2.35
0.23,0.39,0.87,-0.08,-0.29,2.05
0.23,0.41,0.86,-0.2,-1.02,2.4
0.24,0.41,0.85,-0.17,-1.02,2.72
0.24,0.41,0.85,-0.14,-0.81,2.44
0.24,0.4,0.86,-0.14,-0.4,1.85
0.25,0.4,0.85,-0.31,-0.06,1.1
0.24,0.39,0.86,-0.02,0.15,0.49
0.23,0.4,0.87,0.0,0.15,-0.15
0.23,0.39,0.87,-0.31,0.06,-0.29
0.23,0.4,0.87,-0.78,-0.14,-0.58
0.23,0.4,0.87,-0.52,0.12,-0.56
0.23,0.4,0.87,-0.93,-0.17,-0.29
0.23,0.39,0.86,-0.76,0.03,0.06
0.23,0.39,0.86,-0.18,0.4,0.37
0.24,0.39,0.88,0.32,0.53,1.04
0.23,0.39,0.87,0.78,0.46,1.44
0.23,0.38,0.87,1.28,0.56,1.8
0.24,0.39,0.87,1.5,0.47,2.61
0.24,0.39,0.86,1.42,0.69,2.64
0.23,0.39,0.86,1.19,0.49,2.75
0.24,0.4,0.86,1.63,0.2,2.26
0.24,0.41,0.86,1.57,0.23,2.44
0.24,0.41,0.86,1.39,0.24,2.37
0.23,0.41,0.85,1.53,0.53,2.63
0.24,0.4,0.86,1.21,0.79,2.03
0.23,0.4,0.85,0.85,0.37,1.42
0.24,0.4,0.87,0.78,0.14,1.01
0.24,0.4,0.86,0.76,-0.05,0.49
0.24,0.39,0.85,1.31,0.31,0.66
0.24,0.4,0.86,0.63,0.87,0.78
0.23,0.4,0.87,0.09,1.19,0.43
0.23,0.4,0.87,0.26,0.73,0.66
0.23,0.4,0.87,0.31,0.69,0.98
0.24,0.39,0.87,0.43,0.58,0.89
0.23,0.39,0.86,0.7,0.58,0.81
0.23,0.39,0.85,1.63,0.4,1.31
0.24,0.4,0.86,1.51,0.72,1.65
0.24,0.4,0.87,1.25,1.33,1.39
0.23,0.4,0.87,1.48,1.3,1.15
0.23,0.39,0.85,2.08,1.37,1.47
0.24,0.4,0.86,2.14,1.54,1.36
0.23,0.4,0.86,1.68,2.21,1.24
0.21,0.39,0.86,2.43,0.24,0.6
0.22,0.4,0.87,2.08,1.5,0.44
0.24,0.4,0.86,2.2,0.98,0.09
0.24,0.41,0.87,1.34,0.63,0.0
0.23,0.4,0.86,1.02,1.04,-0.84
0.24,0.41,0.86,0.79,0.64,-0.81
0.24,0.4,0.86,0.63,0.06,-0.52
0.24,0.4,0.86,0.53,0.12,-0.12
0.24,0.41,0.86,0.66,0.55,-0.11
0.23,0.4,0.85,1.22,0.47,-0.17
0.23,0.4,0.85,1.76,1.11,-0.27
0.23,0.4,0.86,1.97,1.65,-0.67
0.23,0.4,0.86,2.12,1.83,-1.15
0.23,0.39,0.85,2.93,1.63,-1.25
0.22,0.39,0.85,3.6,1.83,-2.69
0.22,0.39,0.86,5.68,2.49,-2.64
0.23,0.39,0.85,6.24,1.73,-1.98
0.24,0.39,0.86,7.11,1.77,-2.69
0.24,0.4,0.86,8.17,3.54,-2.06
0.23,0.41,0.85,8.35,3.83,-0.58
0.21,0.42,0.85,7.69,3.08,0.09
0.21,0.42,0.88,7.8,-0.43,-0.34
0.23,0.42,0.85,8.31,2.0,0.76
0.23,0.42,0.86,7.53,2.92,1.15
0.21,0.43,0.85,6.5,3.73,-0.67
0.22,0.43,0.86,5.97,2.76,-0.84
0.22,0.42,0.87,6.53,2.21,-1.21
0.23,0.41,0.84,6.95,1.88,-0.96
0.23,0.42,0.84,6.66,1.15,-1.45
0.23,0.42,0.86,6.35,2.32,-2.0
0.23,0.42,0.85,6.37,1.39,-2.05
0.24,0.42,0.86,5.68,0.27,-1.66
0.24,0.43,0.87,3.86,-1.22,-0.05
0.25,0.42,0.85,3.15,-2.56,0.17
0.23,0.4,0.85,4.27,-1.6,-1.6
0.22,0.4,0.81,6.92,-1.39,-1.6
0.19,0.42,0.82,7.94,-1.36,-0.82
0.22,0.43,0.84,8.23,-2.18,-1.74
0.26,0.42,0.87,7.71,-7.42,2.35
0.32,0.42,0.81,6.09,3.01,4.47
0.26,0.38,0.74,7.97,1.11,8.89
0.26,0.43,0.8,6.99,2.43,10.47
0.2,0.42,0.81,8.37,0.37,6.79
0.2,0.4,0.83,9.98,-3.21,10.58
0.21,0.41,0.85,9.85,-9.95,13.77
0.17,0.41,0.74,12.23,-19.07,17.53
0.18,0.44,0.74,8.72,-34.96,18.29
0.24,0.45,0.84,9.53,-33.89,22.85
0.34,0.38,0.84,20.76,-35.24,20.85
0.17,0.41,0.82,26.72,-32.63,31.56
0.44,0.37,0.92,34.43,-24.29,33.92
0.27,0.4,0.73,43.82,-27.85,35.08
0.32,0.43,0.83,46.09,-28.58,46.98
0.41,0.47,0.81,50.43,-15.86,34.73
0.17,0.55,0.84,39.6,-17.44,29.65
0.25,0.54,1.03,33.77,-6.32,21.76
0.2,0.5,0.85,28.64,-5.71,10.18
0.21,0.52,0.87,18.02,-18.41,14.55
0.47,0.5,0.84,17.07,-3.47,8.29
0.24,0.52,0.81,11.74,-5.15,1.02
0.24,0.55,0.88,0.17,-3.39,-1.24
0.44,0.52,0.92,-5.19,4.9,-11.8
0.24,0.51,0.84,-9.04,2.2,-17.62
0.21,0.52,0.91,-18.29,1.89,-20.66
0.24,0.52,0.96,-24.79,5.4,-25.16
0.35,0.46,0.85,-24.9,10.89,-33.92
0.3,0.5,0.82,-25.8,9.01,-30.69
0.32,0.47,0.82,-26.66,14.72,-25.98
0.39,0.48,0.87,-26.18,22.02,-19.95
0.51,0.46,0.87,-25.89,36.55,-17.6
0.42,0.46,0.76,-23.36,38.55,-16.21
0.27,0.46,0.77,-17.91,40.32,-14.52
0.2,0.45,0.75,-14.37,37.56,-16.63
0.17,0.42,0.76,-15.16,25.8,-16.81
0.12,0.42,0.8,-14.34,17.56,-15.69
0.18,0.42,0.88,-11.88,18.44,-11.25
0.28,0.42,0.89,-9.15,16.46,-12.18
0.32,0.41,0.84,-7.85,13.69,-9.24
0.27,0.46,0.75,-7.13,11.83,-5.69
0.24,0.45,0.81,-7.42,4.66,-2.89
0.23,0.48,0.87,-12.92,9.73,-1.48
0.22,0.47,0.83,-17.82,5.13,0.56
0.26,0.43,0.82,-18.03,3.08,2.58
0.23,0.45,0.81,-15.22,6.85,4.24
0.19,0.46,0.77,-18.78,1.5,6.7
0.23,0.44,0.85,-16.89,2.21,6.6
0.24,0.47,0.82,-16.96,3.83,6.85
0.2,0.47,0.8,-17.86,-0.56,8.35
0.24,0.43,0.84,-16.12,1.01,7.22
0.26,0.43,0.81,-15.07,1.97,5.79
0.24,0.41,0.81,-13.57,2.03,6.17
0.25,0.42,0.83,-12.26,3.1,3.56
0.24,0.41,0.85,-9.98,5.39,2.09
0.23,0.4,0.84,-11.59,4.63,-0.35
0.22,0.4,0.85,-11.83,1.94,-1.54
0.22,0.4,0.86,-10.0,1.24,-2.58
0.21,0.4,0.88,-6.72,0.95,-2.46
0.22,0.4,0.84,-7.05,-0.44,-2.09
0.23,0.4,0.84,-6.24,0.08,-1.1
0.23,0.39,0.86,-4.5,0.34,-0.44
0.24,0.4,0.86,-4.11,0.32,0.08
0.23,0.39,0.87,-4.15,0.0,0.24
0.22,0.39,0.86,-3.98,-0.27,0.81
0.23,0.4,0.86,-2.61,-0.29,1.73
0.23,0.4,0.84,-1.39,-0.49,2.99
0.24,0.39,0.85,-0.38,0.05,4.0
0.23,0.4,0.85,0.44,0.82,4.0
0.22,0.41,0.86,0.98,1.05,4.41
0.23,0.42,0.87,0.81,1.22,4.03
0.23,0.41,0.87,0.63,1.34,3.71
0.23,0.4,0.86,0.49,1.13,3.4
0.23,0.4,0.86,0.21,0.76,3.62
0.23,0.4,0.85,0.55,0.61,4.05
0.24,0.4,0.86,0.87,0.75,4.21
0.24,0.4,0.85,0.75,0.89,4.15
0.24,0.4,0.85,0.85,0.73,3.98
0.23,0.4,0.85,1.4,1.33,3.83
0.23,0.4,0.86,2.03,1.54,4.06
0.24,0.4,0.85,2.0,1.79,4.52
0.24,0.41,0.87,1.56,2.14,3.95
0.23,0.4,0.87,1.22,2.21,2.95
0.21,0.4,0.87,1.62,1.92,2.79
0.23,0.4,0.86,1.47,1.79,3.28
0.23,0.41,0.86,0.98,1.51,3.5
0.24,0.4,0.85,0.92,0.61,3.92
0.23,0.4,0.85,1.27,1.18,4.02
0.24,0.41,0.85,1.47,1.82,3.76
0.24,0.4,0.85,0.79,1.74,3.1
0.23,0.41,0.86,0.5,1.02,2.79
0.23,0.4,0.86,0.31,0.58,2.6
0.23,0.41,0.85,0.44,0.64,2.37
0.23,0.4,0.85,0.11,0.41,2.23
0.24,0.4,0.85,0.29,0.56,2.12
0.24,0.4,0.85,0.46,0.75,1.85
0.24,0.4,0.85,0.67,0.67,1.37
0.23,0.41,0.86,0.44,0.99,0.79
0.23,0.41,0.87,0.76,0.41,0.87
0.23,0.41,0.86,1.04,0.73,0.95
0.23,0.42,0.86,0.75,1.02,0.95
0.23,0.42,0.86,0.69,1.05,0.7
0.22,0.41,0.85,0.87,0.99,0.72
0.24,0.4,0.85,1.77,1.62,1.05
0.23,0.4,0.86,1.74,1.19,1.25
0.23,0.41,0.86,1.08,0.27,0.99
0.23,0.42,0.87,1.34,0.7,1.05
0.22,0.41,0.86,1.79,0.69,1.54
0.23,0.42,0.86,1.91,0.6,1.76
0.23,0.41,0.86,1.69,1.65,2.09
0.24,0.4,0.86,1.28,2.17,2.41
0.24,0.39,0.85,0.84,1.94,2.17
0.23,0.4,0.86,0.58,1.34,1.79
0.24,0.4,0.85,0.7,0.69,1.66
0.23,0.42,0.86,0.72,0.37,1.51
0.24,0.42,0.86,1.01,0.31,1.73
0.24,0.42,0.85,0.61,0.9,1.34
0.24,0.42,0.86,0.17,0.84,1.11
