acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.31,0.44,0.84,0.34,1.25,0.73
0.3,0.44,0.83,0.61,1.33,0.84
0.31,0.44,0.83,0.12,1.1,1.16
0.3,0.44,0.83,-0.12,0.73,1.13
0.3,0.44,0.82,0.34,0.35,1.31
0.3,0.44,0.84,0.9,0.08,1.88
0.31,0.44,0.83,1.45,0.06,2.72
0.32,0.43,0.83,1.71,0.72,3.3
0.31,0.42,0.82,1.25,1.44,3.51
0.31,0.41,0.83,1.47,1.27,2.93
0.3,0.43,0.83,1.86,0.46,2.58
0.31,0.44,0.83,1.94,-0.52,2.49
0.31,0.45,0.81,1.68,-0.61,2.38
0.32,0.46,0.81,1.18,0.0,2.06
0.31,0.45,0.82,0.7,0.35,1.3
0.31,0.45,0.84,0.76,0.61,0.5
0.31,0.43,0.82,0.95,0.78,0.43
0.31,0.44,0.83,0.78,0.67,-0.2
0.31,0.43,0.83,0.69,0.81,-0.47
0.31,0.44,0.83,0.49,0.56,-0.29
0.3,0.44,0.83,0.73,0.7,0.0
0.3,0.44,0.82,0.67,0.56,0.67
0.31,0.44,0.83,0.89,0.41,1.22
0.31,0.44,0.83,1.21,0.78,1.66
0.31,0.43,0.83,1.56,0.93,2.37
0.31,0.43,0.83,1.88,0.92,2.95
0.31,0.43,0.82,2.09,0.85,3.45
0.3,0.43,0.82,1.88,0.93,3.18
0.31,0.44,0.83,1.56,0.58,2.9
0.31,0.44,0.82,1.48,0.37,2.4
0.3,0.45,0.82,1.16,0.18,1.98
0.31,0.45,0.82,0.72,0.27,1.91
0.31,0.45,0.82,0.46,0.84,1.45
0.32,0.45,0.82,-0.76,1.31,0.82
0.31,0.45,0.83,-0.95,0.9,0.02
0.31,0.44,0.83,-0.84,0.55,-0.23
0.32,0.44,0.82,-0.72,0.73,-0.27
0.31,0.44,0.83,-0.93,0.89,-0.29
0.31,0.44,0.82,-0.85,0.98,-0.09
0.32,0.44,0.83,-0.67,0.84,0.43
0.31,0.44,0.82,-0.35,0.78,0.85
0.31,0.43,0.82,0.32,0.66,1.4
0.31,0.43,0.83,0.53,0.78,1.47
0.31,0.44,0.83,0.89,0.63,1.94
