acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.57,0.69,0.43,0.2,2.58,1.74
-0.57,0.69,0.42,0.41,2.26,1.73
-0.57,0.69,0.42,0.32,1.73,1.59
-0.57,0.69,0.42,0.37,1.57,1.45
-0.57,0.69,0.43,0.72,1.28,1.45
-0.58,0.69,0.42,0.6,1.01,1.5
-0.57,0.69,0.42,1.22,1.19,1.5
-0.57,0.7,0.42,1.28,1.45,1.53
-0.57,0.69,0.43,1.02,1.25,1.33
-0.57,0.69,0.42,0.85,0.75,1.42
-0.57,0.69,0.42,0.9,0.4,1.47
-0.57,0.69,0.42,0.9,0.61,1.65
-0.57,0.69,0.42,0.81,1.28,1.47
-0.57,0.69,0.42,0.47,1.31,1.33
-0.57,0.69,0.42,0.46,1.24,1.36
-0.57,0.69,0.42,0.38,1.13,1.5
-0.58,0.69,0.44,0.41,1.4,1.3
-0.57,0.68,0.42,0.23,1.34,1.16
-0.57,0.69,0.42,0.26,1.6,1.04
-0.57,0.69,0.41,0.47,1.45,1.13
-0.57,0.68,0.42,0.5,1.4,1.22
-0.57,0.69,0.42,0.66,1.91,1.39
-0.57,0.7,0.42,0.53,1.71,1.16
-0.57,0.69,0.43,0.46,1.28,1.16
-0.56,0.69,0.42,0.55,0.73,1.11
-0.57,0.69,0.42,0.81,0.41,1.02
-0.57,0.7,0.41,1.18,1.22,1.05
-0.58,0.7,0.42,1.01,1.33,0.99
-0.57,0.68,0.42,0.76,1.33,1.27
-0.58,0.69,0.4,0.85,1.18,1.25
-0.57,0.68,0.42,0.64,1.36,0.98
-0.58,0.69,0.41,0.6,0.87,1.16
-0.58,0.7,0.41,0.64,1.5,1.16
-0.58,0.69,0.42,0.66,2.75,2.15
-0.57,0.68,0.44,0.7,4.41,2.63
-0.57,0.67,0.42,0.29,5.54,1.79
-0.58,0.67,0.43,-0.63,4.53,0.84
-0.57,0.68,0.43,-1.13,2.76,0.29
-0.56,0.69,0.44,-1.02,0.93,0.55
-0.56,0.7,0.43,-0.5,0.37,0.75
-0.56,0.7,0.42,-0.15,0.76,0.92
-0.56,0.69,0.41,0.18,1.48,1.27
-0.57,0.69,0.42,0.5,1.36,1.25
-0.57,0.69,0.41,0.81,0.43,1.42
-0.57,0.69,0.41,0.95,-0.4,1.08
-0.57,0.68,0.41,1.13,-0.7,0.72
-0.58,0.69,0.4,1.19,-0.24,0.81
-0.58,0.69,0.41,1.51,0.58,0.95
-0.58,0.69,0.43,1.42,1.24,1.1
-0.58,0.69,0.41,1.45,1.21,1.47
-0.57,0.68,0.41,1.39,1.15,1.82
-0.57,0.68,0.42,1.42,1.28,1.5
-0.57,0.69,0.42,0.93,1.86,1.53
-0.58,0.68,0.41,0.41,2.47,1.24
-0.58,0.68,0.42,0.12,2.43,1.34
-0.58,0.68,0.42,-0.09,1.8,1.34
-0.57,0.69,0.42,-0.05,1.3,1.31
-0.57,0.69,0.42,0.21,1.42,1.1
-0.57,0.69,0.42,-0.06,1.44,1.34
-0.57,0.69,0.42,0.38,0.87,1.1
-0.57,0.7,0.42,0.7,0.4,1.44
-0.57,0.7,0.41,0.81,0.37,2.27
-0.57,0.69,0.42,1.08,1.31,2.37
-0.57,0.68,0.42,0.78,1.73,1.63
-0.58,0.69,0.41,0.61,1.25,1.08
-0.58,0.68,0.42,0.49,0.38,0.87
-0.57,0.69,0.42,0.24,-0.21,1.1
-0.57,0.69,0.41,0.26,0.02,1.33
-0.57,0.69,0.41,0.24,0.34,1.11
-0.57,0.69,0.41,0.17,0.72,1.39
-0.57,0.68,0.42,0.18,0.87,1.54
-0.58,0.68,0.41,0.17,0.93,1.59
-0.57,0.69,0.42,-0.05,0.96,1.24
-0.57,0.69,0.41,0.24,1.36,1.57
-0.57,0.69,0.43,0.53,1.22,1.68
-0.56,0.69,0.42,0.55,1.28,1.83
-0.58,0.68,0.4,0.79,1.89,2.18
-0.57,0.69,0.42,0.82,2.37,2.17
-0.57,0.69,0.42,0.26,2.21,1.74
-0.57,0.69,0.41,-0.02,1.05,0.93
-0.58,0.7,0.41,0.02,-0.12,0.47
-0.58,0.69,0.41,-0.02,-0.5,0.0
-0.58,0.69,0.41,-0.11,-0.64,-0.38
-0.57,0.69,0.42,0.08,-0.34,-0.72
-0.58,0.69,0.41,0.27,-0.29,-0.46
-0.58,0.69,0.41,0.23,-0.29,-0.34
-0.58,0.69,0.42,0.32,-0.23,-0.02
-0.58,0.69,0.42,0.4,-0.43,0.26
-0.58,0.69,0.42,0.46,-0.09,0.31
-0.58,0.68,0.41,0.47,-0.08,0.41
-0.58,0.68,0.42,0.53,0.15,0.82
-0.58,0.68,0.41,0.18,0.35,0.82
-0.58,0.69,0.42,0.15,0.6,0.9
-0.57,0.68,0.41,-0.02,0.7,0.81
-0.57,0.68,0.42,0.0,0.75,0.78
-0.57,0.68,0.42,0.15,1.05,1.13
-0.58,0.69,0.42,0.03,0.98,1.22
-0.58,0.69,0.41,-0.11,0.99,1.16
-0.58,0.68,0.41,-0.15,0.95,1.33
-0.57,0.68,0.42,-0.14,0.66,1.33
-0.57,0.69,0.41,0.18,0.69,1.31
-0.57,0.69,0.43,0.32,0.53,1.34
-0.57,0.69,0.42,0.34,0.09,1.15
-0.57,0.69,0.42,0.31,-0.14,1.34
-0.58,0.69,0.42,0.43,-0.08,1.31
-0.58,0.68,0.41,0.41,0.09,1.56
-0.58,0.69,0.41,0.18,0.43,1.36
-0.58,0.68,0.41,0.58,0.66,1.5
-0.58,0.69,0.41,0.58,0.89,1.54
-0.58,0.69,0.42,0.12,0.61,1.36
-0.58,0.68,0.41,0.27,0.78,1.62
-0.57,0.69,0.42,0.08,1.05,2.17
-0.56,0.69,0.42,0.0,1.53,2.79
-0.57,0.7,0.42,-0.84,1.27,3.04
-0.56,0.68,0.42,-0.46,2.06,3.63
-0.57,0.7,0.41,-0.52,2.46,3.77
-0.58,0.69,0.42,-0.35,2.32,3.73
-0.58,0.69,0.42,-0.15,1.69,3.22
-0.59,0.69,0.42,0.03,1.6,2.81
-0.58,0.68,0.41,0.44,1.51,2.5
-0.58,0.69,0.42,0.15,1.59,1.97
