acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.37,0.45,0.8,0.63,1.01,0.82
0.36,0.46,0.82,0.9,1.45,0.55
0.37,0.46,0.81,0.96,0.96,0.24
0.36,0.46,0.81,0.93,1.56,0.24
0.37,0.46,0.82,1.13,0.85,0.32
0.36,0.46,0.82,1.24,1.51,0.03
0.36,0.46,0.82,1.53,1.07,0.44
0.36,0.46,0.81,1.74,1.3,0.41
0.36,0.46,0.81,1.88,1.45,0.67
0.36,0.46,0.8,2.49,1.48,0.79
0.36,0.46,0.82,2.11,1.65,1.1
0.36,0.45,0.81,2.52,1.53,1.1
0.37,0.46,0.82,2.29,1.4,1.21
0.36,0.46,0.81,2.7,1.5,1.51
0.36,0.45,0.79,3.25,1.65,0.85
0.37,0.46,0.81,2.89,1.47,1.08
0.37,0.46,0.82,2.66,1.77,1.11
0.36,0.46,0.81,2.67,1.62,1.13
0.36,0.46,0.8,3.33,1.34,0.82
0.36,0.46,0.82,2.2,0.92,1.47
0.36,0.46,0.82,2.5,1.45,0.89
0.36,0.47,0.82,2.61,1.83,0.81
0.37,0.46,0.81,2.35,1.15,0.9
0.36,0.46,0.79,2.66,0.24,0.64
0.37,0.46,0.8,2.58,1.66,0.56
0.37,0.46,0.81,2.46,1.33,0.55
0.36,0.46,0.82,2.38,1.57,0.7
0.36,0.46,0.8,2.98,0.27,0.58
0.36,0.46,0.81,3.36,1.48,0.85
0.36,0.46,0.8,3.73,1.28,0.56
0.36,0.47,0.8,3.5,0.67,0.79
0.36,0.46,0.8,3.82,1.1,0.84
0.36,0.46,0.81,3.83,0.73,1.04
0.36,0.46,0.81,3.92,2.17,1.13
0.37,0.47,0.82,4.12,1.79,1.15
0.36,0.47,0.8,3.79,1.28,1.25
0.35,0.47,0.81,3.92,1.34,1.16
0.36,0.47,0.81,3.6,1.6,1.19
0.36,0.47,0.81,3.54,1.36,1.18
0.37,0.46,0.81,3.4,1.88,1.04
0.36,0.47,0.8,2.93,0.84,1.18
0.36,0.47,0.82,2.9,1.97,1.01
0.36,0.47,0.8,2.85,1.62,1.08
0.36,0.47,0.81,3.33,1.95,0.47
0.35,0.47,0.8,3.01,2.09,0.43
0.36,0.48,0.81,2.56,1.95,0.26
0.36,0.47,0.81,1.95,1.89,0.38
0.36,0.47,0.8,0.75,0.52,0.75
0.35,0.47,0.81,0.27,0.29,0.43
0.34,0.48,0.81,0.72,-0.46,0.76
0.34,0.48,0.81,1.24,-0.11,1.62
0.36,0.47,0.81,2.11,0.93,2.53
0.37,0.46,0.8,2.84,2.53,2.35
0.38,0.45,0.8,3.01,2.81,2.41
0.37,0.45,0.81,3.04,2.5,1.89
0.36,0.47,0.81,3.27,1.83,1.57
0.35,0.48,0.81,3.47,1.59,1.69
0.36,0.49,0.8,3.22,1.37,1.95
0.35,0.48,0.8,2.63,0.56,1.92
0.36,0.49,0.8,2.35,0.06,1.42
0.36,0.48,0.82,2.21,1.16,1.21
0.36,0.47,0.8,1.66,0.9,1.05
0.35,0.47,0.81,1.51,1.39,0.46
0.36,0.48,0.8,1.3,1.69,0.23
0.35,0.48,0.81,1.02,1.92,-0.03
0.36,0.48,0.8,0.82,1.86,0.32
0.36,0.49,0.82,0.66,2.14,0.15
0.35,0.49,0.81,0.67,1.56,0.27
0.35,0.48,0.81,0.89,1.63,0.47
0.35,0.47,0.81,1.28,1.65,0.63
0.35,0.48,0.8,1.44,1.88,0.64
0.36,0.47,0.81,1.45,1.36,1.21
0.36,0.47,0.81,1.57,1.5,1.25
0.35,0.47,0.8,2.02,1.4,1.16
0.36,0.47,0.79,2.29,1.71,1.24
0.36,0.48,0.8,1.79,1.05,1.56
0.36,0.48,0.8,1.91,0.99,1.37
0.34,0.48,0.8,1.45,0.26,1.4
0.35,0.48,0.8,1.34,-0.35,2.2
0.35,0.48,0.8,1.59,-0.12,2.0
0.36,0.47,0.8,1.51,0.31,1.62
0.35,0.47,0.8,1.57,0.24,1.65
0.36,0.47,0.8,1.54,0.11,1.53
0.35,0.48,0.81,1.73,-0.27,1.54
0.36,0.48,0.79,1.54,-0.24,1.53
0.36,0.49,0.79,1.22,-0.15,1.51
0.35,0.49,0.79,0.9,0.05,1.45
0.35,0.48,0.8,0.79,-0.14,1.48
0.35,0.47,0.8,0.64,0.02,1.57
0.36,0.48,0.82,0.56,0.32,1.48
0.35,0.48,0.8,0.73,0.27,1.54
0.35,0.48,0.81,0.81,0.58,1.42
0.36,0.47,0.81,0.6,0.55,1.48
0.35,0.48,0.81,0.38,0.76,1.36
0.35,0.48,0.81,0.2,0.67,1.44
0.36,0.48,0.8,-0.02,0.7,1.47
0.36,0.48,0.8,0.15,0.81,1.31
0.36,0.49,0.8,0.06,0.99,1.45
0.36,0.48,0.8,0.18,0.98,1.24
0.36,0.48,0.81,0.29,0.82,1.25
0.36,0.48,0.81,0.02,0.92,1.18
0.35,0.48,0.8,0.14,0.66,1.02
0.35,0.48,0.8,-0.09,0.67,0.95
0.35,0.48,0.8,-0.29,0.46,0.95
0.36,0.48,0.8,-0.49,0.06,0.99
0.35,0.48,0.8,-0.38,0.0,1.25
0.36,0.49,0.8,-0.26,0.12,1.33
0.36,0.48,0.79,0.12,0.21,1.6
0.35,0.48,0.81,0.18,0.08,1.71
0.36,0.48,0.8,0.6,0.27,2.05
0.36,0.48,0.8,0.85,0.49,2.27
0.36,0.47,0.81,1.05,0.63,2.23
0.35,0.47,0.81,1.59,0.66,2.31
0.35,0.48,0.81,1.34,0.78,2.23
0.36,0.48,0.8,1.16,0.4,2.24
0.35,0.48,0.81,1.31,0.2,2.4
0.36,0.48,0.81,0.99,-0.02,2.18
0.36,0.49,0.8,0.27,0.05,2.03
0.36,0.49,0.8,0.27,-0.12,1.6
0.35,0.47,0.8,0.11,0.31,1.21
0.33,0.46,0.77,2.27,-0.03,-0.08
0.36,0.49,0.81,2.73,0.14,0.14
0.36,0.48,0.8,2.6,-0.27,0.76
0.36,0.48,0.8,2.2,0.43,-0.09
0.35,0.48,0.8,1.74,0.4,-1.11
0.34,0.47,0.8,2.56,-0.27,-1.18
0.35,0.48,0.8,3.05,-0.66,-1.77
0.34,0.48,0.8,2.75,-1.71,-2.21
0.34,0.48,0.79,2.23,-2.12,-3.6
0.33,0.48,0.81,1.4,-3.8,-5.02
0.32,0.47,0.77,2.34,-6.03,-6.32
0.33,0.47,0.8,3.21,-7.85,-7.57
0.34,0.49,0.79,3.44,-8.2,-9.31
0.32,0.49,0.78,3.68,-9.65,-12.5
0.33,0.48,0.78,5.42,-13.05,-14.4
0.31,0.42,0.75,13.27,-20.52,-10.37
0.35,0.36,0.76,27.4,-25.34,-2.17
0.42,0.4,0.71,40.0,-17.77,9.5
0.49,0.43,0.67,52.11,-10.7,17.04
0.46,0.46,0.61,61.77,-6.23,22.98
0.41,0.45,0.59,80.23,1.48,25.08
0.41,0.45,0.57,97.51,-1.98,32.56
0.43,0.49,0.55,114.46,10.49,38.21
0.47,0.59,0.68,121.18,16.38,38.69
0.36,0.67,0.79,111.95,17.27,35.88
0.31,0.82,0.58,86.93,-4.26,47.13
0.46,0.55,0.8,92.18,-6.38,35.02
0.29,0.55,0.85,86.5,-12.49,13.22
0.41,0.65,0.74,85.31,-13.21,21.89
0.33,0.68,0.84,73.3,-0.73,22.4
0.37,0.68,0.81,62.31,-3.85,18.11
0.35,0.68,0.74,51.02,-1.04,12.34
0.42,0.69,0.74,44.69,-1.15,12.72
0.5,0.71,0.67,38.96,0.26,8.76
0.47,0.7,0.81,24.23,0.58,10.34
0.26,0.73,0.71,12.02,-5.63,2.99
0.54,0.68,0.6,7.28,-7.24,2.37
0.41,0.59,0.61,12.82,-4.87,12.12
0.57,0.66,0.55,10.93,-5.51,3.18
0.37,0.63,0.64,5.54,-4.76,3.83
0.56,0.63,0.66,9.04,-3.97,1.11
0.38,0.62,0.67,8.6,-3.3,0.17
0.42,0.63,0.69,7.19,-4.11,3.44
