acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.29,0.45,0.82,-0.11,0.21,1.6
0.29,0.45,0.82,-0.24,-0.02,0.99
0.29,0.45,0.82,-0.08,0.21,0.84
0.29,0.45,0.81,0.02,0.35,0.69
0.29,0.45,0.82,0.09,0.52,0.66
0.29,0.45,0.83,0.15,0.87,0.89
0.29,0.45,0.83,0.03,1.04,0.64
0.28,0.45,0.83,-0.5,1.1,0.5
0.28,0.45,0.83,-1.13,0.66,0.41
0.28,0.45,0.84,-1.24,0.44,0.7
0.28,0.45,0.83,-0.64,0.4,0.6
0.27,0.45,0.82,-0.58,0.12,1.47
0.28,0.45,0.83,-0.24,0.89,2.35
0.29,0.43,0.83,0.64,1.34,2.64
0.3,0.43,0.83,0.14,1.44,2.89
0.29,0.43,0.83,0.11,0.72,2.58
0.29,0.45,0.82,0.47,-0.09,2.29
0.3,0.46,0.82,0.81,-0.7,2.4
0.29,0.47,0.82,0.44,-0.43,2.47
0.3,0.47,0.81,0.21,-0.09,2.05
0.3,0.46,0.81,0.18,0.0,1.24
0.29,0.45,0.83,0.32,0.31,0.52
0.29,0.45,0.83,0.29,0.41,-0.26
0.29,0.45,0.84,-0.14,0.26,-0.4
0.29,0.45,0.83,-0.72,0.76,-0.6
0.28,0.45,0.83,-0.84,0.6,-0.58
0.28,0.45,0.83,-0.69,0.99,-0.27
0.29,0.45,0.83,-0.81,1.04,0.11
0.28,0.44,0.84,-0.47,0.96,0.43
0.29,0.44,0.84,-0.08,0.63,1.07
0.29,0.44,0.83,0.6,0.56,1.51
0.28,0.44,0.83,0.66,0.79,1.89
0.29,0.45,0.83,0.49,0.67,2.41
0.29,0.44,0.84,0.78,0.95,2.12
0.29,0.45,0.83,0.79,0.09,1.62
0.28,0.46,0.82,0.92,-0.18,1.97
0.29,0.46,0.82,1.6,0.23,1.53
0.29,0.45,0.82,0.7,0.5,1.4
0.29,0.45,0.83,-0.44,0.66,0.92
0.29,0.45,0.83,-0.06,0.23,0.58
0.28,0.45,0.82,-0.06,-0.2,0.29
0.29,0.45,0.83,-0.24,-0.26,0.46
0.29,0.46,0.82,-0.49,0.11,0.61
0.3,0.44,0.81,-0.08,0.08,0.37
0.3,0.45,0.82,-0.27,0.46,0.76
0.29,0.45,0.82,0.44,0.79,0.98
0.29,0.44,0.83,0.44,0.85,1.11
0.29,0.45,0.85,0.56,0.85,1.04
0.28,0.45,0.83,0.4,0.4,1.05
0.28,0.45,0.83,0.26,0.03,1.28
0.29,0.45,0.83,0.12,0.14,1.34
0.29,0.46,0.83,0.05,0.06,1.56
0.29,0.45,0.83,-0.24,0.34,1.63
0.29,0.45,0.82,0.26,0.44,1.39
0.29,0.45,0.82,0.96,0.58,1.54
0.29,0.46,0.83,0.99,1.13,1.53
0.29,0.45,0.82,1.51,1.16,0.81
0.29,0.45,0.82,1.69,1.07,1.1
0.29,0.46,0.83,1.63,1.24,0.92
0.29,0.45,0.83,1.57,0.98,0.34
0.29,0.45,0.82,2.24,1.33,0.35
0.29,0.45,0.82,2.12,1.71,0.11
0.29,0.45,0.82,2.78,2.2,-0.46
0.28,0.45,0.81,3.28,2.03,-0.85
0.27,0.45,0.81,4.85,2.46,-1.27
0.29,0.46,0.82,4.92,2.44,-0.85
0.29,0.46,0.85,4.31,2.7,-1.19
0.27,0.45,0.83,4.75,1.83,-0.98
0.29,0.46,0.84,3.56,1.54,-0.18
0.29,0.46,0.83,3.27,2.08,-0.75
0.29,0.45,0.82,3.57,1.36,-0.63
0.3,0.46,0.84,3.18,1.15,-0.6
0.3,0.47,0.84,1.59,1.53,-0.67
0.28,0.46,0.83,0.72,0.85,-0.11
0.29,0.46,0.83,0.23,1.07,0.03
0.29,0.46,0.82,-0.2,0.93,0.14
0.28,0.46,0.81,0.73,1.66,-0.06
0.29,0.47,0.82,1.13,2.12,-0.31
0.28,0.47,0.83,0.6,2.34,-0.41
0.28,0.46,0.82,0.55,2.31,-0.46
0.29,0.46,0.83,0.89,2.15,-0.44
0.29,0.46,0.84,-0.31,1.8,-0.15
0.28,0.47,0.83,-1.45,1.4,-0.12
0.27,0.46,0.83,-0.63,0.93,-0.5
0.26,0.46,0.82,-0.31,0.43,0.6
0.27,0.46,0.83,0.15,-0.05,1.34
0.29,0.45,0.83,0.99,0.93,1.76
0.29,0.45,0.83,0.49,1.02,1.95
0.28,0.44,0.84,-0.08,0.52,1.92
0.28,0.45,0.83,-0.23,-0.93,1.86
0.28,0.47,0.82,0.0,-1.68,1.69
0.29,0.48,0.82,-0.12,-2.18,2.34
0.3,0.49,0.83,-1.82,-2.15,2.38
0.29,0.47,0.83,-3.1,-2.38,2.15
0.3,0.47,0.83,-4.95,-2.37,2.09
0.29,0.46,0.84,-6.34,-2.21,2.14
0.27,0.45,0.81,-5.11,-1.07,1.73
0.27,0.44,0.78,-2.06,-0.11,1.79
0.28,0.44,0.8,0.32,1.57,1.19
0.27,0.44,0.82,1.31,1.82,0.55
0.26,0.45,0.82,2.29,2.35,-0.43
0.26,0.44,0.83,3.13,1.45,-0.4
0.28,0.46,0.84,2.81,0.66,-0.79
0.27,0.44,0.83,3.59,-1.16,-0.81
0.29,0.44,0.83,5.31,0.03,1.04
0.3,0.45,0.82,5.24,-0.46,3.11
0.3,0.47,0.85,3.15,0.7,1.94
0.28,0.47,0.85,2.17,0.58,0.09
0.27,0.47,0.82,1.15,-1.16,-0.81
0.26,0.46,0.81,3.07,-1.62,-1.13
0.3,0.47,0.81,3.97,-0.79,-0.2
0.29,0.47,0.82,2.18,-0.29,-0.15
0.29,0.46,0.83,1.3,-0.38,-0.17
0.27,0.45,0.81,2.4,-0.55,0.72
0.29,0.48,0.83,1.71,-1.57,1.65
0.29,0.47,0.83,1.19,-1.33,1.19
0.29,0.45,0.81,2.09,-0.96,2.41
0.31,0.45,0.8,2.93,-0.93,4.66
0.31,0.45,0.82,2.5,0.53,4.56
0.29,0.46,0.82,2.55,0.84,3.39
0.28,0.45,0.81,3.21,0.93,2.24
0.27,0.46,0.83,5.02,1.74,2.09
0.29,0.46,0.82,5.45,1.57,3.59
0.29,0.47,0.82,5.25,2.37,5.28
0.29,0.46,0.83,5.04,2.05,5.24
0.28,0.47,0.81,5.16,2.14,4.09
0.29,0.46,0.81,5.45,2.55,2.72
0.28,0.47,0.81,5.66,2.85,1.89
0.28,0.47,0.8,6.69,2.63,0.31
0.29,0.48,0.82,5.39,1.62,-0.6
0.3,0.47,0.82,4.11,0.72,-0.64
0.27,0.47,0.82,3.86,0.06,-0.99
0.28,0.47,0.82,3.47,-0.63,-1.07
0.26,0.48,0.8,4.9,-0.72,-1.54
0.3,0.49,0.79,5.47,-0.49,-0.63
0.3,0.5,0.81,3.39,-1.07,0.23
0.32,0.48,0.78,2.2,-0.08,-0.34
0.24,0.47,0.8,-0.55,-6.15,3.95
0.42,0.44,0.82,0.32,1.13,-1.68
0.24,0.46,0.79,1.8,0.11,1.34
0.27,0.46,0.84,1.54,-3.16,2.95
0.32,0.45,0.83,0.66,-1.01,1.04
0.13,0.49,0.75,1.62,-6.32,3.16
0.3,0.48,0.93,-3.02,-5.5,1.25
0.42,0.51,0.77,-4.64,2.34,-8.53
0.15,0.49,0.81,-6.18,-4.32,-11.34
0.05,0.51,0.9,-12.44,-14.09,-5.44
0.53,0.42,0.71,-7.56,-4.14,-16.03
0.09,0.46,0.74,-2.05,-13.36,-11.3
0.31,0.45,1.04,-0.23,-3.21,-8.96
0.24,0.55,0.66,3.59,-4.82,-18.03
0.07,0.46,0.8,0.76,-10.89,-3.36
0.23,0.52,0.61,5.21,0.81,-23.25
0.12,0.46,0.83,0.78,-14.73,-2.63
0.6,0.45,0.69,3.56,5.92,-20.38
0.07,0.5,0.78,0.38,-11.83,-7.91
0.78,0.43,0.95,0.81,5.37,-14.9
0.05,0.5,0.77,0.18,-10.61,-6.17
0.63,0.41,1.08,2.38,2.53,-10.76
0.06,0.51,0.68,4.98,-3.95,-4.64
0.36,0.45,0.97,3.88,-0.5,-2.49
0.2,0.61,0.6,7.25,-1.51,-6.17
